PLAYER,SEASON,FGM,FGA,TPM,TPA,FTM,FTA
Corie Blount,2000,44,89,0,2,19,33
Anthony Johnson,2000,62,164,2,11,28,39
Chuck Person,2000,37,123,24,95,4,8
Bill Curley,2000,29,68,0,1,18,25
Derek Strong,2000,21,48,1,4,11,14
Cal Bowdler,2000,49,115,0,1,23,37
Popeye Jones,2000,44,104,2,3,14,19
Jonathan Bender,2000,23,70,2,12,16,24
William Avery,2000,56,181,18,63,24,36
Don MacLean,2000,18,49,2,6,4,6
Vladimir Stepania,2000,29,78,0,6,17,36
Drew Barry,2000,15,33,7,18,4,5
Scott Padgett,2000,44,140,13,44,19,27
Ryan Bowen,2000,46,117,1,9,38,53
Jamel Thomas,2000,8,18,0,3,1,1
Haywoode Workman,2000,31,90,14,43,10,15
John Celestand,2000,15,45,2,9,5,6
Jeff Foster,2000,13,23,0,1,17,25
Jud Buechler,2000,55,156,18,83,2,7
Roy Rogers,2000,35,88,0,1,19,41
Rafer Alston,2000,27,95,3,14,3,4
Adam Keefe,2000,53,130,0,1,29,36
Pete Chilcutt,2000,53,127,6,26,8,8
Ryan Stack,2000,17,51,0,1,18,27
Milt Palacio,2000,43,98,0,2,22,37
John Thomas,2000,49,107,0,1,16,41
Mirsad Turkcan,2000,14,38,0,6,5,8
Stanley Roberts,2000,5,16,0,1,0,3
Rick Brunson,2000,29,70,2,13,11,18
Donny Marshall,2000,3,11,0,3,5,6
Jumaine Jones,2000,22,58,2,4,11,18
Loy Vaught,2000,32,89,0,3,11,16
Marcus Brown,2000,4,14,0,7,2,2
Fred Vinson,2000,5,17,2,7,1,2
Sean Marks,2000,2,6,0,1,4,4
Laron Profit,2000,21,59,3,17,4,10
Reggie Jordan,2000,17,53,0,1,7,13
Jermaine Jackson,2000,1,11,0,1,5,8
Michael Hawkins,2000,3,13,1,5,1,2
Allen Iverson,1999,435,1056,58,199,356,474
Shaquille O'Neal,1999,510,885,0,1,269,498
Karl Malone,1999,393,797,0,1,378,480
Shareef Abdur-Rahim,1999,386,893,11,36,369,439
Keith Van Horn,1999,322,752,16,53,256,298
Tim Duncan,1999,418,845,1,7,247,358
Gary Payton,1999,401,923,83,281,199,276
Stephon Marbury,1999,378,883,66,197,222,278
Antonio McDyess,1999,415,882,1,9,230,338
Grant Hill,1999,384,802,0,14,285,379
Kevin Garnett,1999,414,900,4,14,145,206
Shawn Kemp,1999,277,575,1,2,307,389
Michael Finley,1999,389,876,45,136,186,226
Alonzo Mourning,1999,324,633,0,2,276,423
Chris Webber,1999,378,778,4,34,79,174
Kobe Bryant,1999,362,779,27,101,245,292
Mitch Richmond,1999,331,803,70,221,251,293
Juwan Howard,1999,287,605,0,3,110,146
Hakeem Olajuwon,1999,373,725,4,13,195,272
Toni Kukoc,1999,315,749,39,136,159,215
Antoine Walker,1999,303,735,65,176,113,202
Steven Smith,1999,217,540,47,139,191,225
Reggie Miller,1999,294,671,106,275,226,247
Glenn Robinson,1999,347,756,31,79,140,161
Vince Carter,1999,345,766,19,66,204,268
Patrick Ewing,1999,247,568,0,2,163,231
Glen Rice,1999,171,396,53,135,77,90
Tim Hardaway,1999,301,752,112,311,121,149
Ray Allen,1999,303,673,74,208,176,195
Ron Mercer,1999,305,707,5,30,83,105
Tom Gugliotta,1999,277,573,2,7,173,218
Jason Kidd,1999,310,698,45,123,181,239
Maurice Taylor,1999,311,675,1,6,150,206
Nick Van Exel,1999,306,769,72,234,142,175
Paul Pierce,1999,284,647,84,204,139,195
Clifford Robinson,1999,299,629,58,139,163,234
Latrell Sprewell,1999,215,518,21,77,155,191
Allan Houston,1999,294,703,57,140,168,195
Charles Barkley,1999,240,502,4,25,192,267
Gary Trent,1999,287,602,0,5,145,235
Sam Cassell,1999,39,93,2,10,47,50
David Robinson,1999,268,527,0,1,239,363
Anfernee Hardaway,1999,301,717,40,140,149,211
Rod Strickland,1999,251,603,12,42,176,236
Eddie Jones,1999,260,595,48,142,212,271
Doug Christie,1999,252,650,49,161,207,246
Detlef Schrempf,1999,259,549,34,86,200,243
Nick Anderson,1999,253,640,96,277,99,162
Rik Smits,1999,310,633,0,2,108,132
Jamal Mashburn,1999,134,297,13,30,75,104
Scottie Pippen,1999,261,604,72,212,132,183
Jerry Stackhouse,1999,181,488,35,126,210,247
Vlade Divac,1999,262,557,11,43,179,255
Bobby Phills,1999,215,497,68,172,115,168
David Wesley,1999,243,545,61,170,159,191
Terrell Brandon,1999,212,507,12,47,65,78
Chauncey Billups,1999,191,495,85,235,157,172
Isaiah Rider,1999,249,605,42,111,111,147
Raef LaFrentz,1999,59,129,12,31,36,48
Darrell Armstrong,1999,230,522,69,189,161,178
John Starks,1999,269,728,78,269,74,100
Vin Baker,1999,198,437,0,3,72,160
Joe Smith,1999,223,522,0,3,142,188
Matt Geiger,1999,266,555,1,5,141,177
Mookie Blaylock,1999,247,651,77,251,69,91
Mike Bibby,1999,260,605,15,74,127,169
Corliss Williamson,1999,269,555,1,5,120,188
Derrick Coleman,1999,168,406,7,33,143,190
Kerry Kittles,1999,227,613,50,158,88,114
Jason Williams,1999,231,617,100,323,79,105
Rasheed Wallace,1999,242,476,13,31,131,179
Damon Stoudamire,1999,249,629,44,142,89,122
Elden Campbell,1999,222,465,0,1,172,269
Cedric Ceballos,1999,59,140,11,28,34,49
Alan Henderson,1999,187,423,0,1,100,149
Bryon Russell,1999,217,468,52,147,136,171
Lamond Murray,1999,226,578,34,103,126,157
Jeff Hornacek,1999,214,449,34,81,125,140
Kenny Anderson,1999,161,357,6,24,84,101
Arvydas Sabonis,1999,232,478,7,24,135,175
Rex Chapman,1999,165,459,53,151,76,91
Kevin Willis,1999,187,447,0,2,130,155
Larry Johnson,1999,210,458,33,92,134,164
Lindsey Hunter,1999,228,524,59,153,67,89
Kendall Gill,1999,236,593,2,17,114,167
Otis Thorpe,1999,240,440,0,2,74,106
Joe Dumars,1999,144,350,89,221,51,61
Sam Mitchell,1999,213,522,9,38,126,165
Sean Elliott,1999,208,507,39,119,106,140
Ron Harper,1999,147,390,27,85,71,101
Dee Brown,1999,187,495,135,349,40,55
Tony Massenburg,1999,189,388,0,2,103,155
Wesley Person,1999,198,437,75,200,32,53
Brent Barry,1999,141,356,52,172,78,101
John Stockton,1999,200,410,16,50,137,169
Jalen Rose,1999,200,496,17,65,125,158
Donyell Marshall,1999,208,494,26,72,88,121
Danny Fortson,1999,191,386,0,3,168,231
Michael Dickerson,1999,215,462,71,164,46,72
Don MacLean,1999,63,159,9,33,50,80
Bryant Reeves,1999,102,251,0,1,67,116
Derek Anderson,1999,125,314,21,69,138,165
Sam Mack,1999,167,384,87,219,51,58
Vernon Maxwell,1999,164,421,80,231,84,114
Terry Porter,1999,172,370,58,141,123,148
Eric Piatkowski,1999,180,417,65,165,88,102
Bison Dele,1999,216,431,0,1,81,118
Hersey Hawkins,1999,171,408,55,180,119,132
Dale Ellis,1999,174,395,94,217,53,70
Chris Mills,1999,186,453,32,115,79,96
LaPhonso Ellis,1999,80,190,1,5,43,61
Chris Mullin,1999,177,371,73,157,80,92
Dell Curry,1999,163,336,69,145,28,34
Tyrone Nesby,1999,182,405,35,96,104,133
Vitaly Potapenko,1999,204,412,0,1,91,155
Cuttino Mobley,1999,172,405,53,148,90,110
Grant Long,1999,151,359,3,18,184,235
Avery Johnson,1999,218,461,1,12,50,88
Ike Austin,1999,185,453,2,7,105,157
Mario Elie,1999,156,331,40,107,103,119
Anthony Peeler,1999,103,272,34,114,30,41
Brevin Knight,1999,134,315,0,5,105,141
Antawn Jamison,1999,178,394,3,10,90,153
Bimbo Coles,1999,183,414,6,25,83,101
Tracy McGrady,1999,168,385,8,35,114,157
Felipe Lopez,1999,169,379,12,44,87,135
Walt Williams,1999,147,347,63,144,89,107
Dana Barros,1999,168,371,64,160,64,73
Tariq Abdul-Wahad,1999,177,407,6,21,94,136
Hubert Davis,1999,174,397,65,144,44,50
Larry Hughes,1999,170,414,8,52,107,151
Terry Cummings,1999,186,424,1,1,81,114
Cedric Henderson,1999,189,453,2,12,74,91
Dickey Simpkins,1999,150,324,0,1,154,240
Danny Manning,1999,187,386,1,9,78,112
Mark Bryant,1999,168,348,0,1,71,110
Terry Mills,1999,3,8,2,4,1,2
J.R. Reid,1999,132,277,0,1,105,137
Rick Fox,1999,148,330,32,95,66,89
Lawrence Funderburke,1999,167,299,1,5,85,120
George McCloud,1999,142,324,69,166,75,87
Robert Pack,1999,75,174,0,4,72,88
Horace Grant,1999,198,456,0,2,47,70
Randy Brown,1999,132,319,0,10,80,105
Jason Caffey,1999,123,277,0,1,62,98
Eric Snow,1999,149,348,5,21,110,150
Shawn Bradley,1999,167,348,0,4,86,115
Shandon Anderson,1999,162,363,14,41,89,125
Chucky Brown,1999,176,373,15,40,40,59
Jim Jackson,1999,152,370,25,90,85,101
Peja Stojakovic,1999,141,373,57,178,63,74
George Lynch,1999,147,349,9,23,53,84
Armen Gilliam,1999,101,223,0,1,79,101
Sherman Douglas,1999,96,219,0,11,55,87
Dirk Nowitzki,1999,136,336,14,68,99,128
Matt Harpring,1999,148,320,10,25,102,143
Kurt Thomas,1999,170,368,0,1,66,108
Malik Sealy,1999,95,231,6,23,55,61
Jayson Williams,1999,97,218,0,2,48,85
Darrick Martin,1999,102,278,31,106,61,76
Eric Murdock,1999,45,114,8,22,21,26
Steve Nash,1999,114,314,49,131,38,46
Billy Owens,1999,65,165,5,11,28,35
Calbert Cheaney,1999,172,415,8,37,33,67
Olden Polynice,1999,169,358,1,1,29,94
Mark Jackson,1999,138,329,32,103,65,79
Charlie Ward,1999,135,334,53,149,55,78
Christian Laettner,1999,38,106,1,3,44,57
Erick Strickland,1999,89,221,18,59,53,65
Tyrone Corbin,1999,131,334,38,119,52,80
Rodney Rogers,1999,131,297,18,63,68,101
Howard Eisley,1999,140,314,21,50,67,80
Brent Price,1999,100,207,46,112,46,61
Eric Williams,1999,80,219,6,26,111,139
Cory Alexander,1999,97,260,30,105,37,44
Tim Thomas,1999,132,279,21,68,73,112
Bobby Jackson,1999,141,348,10,27,61,79
Travis Best,1999,127,305,22,59,70,83
Dan Majerle,1999,118,298,68,203,33,46
Danny Ferry,1999,141,296,38,97,29,33
Charles Oakley,1999,140,327,1,5,67,83
Bryant Stith,1999,114,290,31,106,61,71
Haywoode Workman,1999,73,170,17,47,37,47
Derek Harper,1999,120,291,43,117,26,32
Chris Crawford,1999,110,255,11,33,57,70
Voshon Lenard,1999,31,79,12,35,8,11
Tony Delk,1999,92,253,16,66,46,71
Chris Childs,1999,114,267,36,94,64,78
Troy Hudson,1999,60,150,15,47,34,38
Tony Battie,1999,147,283,0,3,41,61
Lorenzen Wright,1999,119,260,0,1,81,117
Scott Burrell,1999,75,208,28,72,34,42
Bo Outlaw,1999,84,154,0,3,35,81
Dennis Scott,1999,87,213,37,97,23,31
Tracy Murray,1999,83,237,33,103,34,42
Brad Miller,1999,78,138,1,2,81,102
Jaren Jackson,1999,108,284,53,147,32,39
Greg Anthony,1999,104,251,49,125,62,89
Kornel David,1999,109,243,0,1,90,111
John Crotty,1999,51,124,14,36,43,50
Chuck Person,1999,112,289,55,157,24,32
Johnny Newman,1999,106,251,23,61,68,84
Malik Rose,1999,93,201,0,1,98,146
Derek Fisher,1999,99,263,38,97,60,79
James Robinson,1999,67,185,21,74,28,41
Samaki Walker,1999,88,190,0,1,53,98
Vinny Del Negro,1999,114,270,13,30,40,50
Doug West,1999,31,65,0,2,19,25
Johnny Taylor,1999,82,198,26,68,17,23
Chris Gatling,1999,117,265,1,8,37,93
Walter McCarty,1999,64,177,13,50,40,57
Pat Garrity,1999,85,170,7,18,40,56
Cherokee Parks,1999,118,275,0,1,30,55
Vladimir Stepania,1999,53,125,0,3,21,40
Jud Buechler,1999,100,240,61,148,13,18
Damon Jones,1999,43,119,25,62,14,17
Mitchell Butler,1999,67,139,11,29,23,32
Eric Washington,1999,73,184,37,97,22,32
Lucious Harris,1999,73,181,11,50,36,48
Chris Carr,1999,76,205,28,75,27,40
Robert Traylor,1999,108,201,0,1,43,80
Mark Hendrickson,1999,38,87,0,1,40,48
Muggsy Bogues,1999,76,154,0,6,31,36
Derek Strong,1999,76,180,0,2,71,99
Eldridge Recasner,1999,82,184,24,60,34,39
A.C. Green,1999,108,256,0,8,30,52
Tyronn Lue,1999,28,65,7,16,12,21
Anthony Johnson,1999,91,225,5,19,57,82
Alvin Williams,1999,95,237,14,42,44,52
Dominique Wilkins,1999,50,132,5,19,29,42
Sam Perkins,1999,80,200,35,90,43,60
Robert Horry,1999,67,146,20,45,34,46
Jon Barry,1999,59,138,24,79,71,84
Chris Whitney,1999,64,156,32,95,27,31
Michael Curry,1999,90,206,1,15,63,79
Ed Gray,1999,53,182,12,42,28,37
Greg Minor,1999,85,204,8,28,36,48
Aaron McKie,1999,95,237,6,31,44,62
Michael Smith,1999,77,144,0,1,76,128
Antonio Daniels,1999,83,183,5,17,49,65
Roshown McLeod,1999,62,163,1,10,37,45
Rusty LaRue,1999,78,217,30,89,17,17
Derrick McKey,1999,23,52,0,1,14,17
Ricky Davis,1999,81,200,2,12,45,59
DeJuan Wheat,1999,73,193,22,60,40,55
Bonzi Wells,1999,11,20,1,3,8,18
Stacey Augmon,1999,78,174,0,2,52,76
Steve Kerr,1999,68,174,25,80,31,35
Korleone Young,1999,5,10,1,4,2,2
John Thomas,1999,71,123,0,1,27,48
Bob Sura,1999,70,210,9,45,65,103
Randell Jackson,1999,46,108,1,7,21,32
Travis Knight,1999,67,130,0,1,22,29
Thurl Bailey,1999,78,175,0,2,25,34
Chris Morris,1999,64,149,16,56,40,46
Doug Overton,1999,36,84,2,7,18,20
Corey Benjamin,1999,44,117,3,14,27,40
Cory Carr,1999,71,216,5,30,24,32
Aaron Williams,1999,52,123,0,1,54,74
Tyson Wheeler,1999,1,1,1,1,1,2
Sam Jacobson,1999,3,5,0,1,2,2
Tim Legler,1999,51,115,14,35,3,6
Adam Keefe,1999,56,124,0,4,62,89
Bill Wennington,1999,62,178,1,1,18,22
Charles R. Jones,1999,39,123,19,61,11,22
Mark Strickland,1999,50,101,0,1,19,26
Jeff McInnis,1999,50,134,9,35,21,28
Charles Smith,1999,35,97,7,33,7,16
Pete Chilcutt,1999,63,172,26,68,14,17
Kelvin Cato,1999,58,129,1,1,34,67
Bryce Drew,1999,47,129,16,49,8,8
Loy Vaught,1999,59,155,0,1,9,14
Austin Croshere,1999,32,75,8,29,20,23
Andrae Patterson,1999,43,97,0,5,28,36
Keon Clark,1999,36,80,0,1,21,37
Rodrick Rhodes,1999,13,52,1,7,16,25
B.J. Armstrong,1999,40,88,7,15,18,21
Chris Anstey,1999,50,139,0,7,34,48
J.R. Henderson,1999,35,96,2,5,25,45
Jerome Kersey,1999,68,200,3,14,6,14
Blue Edwards,1999,32,72,4,10,9,13
Terry Dehere,1999,31,85,16,39,5,7
Moochie Norris,1999,13,40,6,15,6,16
Keith Booth,1999,49,151,1,10,21,42
Harvey Grant,1999,62,168,1,6,21,29
Charles O'Bannon,1999,24,56,0,1,8,8
Shawn Respert,1999,13,36,4,13,7,10
Rex Walters,1999,35,96,12,38,19,23
Popeye Jones,1999,20,51,0,1,14,17
Earl Boykins,1999,30,79,3,18,2,3
Corie Blount,1999,36,100,0,1,28,54
Toby Bailey,1999,34,86,1,5,9,13
Matt Bullard,1999,43,114,24,62,7,10
Greg Foster,1999,52,138,1,4,13,21
Elliot Perry,1999,39,103,10,24,10,14
Sean Rooks,1999,32,79,0,2,34,48
James Cotton,1999,6,18,0,3,13,18
Alvin Sims,1999,4,10,1,1,2,5
Ruben Patterson,1999,21,51,1,6,22,31
Antoine Carr,1999,21,52,0,1,5,7
Jermaine O'Neal,1999,36,83,0,1,18,35
Pooh Richardson,1999,12,36,0,6,4,4
Anthony Miller,1999,28,60,0,1,14,22
Rashard Lewis,1999,19,52,1,6,8,14
Gerald Brown,1999,33,89,3,10,11,14
Jeff Sheppard,1999,15,39,2,7,8,13
Bruce Bowen,1999,26,93,7,26,11,24
Carl Herrera,1999,30,76,0,1,5,11
Jacque Vaughn,1999,11,30,2,8,20,24
Keith Closs,1999,12,23,0,1,8,10
Khalid Reeves,1999,8,21,1,3,8,14
Brian Evans,1999,13,44,4,13,4,4
Al Harrington,1999,18,56,0,5,9,15
Bill Curley,1999,29,72,1,5,19,22
Lee Mayberry,1999,7,19,2,10,4,5
Joe Kleine,1999,30,74,0,2,8,12
Drew Barry,1999,10,32,8,24,9,13
Dennis Rodman,1999,16,46,0,2,17,39
Marlon Garnett,1999,15,51,6,23,15,20
Eric Montross,1999,42,80,0,1,11,32
Corey Beck,1999,18,39,1,1,8,15
Jerald Honeycutt,1999,9,32,5,17,7,10
Keith Askins,1999,20,62,8,29,5,8
Fred Hoiberg,1999,6,21,1,9,6,6
Michael Hawkins,1999,14,40,5,19,3,3
Adonis Jordan,1999,2,4,0,2,2,4
Matt Maloney,1999,5,28,1,15,10,11
Willie Burton,1999,1,7,0,1,2,4
Negele Knight,1999,3,8,0,1,2,4
Loren Meyer,1999,7,28,1,5,1,2
Rick Brunson,1999,6,21,0,5,4,16
Mark Pope,1999,1,7,0,4,0,1
Michael Jordan,1998,881,1893,30,126,565,721
Karl Malone,1998,780,1472,2,6,628,825
Glenn Robinson,1998,534,1136,25,65,215,266
Mitch Richmond,1998,543,1220,130,334,407,471
Antoine Walker,1998,722,1705,91,292,305,473
Shareef Abdur-Rahim,1998,653,1348,21,51,502,640
Glen Rice,1998,634,1386,130,300,428,504
Allen Iverson,1998,649,1407,70,235,390,535
Chris Webber,1998,647,1341,65,205,196,333
David Robinson,1998,544,1065,1,4,485,660
Michael Finley,1998,675,1505,87,244,326,416
Latrell Sprewell,1998,110,277,9,48,70,94
Grant Hill,1998,615,1361,3,21,479,647
Tim Duncan,1998,706,1287,0,10,319,482
Patrick Ewing,1998,203,403,0,2,134,186
Tom Gugliotta,1998,319,635,2,17,183,223
Steven Smith,1998,489,1101,97,276,389,455
Isaiah Rider,1998,551,1302,135,420,221,267
Keith Van Horn,1998,446,1047,69,224,258,305
Sam Cassell,1998,510,1156,15,80,436,507
Ray Allen,1998,563,1315,134,368,342,391
Reggie Miller,1998,516,1081,164,382,382,440
Vin Baker,1998,631,1164,1,7,311,526
Gary Payton,1998,579,1278,134,397,279,375
Scottie Pippen,1998,316,705,61,192,150,193
Tim Hardaway,1998,558,1296,155,442,257,329
Kevin Garnett,1998,635,1293,3,16,245,332
Juwan Howard,1998,463,991,0,2,258,358
Allan Houston,1998,571,1277,82,213,285,335
Clyde Drexler,1998,452,1059,106,334,277,346
Shawn Kemp,1998,518,1164,2,8,404,556
Rod Strickland,1998,490,1130,12,48,357,492
Corliss Williamson,1998,561,1134,0,9,279,443
Stephon Marbury,1998,513,1237,95,304,329,450
Derrick Coleman,1998,356,867,26,98,302,391
Damon Stoudamire,1998,448,1091,91,304,238,287
Kerry Kittles,1998,508,1154,110,263,202,250
Eddie Jones,1998,486,1005,143,368,234,306
Terrell Brandon,1998,339,731,31,93,132,156
Rik Smits,1998,514,1038,0,3,188,240
Doug Christie,1998,458,1071,100,307,271,327
Hakeem Olajuwon,1998,306,633,0,3,160,212
Anfernee Hardaway,1998,103,273,15,50,90,118
Bryant Reeves,1998,492,940,0,4,223,316
Bison Dele,1998,531,1040,1,3,198,280
Kevin Willis,1998,531,1041,1,7,242,305
Arvydas Sabonis,1998,407,826,30,115,323,405
Rex Chapman,1998,408,956,120,311,146,187
Jerry Stackhouse,1998,424,975,47,195,354,450
Detlef Schrempf,1998,437,898,61,147,297,352
Jim Jackson,1998,476,1107,61,191,229,282
Larry Johnson,1998,429,884,15,63,214,283
Lamond Murray,1998,473,984,54,153,220,294
Kobe Bryant,1998,391,913,75,220,363,457
Donyell Marshall,1998,451,1090,63,201,158,216
Nick Anderson,1998,343,754,77,214,127,199
Ron Mercer,1998,515,1145,3,28,188,224
Charles Barkley,1998,361,744,18,84,296,397
Rodney Rogers,1998,426,935,72,212,225,328
Antonio McDyess,1998,497,927,0,2,231,329
Tracy Murray,1998,449,1007,158,403,182,209
Jamal Mashburn,1998,251,577,37,122,184,231
Johnny Newman,1998,344,799,36,105,365,445
Wesley Person,1998,440,957,192,447,132,170
Joe Smith,1998,464,1070,0,8,227,293
Rasheed Wallace,1998,466,875,8,39,184,278
LaPhonso Ellis,1998,410,1003,57,201,206,256
Alan Henderson,1998,365,753,3,6,253,388
Jeff Hornacek,1998,399,828,56,127,285,322
Clifford Robinson,1998,429,895,27,84,248,360
John Wallace,1998,468,979,1,2,210,293
Zydrunas Ilgauskas,1998,454,876,1,4,230,302
Christian Laettner,1998,354,730,6,27,306,354
Nick Van Exel,1998,311,743,123,316,136,172
Ike Austin,1998,406,871,0,8,243,363
Danny Manning,1998,390,756,0,7,167,226
Kendall Gill,1998,418,974,26,101,225,327
Rony Seikaly,1998,250,579,0,2,246,332
Toni Kukoc,1998,382,840,63,174,155,219
Mookie Blaylock,1998,368,938,90,334,95,134
Joe Dumars,1998,329,791,158,426,127,154
David Wesley,1998,383,864,59,170,229,288
John Starks,1998,372,946,130,397,185,235
Jayson Williams,1998,321,645,0,4,195,293
Anthony Mason,1998,389,764,0,4,261,402
Calbert Cheaney,1998,448,981,15,53,139,215
Derek Strong,1998,260,618,0,4,218,279
Voshon Lenard,1998,363,854,153,378,141,179
Sam Mitchell,1998,371,800,15,43,243,292
Anthony Peeler,1998,190,420,53,125,36,47
Kenny Anderson,1998,268,674,57,160,153,194
Lindsey Hunter,1998,316,826,85,265,145,196
Marcus Camby,1998,308,747,0,2,149,244
Horace Grant,1998,393,857,0,7,135,199
Brian Grant,1998,283,557,0,1,171,228
John Stockton,1998,270,511,39,91,191,231
Rick Fox,1998,363,771,86,265,171,230
Erick Dampier,1998,352,791,0,2,267,399
Dale Ellis,1998,347,700,127,276,111,142
Derek Anderson,1998,239,586,17,84,275,315
Gary Trent,1998,241,505,4,12,144,212
Jason Kidd,1998,357,859,73,233,167,209
Bobby Jackson,1998,310,791,21,81,149,183
Chris Gatling,1998,248,545,1,4,159,265
Maurice Taylor,1998,321,675,0,1,173,244
Shawn Bradley,1998,300,711,1,3,130,180
Cedric Ceballos,1998,204,415,21,70,107,145
Matt Geiger,1998,358,709,1,11,168,236
Eric Piatkowski,1998,257,568,106,259,140,170
Chris Mullin,1998,333,692,107,243,154,164
Armen Gilliam,1998,327,676,0,4,267,333
Chauncey Billups,1998,280,749,107,325,226,266
Hubert Davis,1998,350,767,101,230,97,116
Tim Thomas,1998,306,684,62,171,171,231
Dennis Scott,1998,329,828,125,342,105,130
Brent Barry,1998,213,506,90,229,115,134
Sam Mack,1998,222,559,110,269,62,77
Blue Edwards,1998,326,742,40,120,180,215
Hersey Hawkins,1998,280,636,125,301,177,204
Billy Owens,1998,338,728,26,70,116,197
Vlade Divac,1998,267,536,3,14,130,188
Bobby Phills,1998,246,552,44,114,106,140
Walt Williams,1998,210,544,80,219,108,125
Darrick Martin,1998,275,730,107,293,184,217
Avery Johnson,1998,321,671,2,13,122,168
Danny Fortson,1998,276,611,1,3,263,339
Tyrone Corbin,1998,328,747,49,141,101,128
Otis Thorpe,1998,294,624,0,5,164,240
Cedric Henderson,1998,348,725,0,4,136,190
Tony Delk,1998,314,798,42,157,111,151
Elden Campbell,1998,289,624,1,2,237,342
Tyrone Hill,1998,208,418,0,1,155,255
Chris Carr,1998,190,452,40,127,84,99
Dana Barros,1998,281,609,100,246,122,144
Chris Mills,1998,292,675,40,137,152,189
Walter McCarty,1998,295,730,54,175,144,194
Antonio Davis,1998,254,528,0,3,277,398
Bo Outlaw,1998,300,542,1,4,180,313
Kevin Johnson,1998,155,347,4,26,162,186
Vinny Del Negro,1998,211,479,17,39,74,93
Mark Price,1998,229,531,52,155,87,103
Lawrence Funderburke,1998,191,390,1,7,110,162
Terry Porter,1998,259,577,92,233,167,195
Dell Curry,1998,194,434,61,145,41,52
Jalen Rose,1998,290,607,25,73,166,228
Ron Harper,1998,293,665,16,84,162,216
Eldridge Recasner,1998,206,452,62,148,74,79
Sean Elliott,1998,122,303,34,90,56,78
Darrell Armstrong,1998,156,380,25,68,105,123
Anthony Goldwire,1998,269,635,63,164,150,186
Dee Brown,1998,246,562,108,271,58,71
Steve Nash,1998,268,584,81,195,74,86
Brevin Knight,1998,261,592,0,7,201,251
Lorenzen Wright,1998,241,542,0,2,141,214
Bryon Russell,1998,226,525,73,214,213,278
Charles Oakley,1998,307,698,0,6,97,114
Samaki Walker,1998,156,320,0,1,53,97
Jaren Jackson,1998,258,654,112,297,94,118
Khalid Reeves,1998,248,593,56,152,165,213
Derek Harper,1998,226,542,59,164,55,79
Matt Maloney,1998,239,586,126,346,65,78
Popeye Jones,1998,52,127,2,3,14,19
Eddie Johnson,1998,227,544,66,198,113,136
Mario Elie,1998,206,456,55,189,145,174
Tony Battie,1998,234,525,3,14,73,104
Shandon Anderson,1998,269,500,7,32,136,185
Mark Jackson,1998,249,598,43,137,137,180
Cory Alexander,1998,171,400,66,176,80,102
Sherman Douglas,1998,255,515,14,46,115,172
Bimbo Coles,1998,166,438,13,57,78,88
Olden Polynice,1998,249,542,0,1,52,115
Charlie Ward,1998,235,516,81,215,91,113
Robert Pack,1998,33,98,3,6,25,36
Antonio Daniels,1998,228,548,11,52,112,170
Eric Washington,1998,201,498,44,137,65,83
James Robinson,1998,195,501,74,225,77,107
Howard Eisley,1998,229,519,48,118,127,149
Malik Sealy,1998,216,505,9,41,150,182
Erick Strickland,1998,199,558,48,163,65,84
Bryant Stith,1998,75,225,10,48,75,86
Ed Gray,1998,77,202,18,46,55,65
Steve Kerr,1998,137,302,57,130,45,49
George Lynch,1998,248,516,9,30,111,158
Loy Vaught,1998,36,84,0,2,3,8
George McCloud,1998,173,427,71,208,39,51
Anthony Johnson,1998,226,609,42,128,80,110
Robert Horry,1998,200,420,19,93,117,169
Mahmoud Abdul-Rauf,1998,103,273,5,31,16,16
A.C. Green,1998,242,534,0,4,116,162
Dan Majerle,1998,184,436,111,293,40,51
Elliot Perry,1998,241,561,17,50,92,109
Jason Caffey,1998,226,466,0,2,131,200
Sam Perkins,1998,196,471,87,222,101,128
Vitaly Potapenko,1998,234,488,0,1,102,144
Vernon Maxwell,1998,103,258,37,112,48,60
Cherokee Parks,1998,224,449,0,1,110,169
Matt Bullard,1998,175,389,96,231,20,27
