pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher_1,fielder_2_1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,barrel
FF,2019-06-15,96.1,-0.7883,6.724,Josh Bell,605137,623433,field_out,hit_into_play,NA,NA,NA,NA,6,Josh Bell pops out to third baseman Brian Anderson in foul territory.,R,L,R,MIA,PIT,X,5,popup,1,1,2019,-0.37,1.8094,0.6679,2.8287,NA,NA,668804,2,8,Top,96.89,190.61,NA,NA,595751,NA,190616_003128,4.5506,-139.518,-8.4393,-5.655,31.0258,-7.8634,3.62,1.73,NA,80,69,94.019,2410,5.17,567395,623433,595751,643265,516770,605119,500743,434158,595375,623912,55.3294,0,0,0,1,0,0,3,63,3,4-Seam Fastball,4,3,3,4,3,4,3,4,Strategic,Strategic,0
CU,2019-06-15,83.2,-0.6575,6.6765,Josh Bell,605137,623433,NA,blocked_ball,NA,NA,NA,NA,14,NA,R,L,R,MIA,PIT,B,NA,NA,0,1,2019,0.0924,0.0914,0.5944,-0.1649,NA,NA,668804,2,8,Top,NA,NA,NA,NA,595751,NA,190616_003044,2.6562,-120.6928,-9.1761,0.3043,25.9663,-29.6074,3.62,1.73,NA,NA,NA,81.718,1971,5.702,567395,623433,595751,643265,516770,605119,500743,434158,595375,623912,54.7975,NA,NA,NA,NA,NA,NA,NA,63,2,Curveball,4,3,3,4,3,4,3,4,Strategic,Strategic,NA
CU,2019-06-15,82.5,-0.7721,6.6524,Josh Bell,605137,623433,NA,called_strike,NA,NA,NA,NA,3,NA,R,L,R,MIA,PIT,S,NA,NA,0,0,2019,0.1787,0.1169,0.6158,3.4033,NA,NA,668804,2,8,Top,NA,NA,NA,NA,595751,NA,190616_003019,2.7741,-119.9367,-1.0466,1.1041,24.3428,-31.1437,3.62,1.73,NA,NA,NA,81.06,2002,5.473,567395,623433,595751,643265,516770,605119,500743,434158,595375,623912,55.0268,NA,NA,NA,NA,NA,NA,NA,63,1,Curveball,4,3,3,4,3,4,3,4,Strategic,Standard,NA
CH,2019-06-15,83.8,-3.0242,5.7284,Josh Bell,605137,641154,double,hit_into_play_no_out,NA,NA,NA,NA,7,Josh Bell doubles (26) on a fly ball to left fielder Curtis Granderson.,R,L,R,MIA,PIT,X,7,fly_ball,2,0,2019,-1.5456,0.0855,-0.5655,2.2364,NA,NA,NA,0,6,Top,32.09,93.7,NA,NA,595751,NA,190615_235018,8.8447,-121.8874,-1.8526,-17.3296,23.1335,-31.1446,3.62,1.73,351,99.4,40,84.565,1935,6.736,567395,641154,595751,643265,516770,605119,500743,434158,595375,623912,53.7635,0.124,0.23,1.25,1,1,1,3,46,3,Changeup,4,3,3,4,3,4,3,4,Strategic,Standard,1
FF,2019-06-15,93.6,-3.1026,5.8319,Josh Bell,605137,641154,NA,ball,NA,NA,NA,NA,11,NA,R,L,R,MIA,PIT,B,NA,NA,1,0,2019,-0.8387,1.0859,-1.2713,3.4453,NA,NA,NA,0,6,Top,NA,NA,NA,NA,595751,NA,190615_234957,6.5443,-136.1994,-2.8254,-11.7625,27.8902,-18.31,3.62,1.73,NA,NA,NA,93.649,2090,6.168,567395,641154,595751,643265,516770,605119,500743,434158,595375,623912,54.3313,NA,NA,NA,NA,NA,NA,NA,46,2,4-Seam Fastball,4,3,3,4,3,4,3,4,Strategic,Standard,NA
CU,2019-06-15,76.8,-2.899,5.975,Josh Bell,605137,641154,NA,ball,NA,NA,NA,NA,11,NA,R,L,R,MIA,PIT,B,NA,NA,0,0,2019,1.2448,0.1436,-0.2822,4.2351,NA,NA,NA,0,6,Top,NA,NA,NA,NA,595751,NA,190615_234934,3.2965,-111.6719,3.0427,9.6838,20.1435,-31.7712,3.62,1.73,NA,NA,NA,76.308,2392,5.979,567395,641154,595751,643265,516770,605119,500743,434158,595375,623912,54.5209,NA,NA,NA,NA,NA,NA,NA,46,1,Curveball,4,3,3,4,3,4,3,4,Strategic,Standard,NA
FF,2019-06-15,93.6,-3.0252,5.5668,Josh Bell,605137,641154,single,hit_into_play_score,NA,NA,NA,NA,7,Josh Bell singles on a sharp ground ball to left fielder Curtis Granderson.   Starling Marte scores.    Josh Bell to 2nd.,R,L,R,MIA,PIT,X,7,ground_ball,2,1,2019,-0.7745,0.9359,-0.3367,2.0341,NA,516782,NA,0,4,Top,108.4,134.28,NA,NA,595751,NA,190615_230005,8.7567,-136.1155,-5.5437,-11.6455,28.3279,-19.3295,3.62,1.73,19,114.2,-5,94.656,1893,6.824,567395,641154,595751,643265,516770,605119,500743,434158,595375,623912,53.6758,0.432,0.4,0.9,1,1,0,4,23,4,4-Seam Fastball,0,1,1,0,1,0,1,0,Strategic,Standard,0
CH,2019-06-15,86.8,-2.9103,5.5527,Josh Bell,605137,641154,NA,ball,NA,NA,NA,NA,14,NA,R,L,R,MIA,PIT,B,NA,NA,1,1,2019,-1.2716,0.4746,0.8024,0.7952,NA,516782,NA,0,4,Top,NA,NA,NA,NA,595751,NA,190615_225931,11.6244,-125.9208,-6.215,-16.0708,24.4089,-25.9922,3.62,1.73,NA,NA,NA,87.611,1894,6.866,567395,641154,595751,643265,516770,605119,500743,434158,595375,623912,53.6337,NA,NA,NA,NA,NA,NA,NA,23,3,Changeup,0,1,1,0,1,0,1,0,Strategic,Standard,NA
CH,2019-06-15,86.2,-3.0089,5.5239,Josh Bell,605137,641154,NA,ball,NA,NA,NA,NA,14,NA,R,L,R,MIA,PIT,B,NA,NA,0,1,2019,-1.2322,0.1337,0.2394,1.1752,NA,516782,NA,0,4,Top,NA,NA,NA,NA,595751,NA,190615_225907,10.3544,-125.2365,-4.4341,-15.1952,23.4466,-30.0812,3.62,1.73,NA,NA,NA,87.181,1776,6.833,567395,641154,595751,643265,516770,605119,500743,434158,595375,623912,53.6666,NA,NA,NA,NA,NA,NA,NA,23,2,Changeup,0,1,1,0,1,0,1,0,Strategic,Standard,NA
CU,2019-06-15,78.4,-3.0072,5.5579,Josh Bell,605137,641154,NA,foul,NA,NA,NA,NA,11,NA,R,L,R,MIA,PIT,S,NA,NA,0,0,2019,1.2027,-0.4482,-0.9017,3.1328,NA,516782,NA,0,4,Top,NA,NA,NA,NA,595751,NA,190615_225820,2.3226,-114.2505,2.4601,10.1928,21.3126,-36.795,3.62,1.73,339,97.2,35,78.974,2256,6.639,567395,641154,595751,643265,516770,605119,500743,434158,595375,623912,53.8609,NA,NA,NA,NA,NA,NA,NA,23,1,Curveball,0,1,1,0,1,0,1,0,Strategic,Standard,0
CH,2019-06-15,85.8,-3.002,5.9104,Josh Bell,605137,641154,field_out,hit_into_play,NA,NA,NA,NA,7,"Josh Bell grounds out, second baseman Starlin Castro to first baseman Garrett Cooper.",R,L,R,MIA,PIT,X,4,ground_ball,0,1,2019,-1.3996,0.6866,-0.2836,1.7653,NA,NA,NA,0,2,Top,150.19,134.88,NA,NA,595751,NA,190615_222321,9.3698,-124.6168,-4.9617000000000004,-16.6713,24.9353,-24.115,3.5645,1.69,148,80,11,86.401,2056,6.767,567395,641154,595751,643265,516770,605119,500743,434158,595375,623912,53.7326,0.5,0.439,0,1,0,0,4,7,2,Changeup,0,0,0,0,0,0,0,0,Strategic,Standard,0
FF,2019-06-15,92.7,-3.2787,5.8338,Josh Bell,605137,641154,NA,swinging_strike,NA,NA,NA,NA,11,NA,R,L,R,MIA,PIT,S,NA,NA,0,0,2019,-0.7587,1.103,-0.3831,3.7659,NA,NA,NA,0,2,Top,NA,NA,NA,NA,595751,NA,190615_222302,9.029,-134.6862,-1.8618,-11.173400000000001,29.5463,-18.6234,3.6055,1.73,NA,NA,NA,92.455,1990,6.25,567395,641154,595751,643265,516770,605119,500743,434158,595375,623912,54.2491,NA,NA,NA,NA,NA,NA,NA,7,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,NA
CH,2019-06-14,87.9,1.5622,5.9036,Josh Bell,605137,606424,sac_fly,hit_into_play_score,NA,NA,NA,NA,4,Josh Bell out on a sacrifice fly to center fielder JT Riddle.   Bryan Reynolds scores.,R,R,L,MIA,PIT,X,8,fly_ball,1,2,2019,1.525,0.8318,-0.4685,2.8507,668804,516782,NA,1,8,Top,121.03,52.27,NA,NA,595751,NA,190615_014249,-7.9744,-127.627,-2.9131,18.1144,27.4013,-22.8452,3.54,1.71,347,98.3,37,87.081,2264,5.99,567394,606424,595751,621573,516770,592680,500743,623912,595375,605119,54.5091,0.168,0.301,0,1,0,0,3,69,4,Changeup,0,10,10,0,10,0,10,0,Infield shift,Standard,1
CH,2019-06-14,87.6,1.6833,5.8502,Josh Bell,605137,606424,NA,ball,NA,NA,NA,NA,13,NA,R,R,L,MIA,PIT,B,NA,NA,0,2,2019,1.6682,0.739,-1.7313,-0.0338,NA,668804,516782,1,8,Top,NA,NA,NA,NA,595751,NA,190615_014155,-11.6191,-126.7194,-9.4723,20.3199,25.9202,-22.5045,3.6962,1.788,NA,NA,NA,87.118,2346,6.314,567394,606424,595751,621573,516770,592680,500743,623912,595375,605119,54.1858,NA,NA,NA,NA,NA,NA,NA,69,3,Changeup,0,10,10,0,10,0,10,0,Infield shift,Standard,NA
CH,2019-06-14,87.4,1.6436,5.9157,Josh Bell,605137,606424,NA,foul,NA,NA,NA,NA,5,NA,R,R,L,MIA,PIT,S,NA,NA,0,1,2019,1.5294,0.4574,0.1451,2.5657,NA,668804,516782,1,8,Top,NA,NA,NA,NA,595751,NA,190615_014111,-6.682,-126.9852,-2.7915,17.7398,27.3099,-26.94,3.61,1.74,179,71.4,62,86.691,2240,6.037,567394,606424,595751,621573,516770,592680,500743,623912,595375,605119,54.4625,NA,NA,NA,NA,NA,NA,NA,69,2,Changeup,0,10,10,0,10,0,10,0,Infield shift,Standard,0
SL,2019-06-14,84.7,1.6641,6.1054,Josh Bell,605137,606424,NA,foul,NA,NA,NA,NA,6,NA,R,R,L,MIA,PIT,S,NA,NA,0,0,2019,-0.4109,0.2399,0.2809,2.8499,NA,668804,516782,1,8,Top,NA,NA,NA,NA,595751,NA,190615_014048,-2.4061,-123.2814,-1.7087,-3.6284,25.1844,-29.6621,3.61,1.74,NA,NA,NA,84.077,2239,5.929,567394,606424,595751,621573,516770,592680,500743,623912,595375,605119,54.5703,NA,NA,NA,NA,NA,NA,NA,69,1,Slider,0,10,10,0,10,0,10,0,Infield shift,Standard,NA
CH,2019-06-14,82.7,-1.5712,5.9761,Josh Bell,605137,670950,triple,hit_into_play_score,NA,NA,NA,NA,13,Josh Bell triples (3) on a line drive to right fielder Brian Anderson.   Bryan Reynolds scores.,R,L,R,MIA,PIT,X,9,line_drive,1,1,2019,-1.4105,0.5617,-0.3884,1.3265,NA,NA,668804,2,5,Top,183.63,138.49,NA,NA,595751,NA,190615_003940,5.467,-120.3879,-5.2483,-14.8091,22.2819,-25.909300000000002,3.61,1.74,199,86.1,15,83.099,2409,6.429,567394,670950,595751,643265,516770,592680,500743,621573,623912,605119,54.0706,0.95,0.883,1.6,1,1,2,4,42,3,Changeup,0,3,3,0,3,0,3,0,Strategic,Standard,0
FF,2019-06-14,91,-1.5423,6.0259,Josh Bell,605137,670950,NA,ball,NA,NA,NA,NA,13,NA,R,L,R,MIA,PIT,B,NA,NA,0,1,2019,-0.7315,1.5364,-1.4464,1.9221,NA,NA,668804,2,5,Top,NA,NA,NA,NA,595751,NA,190615_003917,1.821,-132.4284,-7.7175,-9.0231,28.4803,-12.596,3.6613,1.7066,NA,NA,NA,91.254,2220,6.455,567394,670950,595751,643265,516770,592680,500743,621573,623912,605119,54.0447,NA,NA,NA,NA,NA,NA,NA,42,2,4-Seam Fastball,0,3,3,0,3,0,3,0,Strategic,Standard,NA
CH,2019-06-14,82.7,-1.5908,5.9923,Josh Bell,605137,670950,NA,called_strike,NA,NA,NA,NA,1,NA,R,L,R,MIA,PIT,S,NA,NA,0,0,2019,-1.6267,0.5843,-0.5753,3.344,NA,NA,668804,2,5,Top,NA,NA,NA,NA,595751,NA,190615_003858,5.5633,-120.335,-0.6779,-17.0518,23.9716,-26.5155,3.6845,1.7299,NA,NA,NA,83.177,2500,6.669,567394,670950,595751,643265,516770,592680,500743,621573,623912,605119,53.8306,NA,NA,NA,NA,NA,NA,NA,42,1,Changeup,0,3,3,0,3,0,3,0,Strategic,Standard,NA
CH,2019-06-14,81.4,-1.6419,6.0059,Josh Bell,605137,670950,field_out,hit_into_play,NA,NA,NA,NA,13,"Josh Bell grounds out, second baseman Starlin Castro to first baseman Garrett Cooper.   Starling Marte to 3rd.",R,L,R,MIA,PIT,X,4,ground_ball,0,0,2019,-1.4274,0.66,-1.1175,2.3053,NA,516782,NA,0,4,Top,159.39,142.22,NA,NA,595751,NA,190615_001337,3.9223,-118.5426,-2.9943,-14.2111,22.3302,-25.5915,3.61,1.74,10,91.9,-13,81.613,2483,6.358,567394,670950,595751,643265,516770,592680,500743,621573,623912,605119,54.142,0.129,0.115,0,1,0,0,2,28,1,Changeup,0,0,0,0,0,0,0,0,Strategic,Standard,0
CH,2019-06-14,84.4,-1.4861,6.0677,Josh Bell,605137,670950,strikeout,swinging_strike,NA,NA,NA,NA,13,Josh Bell strikes out swinging.,R,L,R,MIA,PIT,S,2,NA,1,2,2019,-1.3323,0.6965,-0.2696,1.5332,NA,NA,516782,2,1,Top,NA,NA,NA,NA,595751,NA,190614_232021,5.5029,-122.8697,-5.6412,-14.6171,22.468,-24.2213,3.61,1.74,NA,NA,NA,84.931,2428,6.438,567394,670950,595751,643265,516770,592680,500743,621573,623912,605119,54.0618,NA,NA,0,1,0,0,NA,4,4,Changeup,0,0,0,0,0,0,0,0,Strategic,Standard,NA
CH,2019-06-14,84.7,-1.3854,6.1117,Josh Bell,605137,670950,NA,foul,NA,NA,NA,NA,8,NA,R,L,R,MIA,PIT,S,NA,NA,1,1,2019,-1.1489,0.8452,-0.2123,1.6457,NA,NA,516782,2,1,Top,NA,NA,NA,NA,595751,NA,190614_231948,5.05,-123.2737,-5.802,-12.7399,24.0596,-22.6011,3.61,1.74,NA,NA,NA,84.978,2430,6.419,567394,670950,595751,643265,516770,592680,500743,621573,623912,605119,54.0805,NA,NA,NA,NA,NA,NA,NA,4,3,Changeup,0,0,0,0,0,0,0,0,Strategic,Standard,NA
CH,2019-06-14,85,-1.493,6.0947,Josh Bell,605137,670950,NA,ball,NA,NA,NA,NA,13,NA,R,L,R,MIA,PIT,B,NA,NA,0,1,2019,-1.2782,0.8236,-0.2223,1.1752,NA,NA,516782,2,1,Top,NA,NA,NA,NA,595751,NA,190614_231928,5.5493,-123.6013,-6.8645,-14.2265,24.3775,-22.5682,3.5199,1.6736,NA,NA,NA,85.152,2491,6.403,567394,670950,595751,643265,516770,592680,500743,621573,623912,605119,54.0966,NA,NA,NA,NA,NA,NA,NA,4,2,Changeup,0,0,0,0,0,0,0,0,Strategic,Standard,NA
CH,2019-06-14,83.7,-1.6136,5.9958,Josh Bell,605137,670950,NA,swinging_strike_blocked,NA,NA,NA,NA,13,NA,R,L,R,MIA,PIT,S,NA,NA,0,0,2019,-1.2307,0.6726,-0.1872,0.3758,NA,NA,516782,2,1,Top,NA,NA,NA,NA,595751,NA,190614_231833,5.8238,-121.7321,-7.9603,-13.5953,24.2224,-23.9842,3.61,1.74,NA,NA,NA,84.473,2512,6.854,567394,670950,595751,643265,516770,592680,500743,621573,623912,605119,53.6454,NA,NA,NA,NA,NA,NA,NA,4,1,Changeup,0,0,0,0,0,0,0,0,Strategic,Standard,NA
SL,2019-06-13,88.2,-2.8284,6.1694,Josh Bell,605137,592426,field_out,hit_into_play,NA,NA,NA,NA,8,Josh Bell flies out to left fielder Charlie Culberson.,R,L,R,ATL,PIT,X,7,fly_ball,1,0,2019,0.2615,-0.5988,0.0255,1.7686,NA,NA,516782,2,9,Top,38.24,84.51,NA,NA,435263,NA,190613_194235,6.382,-128.4118,-3.4325,1.6974,23.9884,-38.3538,3.7106,1.786,340,95.5,25,88.31,2542,6.111,567201,592426,435263,518692,645277,518626,621020,518586,660670,455976,54.3889,0.34,0.52,0,1,0,0,5,79,2,Slider,6,5,5,6,5,6,5,6,Standard,Standard,0
FF,2019-06-13,96.2,-2.6681,6.2857,Josh Bell,605137,592426,NA,ball,NA,NA,NA,NA,13,NA,R,L,R,ATL,PIT,B,NA,NA,0,0,2019,-0.607,1.4174,-1.3183,2.2704,NA,NA,516782,2,9,Top,NA,NA,NA,NA,435263,NA,190613_194208,5.018,-140.008,-8.4456,-9.1719,28.3862,-11.595,3.637,1.7395,NA,NA,NA,97.425,2260,6.747,567201,592426,435263,518692,645277,518626,621020,518586,660670,455976,53.7529,NA,NA,NA,NA,NA,NA,NA,79,1,4-Seam Fastball,6,5,5,6,5,6,5,6,Standard,Standard,NA
FT,2019-06-13,88,-2.332,4.6923,Josh Bell,605137,527054,field_out,hit_into_play,NA,NA,NA,NA,9,Josh Bell flies out to center fielder Ronald Acuna.,R,L,R,ATL,PIT,X,8,fly_ball,1,2,2019,-1.1657,-0.0782,0.4702,1.9114,NA,NA,NA,0,6,Top,164.6,45.35,NA,NA,435263,NA,190613_182416,9.153,-127.953,-0.5522,-14.4578,22.692,-33.131,3.6713,1.7369,373,93.5,27,88.173,2172,6.128,567201,527054,435263,518692,645277,518626,621020,459964,660670,455976,54.371,0.163,0.275,0,1,0,0,3,49,4,2-Seam Fastball,6,2,2,6,2,6,2,6,Standard,Standard,0
FF,2019-06-13,89.1,-2.5358,4.805,Josh Bell,605137,527054,NA,ball,NA,NA,NA,NA,13,NA,R,L,R,ATL,PIT,B,NA,NA,0,2,2019,-0.234,0.7515,-1.9637,2.3645,NA,NA,NA,0,6,Top,NA,NA,NA,NA,435263,NA,190613_182346,1.887,-129.8219,-1.6128,-2.9927,23.691,-23.5709,3.7115,1.8051,NA,NA,NA,89.394,2326,6.114,567201,527054,435263,518692,645277,518626,621020,459964,660670,455976,54.3855,NA,NA,NA,NA,NA,NA,NA,49,3,4-Seam Fastball,6,2,2,6,2,6,2,6,Standard,Standard,NA
FF,2019-06-13,87.5,-2.3594,4.9013,Josh Bell,605137,527054,NA,foul_tip,NA,NA,NA,NA,8,NA,R,L,R,ATL,PIT,S,NA,NA,0,1,2019,-0.1665,0.8038,0.2345,1.9022,NA,NA,NA,0,6,Top,NA,NA,NA,NA,435263,NA,190613_182324,6.556,-127.3323,-2.8162,-2.9162,21.4478,-23.1453,3.6769,1.8743,NA,NA,NA,87.653,2343,5.985,567201,527054,435263,518692,645277,518626,621020,459964,660670,455976,54.5144,NA,NA,NA,NA,NA,NA,NA,49,2,4-Seam Fastball,6,2,2,6,2,6,2,6,Standard,Standard,NA
FF,2019-06-13,88,-2.3234,4.9637,Josh Bell,605137,527054,NA,foul,NA,NA,NA,NA,8,NA,R,L,R,ATL,PIT,S,NA,NA,0,0,2019,-0.1398,0.8241,-0.2389,1.953,NA,NA,NA,0,6,Top,NA,NA,NA,NA,435263,NA,190613_182254,5.3355,-128.2334,-3.0086,-2.4536,21.6745,-22.7033,3.7519,1.8714,169,70.5,27,88.536,2315,6.142,567201,527054,435263,518692,645277,518626,621020,459964,660670,455976,54.3575,NA,NA,NA,NA,NA,NA,NA,49,1,4-Seam Fastball,6,2,2,6,2,6,2,6,Standard,Standard,0
FF,2019-06-13,90.8,-2.2852,4.8138,Josh Bell,605137,527054,field_out,hit_into_play,NA,NA,NA,NA,14,Josh Bell flies out to left fielder Matt Joyce.,R,L,R,ATL,PIT,X,7,fly_ball,3,2,2019,-0.63,1.0714,0.0474,1.3361,NA,NA,NA,0,4,Top,66.09,103.53,NA,NA,435263,NA,190613_172754,7.1565,-132.0959,-5.1186,-8.7261,24.4923,-18.8365,3.693,1.7991,268,76.2,33,91.063,2438,6.174,567201,527054,435263,518692,645277,518626,621020,459964,660670,455976,54.3257,0.137,0.132,0,1,0,0,3,27,6,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,0
FF,2019-06-13,89.8,-2.4245,4.7751,Josh Bell,605137,527054,NA,called_strike,NA,NA,NA,NA,13,NA,R,L,R,ATL,PIT,S,NA,NA,3,1,2019,-0.5516,1.1941,-0.7317,1.5115,NA,NA,NA,0,4,Top,NA,NA,NA,NA,435263,NA,190613_172724,5.3741,-130.7175,-4.7144,-7.3874,24.0166,-17.6373,3.6757,1.781,NA,NA,NA,90.524,2439,6.426,567201,527054,435263,518692,645277,518626,621020,459964,660670,455976,54.0731,NA,NA,NA,NA,NA,NA,NA,27,5,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,NA
FF,2019-06-13,88.3,-2.1902,4.8668,Josh Bell,605137,527054,NA,ball,NA,NA,NA,NA,14,NA,R,L,R,ATL,PIT,B,NA,NA,2,1,2019,-0.7017,1.1301,0.9178,1.6749,NA,NA,NA,0,4,Top,NA,NA,NA,NA,435263,NA,190613_172704,9.0802,-128.4844,-4.1517,-9.5228,22.7784,-18.8672,3.8254,1.8724,NA,NA,NA,89.263,2397,6.566,567201,527054,435263,518692,645277,518626,621020,459964,660670,455976,53.9334,NA,NA,NA,NA,NA,NA,NA,27,4,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,NA
FF,2019-06-13,89,-2.4233,4.8544,Josh Bell,605137,527054,NA,called_strike,NA,NA,NA,NA,13,NA,R,L,R,ATL,PIT,S,NA,NA,2,0,2019,-0.6838,1.1605,-0.6173,1.5653,NA,NA,NA,0,4,Top,NA,NA,NA,NA,435263,NA,190613_172646,5.8902,-129.6583,-4.5731,-8.8838,23.6723,-18.2706,3.6922,1.8275,NA,NA,NA,89.808,2422,6.44,567201,527054,435263,518692,645277,518626,621020,459964,660670,455976,54.059,NA,NA,NA,NA,NA,NA,NA,27,3,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,NA
FF,2019-06-13,89.2,-2.3372,4.7958,Josh Bell,605137,527054,NA,ball,NA,NA,NA,NA,13,NA,R,L,R,ATL,PIT,B,NA,NA,1,0,2019,-0.4737,1.1353,-0.1516,0.729,NA,NA,NA,0,4,Top,NA,NA,NA,NA,435263,NA,190613_172626,6.3804,-129.7888,-6.4851,-6.5068,21.6609,-18.2183,3.701,1.8352,NA,NA,NA,90.101,2467,6.397,567201,527054,435263,518692,645277,518626,621020,459964,660670,455976,54.1021,NA,NA,NA,NA,NA,NA,NA,27,2,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,NA
FT,2019-06-13,87.9,-2.528,4.9151,Josh Bell,605137,527054,NA,ball,NA,NA,NA,NA,12,NA,R,L,R,ATL,PIT,B,NA,NA,0,0,2019,-0.8482,0.6195,0.8327,2.9882,NA,NA,NA,0,4,Top,NA,NA,NA,NA,435263,NA,190613_172606,9.9153,-127.7838,0.0966,-11.1806,22.9023,-25.5071,3.7511,1.798,NA,NA,NA,88.49,2265,6.421,567201,527054,435263,518692,645277,518626,621020,459964,660670,455976,54.0787,NA,NA,NA,NA,NA,NA,NA,27,1,2-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,NA
FF,2019-06-13,92.5,-2.4772,4.8668,Josh Bell,605137,527054,strikeout,called_strike,NA,NA,NA,NA,13,Josh Bell called out on strikes.,R,L,R,ATL,PIT,S,2,NA,3,2,2019,-0.653,0.9073,-0.9454,1.6867,NA,668804,NA,2,1,Top,NA,NA,NA,NA,435263,NA,190613_163010,5.2717,-134.5825,-4.2559,-8.934,27.3778,-20.6046,3.8111,1.906,NA,NA,NA,92.164,2433,5.955,567201,527054,435263,518692,645277,518626,621020,459964,660670,455976,54.5441,NA,NA,0,1,0,0,NA,4,7,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,NA
CU,2019-06-13,77.1,-2.5317,4.9482,Josh Bell,605137,527054,NA,foul,NA,NA,NA,NA,9,NA,R,L,R,ATL,PIT,S,NA,NA,3,2,2019,0.8782,-0.0876,0.5907,2.2684,NA,668804,NA,2,1,Top,NA,NA,NA,NA,435263,NA,190613_162943,5.0328,-112.2857,1.2672,6.6335,16.3955,-33.2939,3.6765,1.7412,337,101.6,23,76.962,2748,5.716,567201,527054,435263,518692,645277,518626,621020,459964,660670,455976,54.7832,NA,NA,NA,NA,NA,NA,NA,4,6,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,1
SL,2019-06-13,84.3,-2.6627,4.7523,Josh Bell,605137,527054,NA,ball,NA,NA,NA,NA,14,NA,R,L,R,ATL,PIT,B,NA,NA,2,2,2019,-0.0588,0.2272,0.8105,0.8463,NA,668804,NA,2,1,Top,NA,NA,NA,NA,435263,NA,190613_162912,8.1211,-122.4787,-3.1635,-2.043,21.9447,-29.5501,3.7921,1.8574,NA,NA,NA,83.976,2556,5.956,567201,527054,435263,518692,645277,518626,621020,459964,660670,455976,54.544,NA,NA,NA,NA,NA,NA,NA,4,5,Slider,0,0,0,0,0,0,0,0,Standard,Standard,NA
CU,2019-06-13,77.5,-2.5991,4.9397,Josh Bell,605137,527054,NA,foul,NA,NA,NA,NA,8,NA,R,L,R,ATL,PIT,S,NA,NA,2,1,2019,0.6843,0.1801,-0.1766,1.8403,NA,668804,NA,2,1,Top,NA,NA,NA,NA,435263,NA,190613_162837,3.9161,-112.8879,-0.1406,5.1704,17.1094,-30.8474,3.7595,1.7355,NA,NA,NA,77.099,2671,5.575,567201,527054,435263,518692,645277,518626,621020,459964,660670,455976,54.9241,NA,NA,NA,NA,NA,NA,NA,4,4,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,NA
CH,2019-06-13,85.4,-2.5408,4.8818,Josh Bell,605137,527054,NA,called_strike,NA,NA,NA,NA,8,NA,R,L,R,ATL,PIT,S,NA,NA,2,0,2019,-1.3685,0.4079,-0.1869,1.8325,NA,668804,NA,2,1,Top,NA,NA,NA,NA,435263,NA,190613_162813,8.2162,-124.1215,-1.7611,-15.5654,21.3252,-27.8488,3.6788,1.7441,NA,NA,NA,85.454,1594,6.075,567201,527054,435263,518692,645277,518626,621020,459964,660670,455976,54.4244,NA,NA,NA,NA,NA,NA,NA,4,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,NA
FT,2019-06-13,91.3,-2.578,4.8597,Josh Bell,605137,527054,NA,ball,NA,NA,NA,NA,14,NA,R,L,R,ATL,PIT,B,NA,NA,1,0,2019,-1.2547,0.6163,0.3681,1.5265,NA,668804,NA,2,1,Top,NA,NA,NA,NA,435263,NA,190613_162750,10.0129,-132.5683,-3.821,-16.6771,25.5468,-24.4007,3.785,1.8508,NA,NA,NA,91.084,2212,6.058,567201,527054,435263,518692,645277,518626,621020,459964,660670,455976,54.4416,NA,NA,NA,NA,NA,NA,NA,4,2,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,NA
