pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher_1,fielder_2_1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,barrel
FT,2019-06-07,96.3,-1.6663,5.8955,Josh Bell,605137,605540,field_out,hit_into_play,NA,NA,NA,NA,13,"Josh Bell grounds out, third baseman Travis Shaw to first baseman Eric Thames.",R,L,R,MIL,PIT,X,5,ground_ball,2,2,2019,-1.3415,0.8951,-1.0303,2.0883,NA,NA,NA,1,4,Top,106.59,167.59,NA,NA,518735,NA,190608_013430,4.7083,-140.1692,-6.5841,-18.6832,29.2162,-19.1941,3.63,1.73,8,91.4,-13,96.511,2145,6.221,567584,605540,518735,519346,519058,543768,606115,460075,456715,592885,54.2786,0.129,0.108,0,1,0,0,2,32,5,2-Seam Fastball,3,2,2,3,2,3,2,3,Strategic,Standard,0
CH,2019-06-07,86.8,-1.6638,5.9067,Josh Bell,605137,605540,NA,swinging_strike,NA,NA,NA,NA,13,NA,R,L,R,MIL,PIT,S,NA,NA,2,1,2019,-1.4707,0.4828,-1.2118,2.3609,NA,NA,NA,1,4,Top,NA,NA,NA,NA,518735,NA,190608_013402,4.1803,-126.4731,-3.3755,-16.8891,24.4419,-26.425,3.63,1.73,NA,NA,NA,87.883,1682,6.781,567584,605540,518735,519346,519058,543768,606115,460075,456715,592885,53.7189,NA,NA,NA,NA,NA,NA,NA,32,4,Changeup,3,2,2,3,2,3,2,3,Infield shift,Standard,NA
FT,2019-06-07,95.1,-1.652,6.0417,Josh Bell,605137,605540,NA,foul,NA,NA,NA,NA,7,NA,R,L,R,MIL,PIT,S,NA,NA,2,0,2019,-1.3559,0.9158,-0.728,1.9582,NA,NA,NA,1,4,Top,NA,NA,NA,NA,518735,NA,190608_013340,5.4181,-138.3217,-7.1071,-18.4993,28.433,-19.1772,3.63,1.73,NA,NA,NA,95.131,2143,6.157,567584,605540,518735,519346,519058,543768,606115,460075,456715,592885,54.3425,NA,NA,NA,NA,NA,NA,NA,32,3,2-Seam Fastball,3,2,2,3,2,3,2,3,Infield shift,Standard,NA
SL,2019-06-07,87.6,-1.6095,5.9055,Josh Bell,605137,605540,NA,ball,NA,NA,NA,NA,14,NA,R,L,R,MIL,PIT,B,NA,NA,1,0,2019,0.2125,0.3098,1.1783,2.0801,NA,NA,NA,1,4,Top,NA,NA,NA,NA,518735,NA,190608_013324,6.2886,-127.4855,-3.8191,1.2201,22.5101,-28.2918,3.4523,1.6569,NA,NA,NA,88.004,2199,6.223,567584,605540,518735,519346,519058,543768,606115,460075,456715,592885,54.2768,NA,NA,NA,NA,NA,NA,NA,32,2,Slider,3,2,2,3,2,3,2,3,Infield shift,Standard,NA
FT,2019-06-07,96,-1.7003,6.0231,Josh Bell,605137,605540,NA,ball,NA,NA,NA,NA,13,NA,R,L,R,MIL,PIT,B,NA,NA,0,0,2019,-1.3135,0.7701,-1.5607,2.3708,NA,NA,NA,1,4,Top,NA,NA,NA,NA,518735,NA,190608_013308,3.3009,-139.8114,-5.8501,-17.887,27.9014,-21.1058,3.5953,1.73,NA,NA,NA,96.226,2105,6.117,567584,605540,518735,519346,519058,543768,606115,460075,456715,592885,54.3823,NA,NA,NA,NA,NA,NA,NA,32,1,2-Seam Fastball,3,2,2,3,2,3,2,3,Infield shift,Standard,NA
FF,2019-06-07,97.7,-1.5291,6.0243,Josh Bell,605137,605540,strikeout,called_strike,NA,NA,NA,NA,9,Josh Bell called out on strikes.,R,L,R,MIL,PIT,S,2,NA,1,2,2019,-0.7248,1.2724,0.6974,2.2143,NA,NA,NA,0,2,Top,NA,NA,NA,NA,518735,NA,190608_003411,7.6716,-141.9656,-7.708,-11.5232,30.95,-13.4024,3.5788,1.7131,NA,NA,NA,97.95,2456,6.402,567584,605540,518735,519346,519058,543768,606115,460075,456715,592885,54.0974,NA,NA,0,1,0,0,NA,8,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,NA
FT,2019-06-07,97.8,-1.6651,6.0481,Josh Bell,605137,605540,NA,ball,NA,NA,NA,NA,11,NA,R,L,R,MIL,PIT,B,NA,NA,0,2,2019,-1.3793,1.0507,-1.2991,3.4519,NA,NA,NA,0,2,Top,NA,NA,NA,NA,518735,NA,190608_003353,4.1709,-142.4112,-3.9407,-19.7175,32.6623,-17.1933,3.5666,1.795,NA,NA,NA,97.971,2292,6.345,567584,605540,518735,519346,519058,543768,606115,460075,456715,592885,54.1545,NA,NA,NA,NA,NA,NA,NA,8,3,2-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,NA
FF,2019-06-07,96.3,-1.6586,5.9842,Josh Bell,605137,605540,NA,called_strike,NA,NA,NA,NA,6,NA,R,L,R,MIL,PIT,S,NA,NA,0,1,2019,-0.8264,1.23,0.5677,2.6469,NA,NA,NA,0,2,Top,NA,NA,NA,NA,518735,NA,190608_003334,7.7846,-139.9818,-6.0738,-12.5921,30.6649,-14.8486,3.58,1.6212,NA,NA,NA,96.423,2341,6.352,567584,605540,518735,519346,519058,543768,606115,460075,456715,592885,54.1474,NA,NA,NA,NA,NA,NA,NA,8,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,NA
FF,2019-06-07,95.9,-1.7788,6.082,Josh Bell,605137,605540,NA,swinging_strike,NA,NA,NA,NA,2,NA,R,L,R,MIL,PIT,S,NA,NA,0,0,2019,-0.6383,1.375,0.2612,3.5124,NA,NA,NA,0,2,Top,NA,NA,NA,NA,518735,NA,190608_003313,6.8656,-139.5625,-4.3421,-9.892,30.4408,-13.3446,3.63,1.73,NA,NA,NA,96.355,2343,6.475,567584,605540,518735,519346,519058,543768,606115,460075,456715,592885,54.0243,NA,NA,NA,NA,NA,NA,NA,8,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,NA
FF,2019-06-06,95.5,-1.5758,5.3565,Josh Bell,605137,657097,double,hit_into_play_score,NA,NA,NA,NA,8,Josh Bell doubles (25) on a sharp line drive to right fielder Nick Markakis.   Adam Frazier scores.    Bryan Reynolds scores.,R,L,R,PIT,ATL,X,9,line_drive,0,0,2019,-1.0766,1.0532,0.0156,2.1037,NA,624428,668804,2,8,Bot,172.33,56.28,NA,NA,435263,NA,190606_191500,6.566,-138.9643,-5.3259,-15.2604,27.768,-17.6666,3.546,1.8215,293,111.8,15,95.632,2360,6.125,566210,657097,435263,518692,645277,518626,621020,663586,660670,455976,54.3742,0.747,0.955,1.25,1,1,1,6,63,1,4-Seam Fastball,3,1,3,1,1,3,3,1,Standard,Standard,1
SL,2019-06-06,87.9,-2.3025,5.5655,Josh Bell,605137,592314,field_out,hit_into_play,NA,NA,NA,NA,9,Josh Bell flies out to right fielder Nick Markakis.,R,L,R,PIT,ATL,X,9,fly_ball,2,2,2019,0.0977,0.4205,0.6635,1.8699,NA,NA,NA,1,6,Bot,210.97,90.8,NA,NA,435263,NA,190606_182327,6.9533,-127.8766,-3.7798,-0.121,21.9603,-27.0961,3.5022,1.774,323,95.7,43,88.088,2464,6.05,566210,592314,435263,518692,645277,518626,621020,663586,660670,455976,54.4497,0.026,0.055,0,1,0,0,3,46,5,Slider,3,1,3,1,1,3,3,1,Standard,Standard,0
CH,2019-06-06,87.9,-1.7354,5.9033,Josh Bell,605137,592314,NA,foul,NA,NA,NA,NA,13,NA,R,L,R,PIT,ATL,S,NA,NA,2,1,2019,-0.9657,0.7906,-0.3057,1.6226,NA,NA,NA,1,6,Bot,NA,NA,NA,NA,435263,NA,190606_182251,5.4665,-128.0189,-5.9961,-11.687,22.5879,-22.5222,3.61,1.8219,6,84,-16,88.557,1704,6.328,566210,592314,435263,518692,645277,518626,621020,663586,660670,455976,54.1713,NA,NA,NA,NA,NA,NA,NA,46,4,Changeup,3,1,3,1,1,3,3,1,Standard,Standard,0
SL,2019-06-06,86.2,-2.3968,5.6511,Josh Bell,605137,592314,NA,ball,NA,NA,NA,NA,13,NA,R,L,R,PIT,ATL,B,NA,NA,1,1,2019,-0.0663,0.5838,-1.7986,2.382,NA,NA,NA,1,6,Bot,NA,NA,NA,NA,435263,NA,190606_182236,1.54,-125.5951,-2.7466,-0.976,23.1416,-25.794,3.4037,1.7065,NA,NA,NA,85.831,2399,5.78,566210,592314,435263,518692,645277,518626,621020,663586,660670,455976,54.72,NA,NA,NA,NA,NA,NA,NA,46,3,Slider,3,1,3,1,1,3,3,1,Standard,Standard,NA
FT,2019-06-06,96.5,-1.7526,5.8778,Josh Bell,605137,592314,NA,ball,NA,NA,NA,NA,13,NA,R,L,R,PIT,ATL,B,NA,NA,0,1,2019,-0.9309,1.0031,-0.9508,2.2891,NA,NA,NA,1,6,Bot,NA,NA,NA,NA,435263,NA,190606_182222,4.2482,-140.476,-6.3463,-13.2709,26.873,-17.7179,3.4833,1.8471,NA,NA,NA,97.225,2182,6.335,566210,592314,435263,518692,645277,518626,621020,663586,660670,455976,54.1648,NA,NA,NA,NA,NA,NA,NA,46,2,2-Seam Fastball,3,1,3,1,1,3,3,1,Standard,Standard,NA
FF,2019-06-06,96.5,-2.2309,5.7245,Josh Bell,605137,592314,NA,called_strike,NA,NA,NA,NA,9,NA,R,L,R,PIT,ATL,S,NA,NA,0,0,2019,-0.7887,1.0195,0.6581,1.7425,NA,NA,NA,1,6,Bot,NA,NA,NA,NA,435263,NA,190606_182209,9.4165,-140.314,-7.3985,-12.1446,24.4117,-17.4796,3.6033,1.8441,NA,NA,NA,97.016,2235,6.115,566210,592314,435263,518692,645277,518626,621020,663586,660670,455976,54.3841,NA,NA,NA,NA,NA,NA,NA,46,1,4-Seam Fastball,3,1,3,1,1,3,3,1,Standard,Standard,NA
CH,2019-06-06,88.8,-1.9884,5.7034,Josh Bell,605137,592314,double,hit_into_play_no_out,NA,NA,NA,NA,13,Josh Bell doubles (24) on a ground ball to right fielder Nick Markakis.,R,L,R,PIT,ATL,X,9,ground_ball,2,2,2019,-1.2152,0.7916,-0.0131,1.6715,NA,NA,NA,2,3,Bot,186.53,141.55,NA,NA,435263,NA,190606_173525,7.4833,-129.2323,-5.6032,-15.3243,24.3403,-22.2293,3.61,1.7963,84,84.7,5,89.943,1760,6.77,566210,592314,435263,518692,645277,518626,621020,663586,660670,455976,53.7298,0.429,0.408,1.25,1,1,1,4,27,6,Changeup,3,1,3,1,1,3,3,1,Standard,Standard,0
FF,2019-06-06,97.1,-2.041,5.8196,Josh Bell,605137,592314,NA,foul,NA,NA,NA,NA,11,NA,R,L,R,PIT,ATL,S,NA,NA,2,2,2019,-0.8369,1.1624,-0.1786,4.0476,NA,NA,NA,2,3,Bot,NA,NA,NA,NA,435263,NA,190606_173458,6.8993,-141.3557,-1.9203,-12.701,29.0065,-16.3002,3.61,1.8997,290,86,27,97.577,2244,6.313,566210,592314,435263,518692,645277,518626,621020,663586,660670,455976,54.1867,NA,NA,NA,NA,NA,NA,NA,27,5,4-Seam Fastball,3,1,3,1,1,3,3,1,Standard,Standard,0
FF,2019-06-06,97,-2.1201,5.8124,Josh Bell,605137,592314,NA,foul,NA,NA,NA,NA,2,NA,R,L,R,PIT,ATL,S,NA,NA,2,1,2019,-0.8032,1.1079,0.0121,3.3363,NA,NA,NA,2,3,Bot,NA,NA,NA,NA,435263,NA,190606_173438,7.4793,-141.1241,-3.6123,-12.2444,29.3478,-16.8876,3.5338,1.7505,212,78.1,33,96.915,2286,6.058,566210,592314,435263,518692,645277,518626,621020,663586,660670,455976,54.4414,NA,NA,NA,NA,NA,NA,NA,27,4,4-Seam Fastball,3,1,3,1,1,3,3,1,Standard,Standard,0
CH,2019-06-06,88.3,-1.712,5.8466,Josh Bell,605137,592314,NA,called_strike,NA,NA,NA,NA,7,NA,R,L,R,PIT,ATL,S,NA,NA,2,0,2019,-1.0215,0.9949,-0.5231,1.7478,NA,NA,NA,2,3,Bot,NA,NA,NA,NA,435263,NA,190606_173418,5.02,-128.5316,-6.0334,-12.3316,23.6259,-20.1438,3.5382,1.8172,NA,NA,NA,88.81,1810,6.336,566210,592314,435263,518692,645277,518626,621020,663586,660670,455976,54.1632,NA,NA,NA,NA,NA,NA,NA,27,3,Changeup,3,1,3,1,1,3,3,1,Standard,Standard,NA
FT,2019-06-06,96.4,-2.0116,5.763,Josh Bell,605137,592314,NA,ball,NA,NA,NA,NA,13,NA,R,L,R,PIT,ATL,B,NA,NA,1,0,2019,-1.3777,0.7297,-1.3945,2.3041,NA,NA,NA,2,3,Bot,NA,NA,NA,NA,435263,NA,190606_173403,4.7413,-140.2619,-5.278,-19.1726,30.4096,-21.6328,3.61,1.7855,NA,NA,NA,96.405,2191,6.205,566210,592314,435263,518692,645277,518626,621020,663586,660670,455976,54.2944,NA,NA,NA,NA,NA,NA,NA,27,2,2-Seam Fastball,3,1,3,1,1,3,3,1,Standard,Standard,NA
FT,2019-06-06,97.5,-2.2364,5.752,Josh Bell,605137,592314,NA,ball,NA,NA,NA,NA,13,NA,R,L,R,PIT,ATL,B,NA,NA,0,0,2019,-1.4525,0.824,-0.0096,1.4763,NA,NA,NA,2,3,Bot,NA,NA,NA,NA,435263,NA,190606_173349,9.3147,-141.6328,-7.8814,-21.6365,30.4069,-19.5435,3.5825,1.7689,NA,NA,NA,97.691,2085,6.358,566210,592314,435263,518692,645277,518626,621020,663586,660670,455976,54.1417,NA,NA,NA,NA,NA,NA,NA,27,1,2-Seam Fastball,3,1,3,1,1,3,3,1,Standard,Standard,NA
SL,2019-06-06,88.4,-2.1562,5.7962,Josh Bell,605137,592314,double,hit_into_play_no_out,NA,NA,NA,NA,5,Josh Bell doubles (23) on a sharp line drive to right fielder Nick Markakis.,R,L,R,PIT,ATL,X,9,line_drive,2,2,2019,0.1915,0.5313,0.0868,2.7401,NA,NA,NA,0,2,Bot,200.21,118.2,NA,NA,435263,NA,190606_170703,5.0294,-128.6732,-2.4752,1.1173,25.0374,-26.1059,3.61,1.7529,192,102.7,11,87.858,2578,5.793,566210,592314,435263,518692,645277,518626,621020,663586,660670,455976,54.7063,0.916,0.908,1.25,1,1,1,4,13,5,Slider,0,1,0,1,1,0,0,1,Standard,Standard,0
FT,2019-06-06,97,-2.2078,5.8341,Josh Bell,605137,592314,NA,foul,NA,NA,NA,NA,13,NA,R,L,R,PIT,ATL,S,NA,NA,2,1,2019,-1.388,0.7026,-0.9308,1.5298,NA,NA,NA,0,2,Bot,NA,NA,NA,NA,435263,NA,190606_170639,6.4787,-140.8792,-7.4935,-19.6816,30.4516,-21.5245,3.6128,1.7728,3,66.3,-25,96.39,2298,5.938,566210,592314,435263,518692,645277,518626,621020,663586,660670,455976,54.5616,NA,NA,NA,NA,NA,NA,NA,13,4,2-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,0
FF,2019-06-06,96.7,-2.0656,6.0311,Josh Bell,605137,592314,NA,swinging_strike,NA,NA,NA,NA,6,NA,R,L,R,PIT,ATL,S,NA,NA,2,0,2019,-0.6863,1.2093,0.7301,2.5477,NA,NA,NA,0,2,Bot,NA,NA,NA,NA,435263,NA,190606_170619,8.9074,-140.4666,-6.4166,-10.825,28.5503,-15.1998,3.6345,1.7944,NA,NA,NA,96.274,2306,5.913,566210,592314,435263,518692,645277,518626,621020,663586,660670,455976,54.5865,NA,NA,NA,NA,NA,NA,NA,13,3,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,NA
FT,2019-06-06,96.1,-1.9715,5.8512,Josh Bell,605137,592314,NA,ball,NA,NA,NA,NA,13,NA,R,L,R,PIT,ATL,B,NA,NA,1,0,2019,-1.1557,0.7993,-2.009,2.362,NA,NA,NA,0,2,Bot,NA,NA,NA,NA,435263,NA,190606_170603,2.5143,-139.904,-5.5006,-15.7572,29.6755,-20.6819,3.61,1.8081,NA,NA,NA,96.43,2075,6.319,566210,592314,435263,518692,645277,518626,621020,663586,660670,455976,54.1804,NA,NA,NA,NA,NA,NA,NA,13,2,2-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,NA
FF,2019-06-06,96,-2.0466,6.1457,Josh Bell,605137,592314,NA,ball,NA,NA,NA,NA,13,NA,R,L,R,PIT,ATL,B,NA,NA,0,0,2019,-0.6135,1.3856,-1.5918,2.4517,NA,NA,NA,0,2,Bot,NA,NA,NA,NA,435263,NA,190606_170552,2.5554,-139.6534,-7.2407,-8.5001,30.4278,-12.8825,3.61,1.7939,NA,NA,NA,95.566,2280,5.982,566210,592314,435263,518692,645277,518626,621020,663586,660670,455976,54.5173,NA,NA,NA,NA,NA,NA,NA,13,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,NA
CU,2019-06-05,76.6,-0.9979,5.7103,Josh Bell,605137,458708,grounded_into_double_play,hit_into_play,NA,NA,NA,NA,13,"Josh Bell grounds into a double play, shortstop Dansby Swanson to first baseman Freddie Freeman.   Starling Marte out at 2nd.    Josh Bell out at 1st.",R,L,R,PIT,ATL,X,6,ground_ball,1,2,2019,0.5425,-1.2043,-1.8029,1.9607,NA,668804,516782,1,6,Bot,122.27,148.1,NA,NA,435263,NA,190606_030905,-2.557,-111.2143,1.1449,4.7501,20.2003,-42.1868,3.6,1.72,14,63.2,-6,74.577,2883,4.946,566209,458708,435263,518692,645277,518626,621020,663586,660670,455976,55.5534,0.071,0.067,0,1,0,0,2,52,8,Curveball,7,1,7,1,1,7,7,1,Standard,Standard,0
FC,2019-06-05,88.5,-0.688,5.8356,Josh Bell,605137,458708,NA,foul,NA,NA,NA,NA,14,NA,R,L,R,PIT,ATL,S,NA,NA,1,2,2019,0.3775,0.9307,1.605,2.2741,NA,668804,516782,1,6,Bot,NA,NA,NA,NA,435263,NA,190606_030829,4.7518,-128.7424,-4.4933,3.2545,22.8342,-21.5021,3.6,1.72,10,71.5,-13,87.501,2727,5.352,566209,458708,435263,518692,645277,518626,621020,663586,660670,455976,55.1475,NA,NA,NA,NA,NA,NA,NA,52,7,Cutter,7,1,7,1,1,7,7,1,Standard,Standard,0
FC,2019-06-05,87.2,-1.0108,5.684,Josh Bell,605137,458708,NA,foul,NA,NA,NA,NA,7,NA,R,L,R,PIT,ATL,S,NA,NA,1,2,2019,0.1523,0.8133,-0.5384,1.6608,NA,668804,516782,1,6,Bot,NA,NA,NA,NA,435263,NA,190606_030753,0.8203,-126.924,-5.0938,1.4471,23.5673,-22.9283,3.6,1.72,148,67,25,86.053,2650,5.331,566209,458708,435263,518692,645277,518626,621020,663586,660670,455976,55.1687,NA,NA,NA,NA,NA,NA,NA,52,6,Cutter,7,1,7,1,1,7,7,1,Strategic,Standard,0
CU,2019-06-05,77.5,-1.0303,5.6765,Josh Bell,605137,458708,NA,foul,NA,NA,NA,NA,11,NA,R,L,R,PIT,ATL,S,NA,NA,1,2,2019,0.5594,-1.0501,-0.9575,3.0774,NA,668804,516782,1,6,Bot,NA,NA,NA,NA,435263,NA,190606_030725,-0.7672,-112.5596,2.9983,4.6153,18.8209,-41.3847,3.6,1.72,NA,NA,NA,75.154,2815,4.496,566209,458708,435263,518692,645277,518626,621020,663586,660670,455976,56.0033,NA,NA,NA,NA,NA,NA,NA,52,5,Curveball,7,1,7,1,1,7,7,1,Strategic,Standard,NA
FC,2019-06-05,87.9,-0.7782,5.8207,Josh Bell,605137,458708,NA,foul,NA,NA,NA,NA,12,NA,R,L,R,PIT,ATL,S,NA,NA,1,2,2019,0.1588,0.7242,0.8404,3.3651,NA,668804,516782,1,6,Bot,NA,NA,NA,NA,435263,NA,190606_030651,3.5473,-128.0441,-1.3752,1.0932,22.1796,-24.3711,3.6,1.72,147,82.2,77,87.096,2610,5.363,566209,458708,435263,518692,645277,518626,621020,663586,660670,455976,55.1363,NA,NA,NA,NA,NA,NA,NA,52,4,Cutter,7,1,7,1,1,7,7,1,Standard,Standard,0
FF,2019-06-05,91,-1.0946,5.654,Josh Bell,605137,458708,NA,foul,NA,NA,NA,NA,6,NA,R,L,R,PIT,ATL,S,NA,NA,1,1,2019,-0.6474,1.4585,0.2903,2.3951,NA,668804,516782,1,6,Bot,NA,NA,NA,NA,435263,NA,190606_030622,4.7268,-132.2593,-5.1964,-8.3546,27.8444,-14.7612,3.6,1.72,184,73.8,25,89.497,2310,5.4,566209,458708,435263,518692,645277,518626,621020,663586,660670,455976,55.0994,NA,NA,NA,NA,NA,NA,NA,52,3,4-Seam Fastball,7,1,7,1,1,7,7,1,Standard,Standard,0
CH,2019-06-05,85.5,-1.3404,5.4587,Josh Bell,605137,458708,NA,ball,NA,NA,NA,NA,13,NA,R,L,R,PIT,ATL,B,NA,NA,0,1,2019,-0.9391,0.6017,-0.5166,1.0872,NA,668804,516782,1,6,Bot,NA,NA,NA,NA,435263,NA,190606_030554,3.7469,-124.3719,-5.1864,-10.2876,23.3738,-25.2901,3.6,1.72,NA,NA,NA,84.837,1693,5.736,566209,458708,435263,518692,645277,518626,621020,663586,660670,455976,54.7633,NA,NA,NA,NA,NA,NA,NA,52,2,Changeup,7,1,7,1,1,7,7,1,Standard,Standard,NA
FC,2019-06-05,88.7,-0.7583,5.8993,Josh Bell,605137,458708,NA,swinging_strike,NA,NA,NA,NA,14,NA,R,L,R,PIT,ATL,S,NA,NA,0,0,2019,0.3503,1.3336,1.6668,2.2539,NA,668804,516782,1,6,Bot,NA,NA,NA,NA,435263,NA,190606_030527,5.154,-128.9227,-5.5373,2.8311,25.2029,-16.7084,3.6,1.72,NA,NA,NA,87.917,2576,5.728,566209,458708,435263,518692,645277,518626,621020,663586,660670,455976,54.7714,NA,NA,NA,NA,NA,NA,NA,52,1,Cutter,7,1,7,1,1,7,7,1,Standard,Standard,NA
FS,2019-06-05,84.1,-2.7429,5.7492,Josh Bell,605137,592332,field_out,hit_into_play,NA,NA,NA,NA,7,Josh Bell grounds out to first baseman Freddie Freeman.,R,L,R,PIT,ATL,X,3,ground_ball,0,1,2019,-0.7921,0.7362,-0.6119,1.7149,NA,516782,NA,2,4,Bot,153.83,166.38,NA,NA,435263,NA,190606_022552,6.4898,-122.3758,-4.4523,-9.1493,22.3909,-24.1648,3.6,1.72,8,94,-11,84.23,1449,6.213,566209,592332,435263,518692,645277,518626,621020,663586,660670,455976,54.2867,0.171,0.135,0,1,0,0,2,37,2,Split Finger,6,1,6,1,1,6,6,1,Standard,Standard,0
FS,2019-06-05,83.5,-2.8365,5.8525,Josh Bell,605137,592332,NA,called_strike,NA,NA,NA,NA,8,NA,R,L,R,PIT,ATL,S,NA,NA,0,0,2019,-1.1036,0.8257,0.0126,1.6739,NA,NA,516782,2,4,Bot,NA,NA,NA,NA,435263,NA,190606_022514,8.6548,-121.3377,-4.8161,-12.3881,21.0776,-23.397,3.6,1.72,NA,NA,NA,83.439,1794,6.075,566209,592332,435263,518692,645277,518626,621020,663586,660670,455976,54.4244,NA,NA,NA,NA,NA,NA,NA,37,1,Split Finger,6,1,6,1,1,6,6,1,Standard,Standard,NA
FS,2019-06-05,85.4,-2.7718,5.8007,Josh Bell,605137,592332,double,hit_into_play_score,NA,NA,NA,NA,13,"Josh Bell doubles (22) on a fly ball to left fielder Austin Riley.   Bryan Reynolds scores.  Starling Marte out at home on the throw, left fielder Austin Riley to shortstop Dansby Swanson to catcher Brian McCann.",R,L,R,PIT,ATL,X,7,fly_ball,2,1,2019,-1.3295,0.3018,-1.2784,2.2434,NA,668804,516782,2,2,Bot,57.82,133.09,NA,NA,435263,NA,190606_015437,6.0849,-124.1536,-2.6515,-14.7314,24.7259,-28.8159,3.6,1.72,225,72.5,27,84.676,1551,5.858,566209,592332,435263,518692,645277,518626,621020,663586,660670,455976,54.6417,0.716,0.661,1.25,1,1,1,4,21,4,Split Finger,4,1,4,1,1,4,4,1,Standard,Standard,0
FF,2019-06-05,94.9,-2.4645,6.0412,Josh Bell,605137,592332,NA,ball,NA,NA,NA,NA,14,NA,R,L,R,PIT,ATL,B,NA,NA,1,1,2019,-1.0787,1.177,1.0199,2.199,NA,668804,516782,2,2,Bot,NA,NA,NA,NA,435263,NA,190606_015414,11.4712,-137.6235,-6.9502,-16.1925,30.2776,-15.9473,3.6,1.72,NA,NA,NA,94.558,2260,6.259,566209,592332,435263,518692,645277,518626,621020,663586,660670,455976,54.2406,NA,NA,NA,NA,NA,NA,NA,21,3,4-Seam Fastball,4,1,4,1,1,4,4,1,Standard,Standard,NA
FF,2019-06-05,93.6,-2.6324,5.9646,Josh Bell,605137,592332,NA,called_strike,NA,NA,NA,NA,13,NA,R,L,R,PIT,ATL,S,NA,NA,1,0,2019,-0.9999,1.2441,-1.1178,2.5482,NA,668804,516782,2,2,Bot,NA,NA,NA,NA,435263,NA,190606_015351,6.0522,-136.0005,-5.7341,-13.6103,30.1186,-15.8689,3.6,1.72,NA,NA,NA,93.03,2216,6.056,566209,592332,435263,518692,645277,518626,621020,663586,660670,455976,54.4438,NA,NA,NA,NA,NA,NA,NA,21,2,4-Seam Fastball,4,1,4,1,1,4,4,1,Standard,Standard,NA
FS,2019-06-05,84.4,-2.9071,5.8269,Josh Bell,605137,592332,NA,ball,NA,NA,NA,NA,11,NA,R,L,R,PIT,ATL,B,NA,NA,0,0,2019,-1.171,0.2236,-2.1035,3.413,NA,668804,516782,2,2,Bot,NA,NA,NA,NA,435263,NA,190606_015329,4.0895,-122.7781,0.2987,-12.3784,23.9271,-30.2658,3.6,1.72,NA,NA,NA,83.501,1377,5.676,566209,592332,435263,518692,645277,518626,621020,663586,660670,455976,54.8237,NA,NA,NA,NA,NA,NA,NA,21,1,Split Finger,4,1,4,1,1,4,4,1,Standard,Standard,NA
FS,2019-06-05,84.8,-2.7372,5.8924,Josh Bell,605137,592332,field_out,hit_into_play,NA,NA,NA,NA,13,"Josh Bell grounds out, second baseman Ozzie Albies to first baseman Freddie Freeman.",R,L,R,PIT,ATL,X,4,ground_ball,1,0,2019,-1.0471,0.3443,-0.9018,2.1052,NA,516782,NA,2,1,Bot,147.17,150.63,NA,NA,435263,NA,190606_012330,6.2835,-123.4005,-3.2406,-11.6994,21.6423,-28.3337,3.6,1.72,3,79.6,-32,84.512,1533,5.835,566209,592332,435263,518692,645277,518626,621020,663586,660670,455976,54.6641,0.06,0.071,0,1,0,0,2,7,2,Split Finger,0,0,0,0,0,0,0,0,Standard,Standard,0
FF,2019-06-05,94.4,-2.5165,6.0127,Josh Bell,605137,592332,NA,ball,NA,NA,NA,NA,13,NA,R,L,R,PIT,ATL,B,NA,NA,0,0,2019,-1.0197,1.262,-0.5187,1.4602,NA,516782,NA,2,1,Bot,NA,NA,NA,NA,435263,NA,190606_012305,7.3241,-136.9844,-8.7837,-14.1754,29.151,-14.9253,3.6,1.72,NA,NA,NA,93.409,2233,5.776,566209,592332,435263,518692,645277,518626,621020,663586,660670,455976,54.7232,NA,NA,NA,NA,NA,NA,NA,7,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,NA
