PLAYER,SEASON,FGM,FGA,TPM,TPA,FTM,FTA,FGP,TPP,FTP,eFGP,PTS,TSP
Jrue Holiday,2016,410,935,87,259,182,216,0.4385026737967914,0.3359073359073359,0.8425925925925926,0.48502673796791446,1089,0.5286202477573687
Marc Gasol,2016,328,707,2,3,203,245,0.4639321074964639,0.6666666666666666,0.8285714285714286,0.46534653465346537,861,0.5283505154639175
Pau Gasol,2016,467,995,24,69,229,289,0.46934673366834173,0.34782608695652173,0.7923875432525952,0.4814070351758794,1187,0.5288907107720824
Derrick Favors,2016,418,811,0,4,180,254,0.5154130702836005,0,0.7086614173228346,0.5154130702836005,1016,0.5505223460054619
Derrick Rose,2016,447,1047,44,150,142,179,0.4269340974212034,0.29333333333333333,0.7932960893854749,0.4479465138490926,1080,0.4796759522455941
JJ Redick,2016,422,880,200,421,182,205,0.47954545454545455,0.4750593824228028,0.8878048780487805,0.5931818181818181,1226,0.6318284889713461
Andre Drummond,2016,552,1061,2,6,208,586,0.5202639019792649,0.3333333333333333,0.35494880546075086,0.5212064090480678,1314,0.4981650541384854
Kevin Love,2016,409,978,158,439,258,314,0.418200408997955,0.35990888382687924,0.821656050955414,0.49897750511247446,1234,0.552788130733945
Victor Oladipo,2016,425,969,98,281,205,247,0.43859649122807015,0.3487544483985765,0.8299595141700404,0.4891640866873065,1153,0.5349454383490461
Jeff Teague,2016,432,980,110,273,261,312,0.44081632653061226,0.40293040293040294,0.8365384615384616,0.4969387755102041,1235,0.5526815122440212
Jordan Clarkson,2016,475,1099,111,318,164,204,0.4322111010009099,0.3490566037735849,0.803921568627451,0.4827115559599636,1225,0.5152427739829739
Evan Fournier,2016,429,929,156,389,199,238,0.46178686759956944,0.40102827763496146,0.8361344537815126,0.5457481162540366,1213,0.5867159385520256
Lou Williams,2016,283,695,110,321,352,424,0.4071942446043165,0.3426791277258567,0.8301886792452831,0.48633093525179855,1028,0.5830573075003403
Greg Monroe,2016,491,940,0,1,228,308,0.5223404255319148,0,0.7402597402597403,0.5223404255319148,1210,0.5625185956560548
Mike Conley,2016,294,696,78,215,191,229,0.4224137931034483,0.3627906976744186,0.834061135371179,0.47844827586206895,857,0.5378031025653899
Zach Randolph,2016,431,907,6,26,172,216,0.47519294377067256,0.23076923076923078,0.7962962962962963,0.4785005512679162,1040,0.5189413596263622
Eric Gordon,2016,231,551,113,293,111,125,0.4192377495462795,0.38566552901023893,0.888,0.5217785843920145,686,0.566006600660066
Al Horford,2016,529,1049,88,257,103,129,0.5042897998093422,0.3424124513618677,0.7984496124031008,0.546234509056244,1249,0.5647699319924757
Avery Bradley,2016,456,1018,147,406,96,123,0.44793713163064836,0.3620689655172414,0.7804878048780488,0.5201375245579568,1155,0.5386523896578742
Tyreke Evans,2016,136,313,33,85,74,93,0.43450479233226835,0.38823529411764707,0.7956989247311828,0.48722044728434505,379,0.5354317359855334
Thaddeus Young,2016,495,963,7,30,105,163,0.514018691588785,0.23333333333333334,0.6441717791411042,0.5176531671858775,1102,0.5325112107623319
Nicolas Batum,2016,372,872,139,399,163,192,0.42660550458715596,0.3483709273182957,0.8489583333333334,0.5063073394495413,1046,0.546796587487454
Tobias Harris,2016,417,889,80,239,202,243,0.46906636670416196,0.33472803347280333,0.831275720164609,0.5140607424071991,1116,0.5602859667443169
Kentavious Caldwell-Pope,2016,403,960,114,368,185,228,0.4197916666666667,0.30978260869565216,0.8114035087719298,0.4791666666666667,1105,0.5210691112117097
Rodney Hood,2016,408,972,161,449,172,200,0.41975308641975306,0.3585746102449889,0.86,0.5025720164609053,1149,0.5419811320754717
Will Barton,2016,426,984,112,324,216,268,0.4329268292682927,0.345679012345679,0.8059701492537313,0.4898373983739837,1180,0.5354290692609264
Kristaps Porzingis,2016,373,886,81,243,201,240,0.42099322799097066,0.3333333333333333,0.8375,0.4667042889390519,1028,0.518354175070593
Jae Crowder,2016,359,812,122,363,196,239,0.4421182266009852,0.33608815426997246,0.8200836820083682,0.5172413793103449,1036,0.5647869510227224
Jamal Crawford,2016,379,940,117,345,245,271,0.4031914893617021,0.3391304347826087,0.9040590405904059,0.4654255319148936,1120,0.5286809410520751
Goran Dragic,2016,417,875,64,205,120,165,0.4765714285714286,0.3121951219512195,0.7272727272727273,0.5131428571428571,1018,0.5371464753060363
Marcus Morris,2016,410,945,108,296,203,271,0.43386243386243384,0.36486486486486486,0.7490774907749077,0.491005291005291,1131,0.5313651056152747
Deron Williams,2016,321,775,97,282,179,206,0.41419354838709677,0.34397163120567376,0.8689320388349514,0.47677419354838707,918,0.5302435192458759
Jabari Parker,2016,443,899,9,35,175,228,0.492769744160178,0.2571428571428571,0.7675438596491229,0.4977753058954394,1070,0.5353640475523356
Zach LaVine,2016,433,959,123,316,161,203,0.45151199165797706,0.38924050632911394,0.7931034482758621,0.5156412930135558,1150,0.5484966422466423
Darren Collison,2016,377,776,87,217,194,226,0.48582474226804123,0.4009216589861751,0.8584070796460177,0.541881443298969,1035,0.5911313168235401
Draymond Green,2016,401,819,100,258,229,329,0.4896214896214896,0.3875968992248062,0.6960486322188449,0.5506715506715507,1131,0.5867643396696273
Monta Ellis,2016,435,1020,87,281,162,206,0.4264705882352941,0.3096085409252669,0.7864077669902912,0.46911764705882353,1119,0.5037635957646042
Devin Booker,2016,367,867,99,289,215,256,0.4232987312572088,0.34256055363321797,0.83984375,0.4803921568627451,1048,0.5348903678902454
Dwight Howard,2016,372,600,0,6,232,474,0.62,0,0.48945147679324896,0.62,976,0.6035420995349758
Chandler Parsons,2016,320,651,104,250,93,136,0.4915514592933948,0.416,0.6838235294117647,0.5714285714285714,837,0.5887400821563221
Marcin Gortat,2016,433,764,0,1,146,207,0.5667539267015707,0,0.7053140096618358,0.5667539267015707,1012,0.5917574963746082
Alec Burks,2016,137,334,32,79,106,141,0.4101796407185629,0.4050632911392405,0.75177304964539,0.45808383233532934,412,0.5201494798505201
D'Angelo Russell,2016,392,955,130,367,140,190,0.41047120418848165,0.3542234332425068,0.7368421052631579,0.47853403141361256,1054,0.5074138263046409
Jarrett Jack,2016,140,358,31,102,100,112,0.39106145251396646,0.30392156862745096,0.8928571428571429,0.43435754189944137,411,0.5045668827342369
Emmanuel Mudiay,2016,329,903,74,232,140,209,0.3643410852713178,0.31896551724137934,0.6698564593301436,0.4053156146179402,872,0.43820857119884216
Robert Covington,2016,274,712,170,482,140,177,0.3848314606741573,0.35269709543568467,0.7909604519774012,0.5042134831460674,858,0.54312047399605
Michael Beasley,2016,107,205,3,9,38,49,0.5219512195121951,0.3333333333333333,0.7755102040816326,0.5292682926829269,255,0.5627648305084746
DeAndre Jordan,2016,357,508,0,1,266,619,0.702755905511811,0,0.4297253634894992,0.702755905511811,980,0.6279153211338356
Michael Kidd-Gilchrist,2016,33,61,3,7,20,29,0.5409836065573771,0.42857142857142855,0.6896551724137931,0.5655737704918032,89,0.6033080260303687
Arron Afflalo,2016,352,797,90,237,108,129,0.44165621079046424,0.379746835443038,0.8372093023255814,0.4981179422835634,902,0.5282514992503748
Enes Kanter,2016,414,719,10,21,200,251,0.5757997218358831,0.47619047619047616,0.796812749003984,0.5827538247566064,1038,0.6257233796296295
Trevor Ariza,2016,357,859,185,498,126,161,0.41559953434225844,0.3714859437751004,0.782608695652174,0.5232828870779976,1025,0.5511700937795749
Ish Smith,2016,397,967,56,170,122,176,0.4105480868665977,0.32941176470588235,0.6931818181818182,0.43950361944157185,972,0.4653211290260809
Serge Ibaka,2016,416,869,60,184,91,121,0.47871116225546606,0.32608695652173914,0.7520661157024794,0.5132336018411968,983,0.5329415336571826
Wesley Matthews,2016,331,854,189,525,126,146,0.3875878220140515,0.36,0.863013698630137,0.49824355971896955,977,0.5319959923331591
Kenneth Faried,2016,349,626,1,2,136,222,0.5575079872204473,0.5,0.6126126126126126,0.5583067092651757,835,0.5769124474906036
J.R. Smith,2016,353,849,204,510,45,71,0.41578327444051827,0.4,0.6338028169014085,0.535924617196702,955,0.5424656911751341
Luol Deng,2016,339,747,88,256,145,192,0.4538152610441767,0.34375,0.7552083333333334,0.5127175368139224,911,0.5478183480059653
Gary Harris,2016,359,765,105,297,109,133,0.469281045751634,0.35353535353535354,0.8195488721804511,0.5379084967320261,932,0.5658636098698271
Joe Johnson,2016,377,859,120,313,118,142,0.43888242142025613,0.38338658146964855,0.8309859154929577,0.5087310826542492,992,0.5382645309719147
Mirza Teletovic,2016,332,777,181,460,120,155,0.4272844272844273,0.3934782608695652,0.7741935483870968,0.5437580437580437,965,0.5708707998106957
George Hill,2016,327,741,128,314,114,150,0.44129554655870445,0.40764331210191085,0.76,0.5276653171390013,896,0.5551425030978935
Markieff Morris,2016,305,718,47,155,108,147,0.42479108635097496,0.3032258064516129,0.7346938775510204,0.4575208913649025,765,0.48870547350130317
Rajon Rondo,2016,355,782,62,170,87,150,0.4539641943734015,0.36470588235294116,0.58,0.4936061381074169,859,0.5064858490566038
Tony Parker,2016,350,710,27,64,130,171,0.49295774647887325,0.421875,0.7602339181286549,0.5119718309859155,857,0.5456930365238654
Omri Casspi,2016,300,623,112,274,103,159,0.48154093097913325,0.40875912408759124,0.6477987421383647,0.5714285714285714,815,0.5880570307088432
CJ Miles,2016,259,633,142,387,93,124,0.40916271721958924,0.3669250645994832,0.75,0.5213270142180095,753,0.5475885740880796
Nikola Mirotic,2016,248,609,135,346,146,181,0.4072249589490969,0.3901734104046243,0.8066298342541437,0.5180623973727422,777,0.564155436802974
Jeff Green,2016,354,824,67,213,164,220,0.42961165048543687,0.3145539906103286,0.7454545454545455,0.4702669902912621,939,0.5098827106863597
Harrison Barnes,2016,295,633,82,214,102,134,0.4660347551342812,0.38317757009345793,0.7611940298507462,0.5308056872037915,774,0.5592808832880513
Jeremy Lin,2016,300,728,76,226,238,292,0.41208791208791207,0.336283185840708,0.815068493150685,0.4642857142857143,914,0.533579301326359
Marvin Williams,2016,338,747,152,379,120,144,0.4524765729585007,0.40105540897097625,0.8333333333333334,0.5542168674698795,948,0.5849252184214423
Otto Porter,2016,339,718,98,267,95,126,0.47214484679665736,0.36704119850187267,0.753968253968254,0.5403899721448467,871,0.563068887050062
Kent Bazemore,2016,318,722,107,302,123,151,0.4404432132963989,0.3543046357615894,0.8145695364238411,0.5145429362880887,866,0.549185733854193
Michael Carter-Williams,2016,251,555,15,55,106,160,0.45225225225225224,0.2727272727272727,0.6625,0.4657657657657658,623,0.498081228014071
Jordan Hamilton,2016,49,116,13,45,14,21,0.4224137931034483,0.28888888888888886,0.6666666666666666,0.47844827586206895,125,0.49904183966783777
Julius Randle,2016,358,835,10,36,193,270,0.4287425149700599,0.2777777777777778,0.7148148148148148,0.4347305389221557,919,0.48175718179911936
Bojan Bogdanovic,2016,324,749,129,338,110,132,0.4325767690253672,0.3816568047337278,0.8333333333333334,0.5186915887850467,887,0.5495118203895525
Nerlens Noel,2016,306,587,1,2,134,227,0.5212947189097104,0.5,0.5903083700440529,0.5221465076660988,747,0.5437631027253669
Sean Kilpatrick,2016,123,270,39,114,60,67,0.45555555555555555,0.34210526315789475,0.8955223880597015,0.5277777777777778,345,0.5759983972218512
DeMarre Carroll,2016,105,270,46,118,30,50,0.3888888888888889,0.3898305084745763,0.6,0.4740740740740741,286,0.4897260273972603
Isaiah Canaan,2016,260,722,176,484,150,180,0.3601108033240997,0.36363636363636365,0.8333333333333334,0.481994459833795,846,0.5279580629056415
Dennis Schroder,2016,329,782,77,239,144,182,0.42071611253196933,0.32217573221757323,0.7912087912087912,0.46994884910485935,879,0.5098134743875278
TJ Warren,2016,221,441,28,70,45,64,0.5011337868480725,0.4,0.703125,0.5328798185941043,515,0.5488532696734589
Jose Juan Barea,2016,317,710,100,259,74,96,0.44647887323943664,0.3861003861003861,0.7708333333333334,0.5169014084507042,808,0.5370626395831117
Elfrid Payton,2016,318,730,30,92,112,190,0.43561643835616437,0.32608695652173914,0.5894736842105263,0.45616438356164385,778,0.47812192723697144
Trey Burke,2016,262,634,88,256,67,82,0.41324921135646686,0.34375,0.8170731707317073,0.48264984227129337,679,0.5066559216809933
Norris Cole,2016,196,485,33,103,52,65,0.4041237113402062,0.32038834951456313,0.8,0.4381443298969072,477,0.46436915887850466
Evan Turner,2016,343,753,20,83,148,179,0.4555112881806109,0.24096385542168675,0.8268156424581006,0.46879150066401065,854,0.5133692411272482
Shabazz Muhammad,2016,317,681,44,152,185,242,0.4654919236417034,0.2894736842105263,0.7644628099173554,0.4977973568281938,863,0.5479504241377559
Jerryd Bayless,2016,185,437,101,230,70,90,0.4233409610983982,0.4391304347826087,0.7777777777777778,0.5389016018306636,541,0.5675618967687788
Ersan Ilyasova,2016,280,661,96,258,111,154,0.4236006051437216,0.37209302325581395,0.7207792207792207,0.4962178517397882,767,0.5262363466710577
Myles Turner,2016,264,530,3,13,88,121,0.4981132075471698,0.23076923076923078,0.7272727272727273,0.5009433962264151,619,0.5306563335848021
Mario Chalmers,2016,182,444,46,149,218,262,0.4099099099099099,0.3087248322147651,0.8320610687022901,0.4617117117117117,628,0.5614361321699328
Allen Crabbe,2016,312,678,112,284,98,113,0.46017699115044247,0.39436619718309857,0.8672566371681416,0.5427728613569321,834,0.5730225911064695
Jared Sullinger,2016,351,807,29,104,103,161,0.4349442379182156,0.27884615384615385,0.639751552795031,0.45291201982651796,834,0.47502961815364986
Marco Belinelli,2016,245,635,91,297,115,138,0.3858267716535433,0.3063973063973064,0.8333333333333334,0.4574803149606299,696,0.5002012303800379
Al-Farouq Aminu,2016,299,719,126,349,115,156,0.41585535465924894,0.36103151862464183,0.7371794871794872,0.5034770514603616,839,0.5326037275912854
Robin Lopez,2016,356,661,0,1,126,159,0.5385779122541604,0,0.7924528301886793,0.5385779122541604,838,0.5732187807814381
Gorgui Dieng,2016,308,579,6,20,205,248,0.531951640759931,0.3,0.8266129032258065,0.5371329879101899,827,0.6009126315177585
Ricky Rubio,2016,219,586,62,190,266,314,0.37372013651877134,0.3263157894736842,0.8471337579617835,0.42662116040955633,766,0.5288886433937252
Matt Barnes,2016,264,693,119,370,111,138,0.38095238095238093,0.3216216216216216,0.8043478260869565,0.4668109668109668,758,0.5028392506501088
Kelly Olynyk,2016,253,556,85,210,96,128,0.4550359712230216,0.40476190476190477,0.75,0.5314748201438849,687,0.5609811863078129
Nikola Jokic,2016,306,599,28,84,154,190,0.5108514190317195,0.3333333333333333,0.8105263157894737,0.5342237061769616,794,0.5815997656021096
Ramon Sessions,2016,280,592,36,111,214,283,0.47297297297297297,0.32432432432432434,0.7561837455830389,0.5033783783783784,810,0.5652319544464914
Patrick Beverley,2016,258,594,124,310,60,88,0.43434343434343436,0.4,0.6818181818181818,0.5387205387205387,700,0.5531672777848021
Terrence Ross,2016,270,626,131,338,49,62,0.43130990415335463,0.3875739644970414,0.7903225806451613,0.5359424920127795,720,0.5510653930933138
Hollis Thompson,2016,270,681,149,393,69,96,0.3964757709251101,0.3791348600508906,0.71875,0.5058737151248165,758,0.5240307505115868
Dion Waiters,2016,282,705,86,241,112,157,0.4,0.35684647302904565,0.7133757961783439,0.46099290780141844,762,0.49219718892104175
Carl Landry,2016,139,250,6,13,67,91,0.556,0.46153846153846156,0.7362637362637363,0.568,351,0.6050889532478279
Gary Neal,2016,151,324,41,99,47,55,0.4660493827160494,0.41414141414141414,0.8545454545454545,0.529320987654321,390,0.5600229753015509
Jerami Grant,2016,251,599,35,146,212,322,0.41903171953255425,0.23972602739726026,0.6583850931677019,0.44824707846410683,749,0.5056164605497651
Marcus Thornton,2016,216,542,91,271,67,79,0.3985239852398524,0.33579335793357934,0.8481012658227848,0.48247232472324725,590,0.5114779110895347
Courtney Lee,2016,290,639,82,217,99,118,0.4538341158059468,0.3778801843317972,0.8389830508474576,0.5179968701095462,761,0.5507149887107046
Manu Ginobili,2016,197,435,70,179,91,112,0.4528735632183908,0.39106145251396646,0.8125,0.5333333333333333,555,0.5730156108036674
Raymond Felton,2016,277,682,60,213,149,176,0.40615835777126097,0.28169014084507044,0.8465909090909091,0.4501466275659824,763,0.5023438322974824
Doug McDermott,2016,291,644,110,259,72,84,0.4518633540372671,0.4247104247104247,0.8571428571428571,0.5372670807453416,764,0.5609727443609023
Kevin Martin,2016,156,419,49,135,153,172,0.3723150357995227,0.362962962962963,0.8895348837209303,0.4307875894988067,514,0.5195277755316569
Derrick Williams,2016,254,565,44,150,194,256,0.4495575221238938,0.29333333333333333,0.7578125,0.48849557522123893,746,0.5504397615252937
Kyle Korver,2016,268,615,158,398,45,54,0.43577235772357725,0.3969849246231156,0.8333333333333334,0.5642276422764227,739,0.5784645250172209
Aaron Gordon,2016,274,580,42,141,129,193,0.4724137931034483,0.2978723404255319,0.6683937823834197,0.5086206896551724,719,0.5406665463514408
Nene,2016,209,384,0,3,107,185,0.5442708333333334,0,0.5783783783783784,0.5442708333333334,525,0.5640309411259132
Jordan Farmar,2016,42,100,16,45,10,10,0.42,0.35555555555555557,1,0.5,110,0.5268199233716475
Marcus Smart,2016,184,529,61,241,129,166,0.34782608695652173,0.25311203319502074,0.7771084337349398,0.4054820415879017,558,0.46342435718556907
Mason Plumlee,2016,267,517,0,4,215,335,0.5164410058027079,0,0.6417910447761194,0.5164410058027079,749,0.5636664659843468
Alex Len,2016,264,623,1,7,174,239,0.42375601926163725,0.14285714285714285,0.7280334728033473,0.4245585874799358,703,0.48272357723577236
Gerald Green,2016,230,587,84,260,72,92,0.39182282793867124,0.3230769230769231,0.782608695652174,0.46337308347529815,616,0.4908522980812137
Rodney Stuckey,2016,183,444,20,83,131,158,0.41216216216216217,0.24096385542168675,0.8291139240506329,0.4346846846846847,517,0.5033883782520642
Archie Goodwin,2016,176,422,23,99,130,193,0.41706161137440756,0.23232323232323232,0.6735751295336787,0.4443127962085308,505,0.4981062100528683
Austin Rivers,2016,226,516,62,185,79,116,0.437984496124031,0.33513513513513515,0.6810344827586207,0.49806201550387597,593,0.5228908013544018
Jordan Hill,2016,278,548,0,1,89,125,0.5072992700729927,0,0.712,0.5072992700729927,645,0.5348258706467661
Jeremy Lamb,2016,230,510,56,181,64,88,0.45098039215686275,0.30939226519337015,0.7272727272727273,0.5058823529411764,580,0.5285026971861787
Cody Zeller,2016,231,437,1,10,175,232,0.528604118993135,0.1,0.7543103448275862,0.5297482837528604,638,0.5917489055427765
Luis Scola,2016,269,598,65,161,61,84,0.4498327759197324,0.40372670807453415,0.7261904761904762,0.504180602006689,664,0.5228675822099029
Toney Douglas,2016,184,446,81,203,84,99,0.4125560538116592,0.39901477832512317,0.8484848484848485,0.5033632286995515,533,0.5443663698014544
Tyler Johnson,2016,118,242,27,70,51,64,0.48760330578512395,0.38571428571428573,0.796875,0.5433884297520661,314,0.5811371039384068
Terrence Jones,2016,166,367,25,79,77,116,0.45231607629427795,0.31645569620253167,0.6637931034482759,0.48637602179836514,434,0.5190890823844608
Gerald Henderson,2016,232,529,48,137,112,146,0.43856332703213613,0.35036496350364965,0.7671232876712328,0.4839319470699433,624,0.5259254264715798
Shelvin Mack,2016,182,415,39,124,45,61,0.43855421686746987,0.31451612903225806,0.7377049180327869,0.4855421686746988,448,0.5069708491761724
Taj Gibson,2016,263,501,0,3,101,146,0.5249500998003992,0,0.6917808219178082,0.5249500998003992,627,0.5546316608874107
Tim Duncan,2016,215,442,0,2,92,131,0.48642533936651583,0,0.7022900763358778,0.48642533936651583,522,0.5223761107997759
Zaza Pachulia,2016,219,470,0,3,212,276,0.46595744680851064,0,0.7681159420289855,0.46595744680851064,650,0.5495062897335317
Patty Mills,2016,260,612,123,320,47,58,0.42483660130718953,0.384375,0.8103448275862069,0.5253267973856209,690,0.5411594930355126
Cory Joseph,2016,257,585,30,110,133,174,0.4393162393162393,0.2727272727272727,0.764367816091954,0.46495726495726497,677,0.5116693875083137
Jon Leuer,2016,224,466,42,110,77,101,0.48068669527896996,0.38181818181818183,0.7623762376237624,0.5257510729613734,567,0.5554031815688426
Nik Stauskas,2016,210,545,106,325,91,118,0.3853211009174312,0.3261538461538461,0.7711864406779662,0.48256880733944957,617,0.5168196743282182
Tony Wroten,2016,22,65,3,17,20,37,0.3384615384615385,0.17647058823529413,0.5405405405405406,0.36153846153846153,67,0.4121555118110236
Tony Allen,2016,215,469,15,42,90,138,0.4584221748400853,0.35714285714285715,0.6521739130434783,0.4744136460554371,535,0.5049837650079287
Meyers Leonard,2016,194,434,86,228,35,46,0.4470046082949309,0.37719298245614036,0.7608695652173914,0.5460829493087558,509,0.5602765058119056
Lance Stephenson,2016,228,474,30,78,87,111,0.4810126582278481,0.38461538461538464,0.7837837837837838,0.5126582278481012,573,0.5479687858618315
Mo Williams,2016,132,302,36,102,38,42,0.4370860927152318,0.35294117647058826,0.9047619047619048,0.4966887417218543,338,0.5273339990014977
Jusuf Nurkic,2016,101,242,0,3,61,99,0.41735537190082644,0,0.6161616161616161,0.41735537190082644,263,0.460498669281412
Lance Thomas,2016,169,382,44,109,102,119,0.4424083769633508,0.4036697247706422,0.8571428571428571,0.5,484,0.5571415415784142
Stanley Johnson,2016,225,600,63,205,80,102,0.375,0.3073170731707317,0.7843137254901961,0.4275,593,0.45977546210147624
PJ Tucker,2016,239,582,68,206,106,142,0.4106529209621993,0.3300970873786408,0.7464788732394366,0.4690721649484536,652,0.5058341608738828
Jared Dudley,2016,233,487,100,239,72,98,0.4784394250513347,0.41841004184100417,0.7346938775510204,0.5811088295687885,638,0.6017505470459519
