PLAYER,SEASON,FGM,FGA,TPM,TPA,FTM,FTA,FGP,TPP,FTP,eFGP,PTS,TSP
Andrew Bogut,2011,367,742,0,4,96,217,0.4946091644204852,0,0.4423963133640553,0.4946091644204852,830,0.4955342217127573
Thaddeus Young,2011,458,847,6,22,123,174,0.5407319952774499,0.2727272727272727,0.7068965517241379,0.5442739079102715,1045,0.5657455931395903
Andre Miller,2011,388,844,4,37,249,292,0.4597156398104265,0.10810810810810811,0.8527397260273972,0.46208530805687204,1029,0.5290597235932872
Channing Frye,2011,358,829,171,439,89,107,0.43184559710494574,0.3895216400911162,0.8317757009345794,0.5349819059107358,976,0.5570267555474385
Roy Hibbert,2011,410,890,0,4,205,275,0.4606741573033708,0,0.7454545454545455,0.4606741573033708,1025,0.5069238377843719
Arron Afflalo,2011,312,627,105,248,138,163,0.49760765550239233,0.42338709677419356,0.8466257668711656,0.5813397129186603,867,0.6204201969315319
Shawn Marion,2011,434,834,5,33,126,164,0.5203836930455635,0.15151515151515152,0.7682926829268293,0.5233812949640287,999,0.5512271563520791
Nicolas Batum,2011,367,807,118,342,138,164,0.4547707558859975,0.34502923976608185,0.8414634146341463,0.5278810408921933,990,0.5630374448337049
J.R. Smith,2011,341,784,124,318,163,221,0.43494897959183676,0.389937106918239,0.7375565610859729,0.514030612244898,969,0.5497934728337343
Brandon Roy,2011,209,523,38,114,117,138,0.39961759082217974,0.3333333333333333,0.8478260869565217,0.4359464627151052,573,0.4908175152470362
James Harden,2011,298,684,113,324,289,343,0.43567251461988304,0.3487654320987654,0.8425655976676385,0.5182748538011696,998,0.5976620514540315
Corey Maggette,2011,253,559,28,78,271,325,0.4525939177101968,0.358974358974359,0.8338461538461538,0.4776386404293381,805,0.5733618233618234
Carl Landry,2011,345,687,0,4,213,288,0.5021834061135371,0,0.7395833333333334,0.5021834061135371,903,0.5548591653148502
Luke Ridnour,2011,319,681,81,184,121,137,0.4684287812041116,0.44021739130434784,0.8832116788321168,0.5279001468428781,840,0.5665875242823225
Marc Gasol,2011,364,691,3,7,220,294,0.5267727930535456,0.42857142857142855,0.7482993197278912,0.5289435600578871,951,0.5796235798917548
Glen Davis,2011,359,801,2,15,195,265,0.44818976279650435,0.13333333333333333,0.7358490566037735,0.449438202247191,915,0.49858326068003483
Rashard Lewis,2011,252,582,87,244,77,96,0.4329896907216495,0.35655737704918034,0.8020833333333334,0.5077319587628866,668,0.5350506215558118
Andrei Kirilenko,2011,253,542,36,98,208,270,0.466789667896679,0.3673469387755102,0.7703703703703704,0.5,750,0.5674939467312349
Joakim Noah,2011,211,402,0,1,139,188,0.5248756218905473,0,0.7393617021276596,0.5248756218905473,561,0.578684601419376
Jordan Crawford,2011,192,500,33,128,73,84,0.384,0.2578125,0.8690476190476191,0.417,490,0.456272348033373
Ty Lawson,2011,346,688,69,171,172,225,0.502906976744186,0.40350877192982454,0.7644444444444445,0.5530523255813954,933,0.5927573062261754
Daniel Gibson,2011,264,660,118,293,134,163,0.4,0.40273037542662116,0.8220858895705522,0.4893939393939394,780,0.5329907614934675
George Hill,2011,287,633,77,204,233,270,0.45339652448657186,0.37745098039215685,0.8629629629629629,0.514218009478673,884,0.5879223197658953
Carlos Delfino,2011,200,513,105,284,60,75,0.3898635477582846,0.36971830985915494,0.8,0.4922027290448343,565,0.5173992673992674
Drew Gooden,2011,156,362,3,20,81,102,0.430939226519337,0.15,0.7941176470588235,0.4350828729281768,396,0.48662996460872987
O.J. Mayo,2011,304,747,96,264,99,131,0.4069611780455154,0.36363636363636365,0.7557251908396947,0.47121820615796517,803,0.49898091071783657
Boris Diaw,2011,381,774,78,226,84,123,0.49224806201550386,0.34513274336283184,0.6829268292682927,0.5426356589147286,924,0.5578901608462542
Brandon Bass,2011,332,645,0,2,190,233,0.5147286821705427,0,0.8154506437768241,0.5147286821705427,854,0.5712221746575342
Ben Gordon,2011,339,770,107,266,136,160,0.44025974025974024,0.40225563909774437,0.85,0.5097402597402597,921,0.5479533555449786
Mike Dunleavy,2011,240,520,102,254,100,125,0.46153846153846156,0.4015748031496063,0.8,0.5596153846153846,682,0.5930434782608696
Linas Kleiza,2011,178,406,39,131,41,65,0.43842364532019706,0.29770992366412213,0.6307692307692307,0.48645320197044334,436,0.5016106764841233
Charlie Villanueva,2011,313,708,125,323,89,116,0.442090395480226,0.38699690402476783,0.7672413793103449,0.530367231638418,840,0.5533305227655987
Trevor Ariza,2011,303,762,82,271,138,197,0.39763779527559057,0.3025830258302583,0.700507614213198,0.45144356955380577,826,0.48663807324315406
Richard Jefferson,2011,304,642,135,307,148,195,0.4735202492211838,0.43973941368078173,0.7589743589743589,0.5786604361370716,891,0.612118713932399
Tyler Hansbrough,2011,285,613,0,2,197,253,0.46492659053833607,0,0.7786561264822134,0.46492659053833607,767,0.5294621161917384
Hedo Turkoglu,2011,322,722,127,310,106,156,0.44598337950138506,0.4096774193548387,0.6794871794871795,0.5339335180055401,877,0.5546139836082161
Gilbert Arenas,2011,269,734,97,327,120,153,0.36648501362397823,0.2966360856269113,0.7843137254901961,0.43256130790190733,755,0.47109768881345776
Aaron Brooks,2011,220,587,70,236,124,140,0.3747870528109029,0.2966101694915254,0.8857142857142857,0.434412265758092,634,0.4887449892075239
Ryan Anderson,2011,226,525,134,341,95,117,0.43047619047619046,0.39296187683284456,0.811965811965812,0.5580952380952381,681,0.5906536219816819
Rajon Rondo,2011,318,670,10,43,75,132,0.4746268656716418,0.23255813953488372,0.5681818181818182,0.48208955223880595,721,0.4951378969344028
Jared Dudley,2011,300,629,105,253,162,218,0.4769475357710652,0.4150197628458498,0.7431192660550459,0.5604133545310016,867,0.5979970203608674
Toney Douglas,2011,314,755,143,383,85,107,0.41589403973509936,0.3733681462140992,0.794392523364486,0.5105960264900662,856,0.5336126072212248
Al Harrington,2011,281,675,117,328,86,117,0.4162962962962963,0.3567073170731707,0.7350427350427351,0.502962962962963,765,0.5265113974231913
Jodie Meeks,2011,242,570,138,348,152,170,0.4245614035087719,0.39655172413793105,0.8941176470588236,0.5456140350877193,774,0.6001861042183623
Marco Belinelli,2011,302,691,134,324,98,125,0.43704775687409553,0.41358024691358025,0.784,0.5340086830680174,836,0.5603217158176944
Marvin Williams,2011,246,537,37,110,147,174,0.4581005586592179,0.33636363636363636,0.8448275862068966,0.4925512104283054,676,0.5508833691896473
Emeka Okafor,2011,300,524,0,1,145,258,0.5725190839694656,0,0.562015503875969,0.5725190839694656,745,0.5842953946542854
Kirk Hinrich,2011,278,623,75,188,106,126,0.4462279293739968,0.39893617021276595,0.8412698412698413,0.5064205457463884,737,0.5431578326749602
Tyrus Thomas,2011,156,331,0,3,107,136,0.47129909365558914,0,0.7867647058823529,0.47129909365558914,419,0.5360249718554907
Marcin Gortat,2011,338,603,1,4,140,193,0.560530679933665,0.25,0.7253886010362695,0.5613598673300166,817,0.5938190487265962
JaVale McGee,2011,332,604,0,3,134,230,0.5496688741721855,0,0.5826086956521739,0.5496688741721855,798,0.5657969370391378
JJ Redick,2011,197,447,87,219,112,128,0.4407158836689038,0.3972602739726027,0.875,0.5380313199105146,593,0.589088452674243
Kris Humphries,2011,307,583,0,1,127,191,0.5265866209262435,0,0.6649214659685864,0.5265866209262435,741,0.555438954185656
Martell Webster,2011,152,340,55,132,94,122,0.4470588235294118,0.4166666666666667,0.7704918032786885,0.5279411764705882,453,0.5753403779719569
Serge Ibaka,2011,335,617,0,1,138,184,0.5429497568881686,0,0.75,0.5429497568881686,808,0.578829732362886
Jose Calderon,2011,262,596,57,156,88,103,0.4395973154362416,0.36538461538461536,0.8543689320388349,0.4874161073825503,669,0.5215804902388823
Chase Budinger,2011,279,656,89,274,118,138,0.4253048780487805,0.3248175182481752,0.855072463768116,0.49314024390243905,765,0.5336812144212524
Gary Neal,2011,285,632,129,308,84,104,0.4509493670886076,0.41883116883116883,0.8076923076923077,0.553006329113924,783,0.5776381019830028
Sasha Vujacic,2011,239,595,97,262,81,96,0.4016806722689076,0.3702290076335878,0.84375,0.4831932773109244,656,0.5147197288305819
Randy Foye,2011,206,531,71,217,133,149,0.3879472693032015,0.3271889400921659,0.8926174496644296,0.4548022598870056,616,0.516293415582674
Landry Fields,2011,299,602,86,219,113,147,0.49667774086378735,0.3926940639269406,0.7687074829931972,0.5681063122923588,797,0.5977380452390951
Francisco Garcia,2011,207,475,81,224,65,76,0.4357894736842105,0.36160714285714285,0.8552631578947368,0.5210526315789473,560,0.5507041145464558
Gerald Henderson,2011,259,570,7,36,128,163,0.4543859649122807,0.19444444444444445,0.7852760736196319,0.4605263157894737,653,0.5087888798853082
Jordan Farmar,2011,255,651,109,304,82,100,0.391705069124424,0.35855263157894735,0.82,0.4754224270353303,701,0.50431654676259
Amir Johnson,2011,281,495,0,1,126,160,0.5676767676767677,0,0.7875,0.5676767676767677,688,0.6084188185355501
Ersan Ilyasova,2011,221,507,36,121,93,104,0.4358974358974359,0.2975206611570248,0.8942307692307693,0.4714003944773176,571,0.5164990230841595
Jose Juan Barea,2011,285,649,66,189,133,157,0.4391371340523883,0.3492063492063492,0.8471337579617835,0.4899845916795069,769,0.5354556595365418
Greg Monroe,2011,303,550,0,1,145,233,0.5509090909090909,0,0.6223175965665236,0.5509090909090909,751,0.5754612885428799
Sonny Weems,2011,228,513,17,61,72,94,0.4444444444444444,0.2786885245901639,0.7659574468085106,0.46101364522417154,545,0.4915578324554441
Reggie Williams,2011,268,572,102,241,100,134,0.46853146853146854,0.42323651452282157,0.746268656716418,0.5576923076923077,738,0.5848231266641308
Travis Outlaw,2011,274,731,76,252,132,171,0.3748290013679891,0.30158730158730157,0.7719298245614035,0.426812585499316,756,0.46884302440960507
Jerryd Bayless,2011,218,517,49,146,166,206,0.42166344294003866,0.3356164383561644,0.8058252427184466,0.4690522243713733,651,0.5356790204726483
Darrell Arthur,2011,310,624,0,6,109,134,0.4967948717948718,0,0.8134328358208955,0.4967948717948718,729,0.5337062199836008
Anderson Varejao,2011,114,216,0,2,54,81,0.5277777777777778,0,0.6666666666666666,0.5277777777777778,282,0.5603242727706247
Brandon Rush,2011,217,515,93,223,80,106,0.42135922330097086,0.4170403587443946,0.7547169811320755,0.5116504854368932,607,0.5403817391923652
Wesley Johnson,2011,271,682,103,289,64,92,0.3973607038123167,0.356401384083045,0.6956521739130435,0.47287390029325516,709,0.490671022035212
Tony Allen,2011,251,492,4,23,137,182,0.5101626016260162,0.17391304347826086,0.7527472527472527,0.5142276422764228,643,0.5619843378548455
Jarrett Jack,2011,260,637,33,108,182,214,0.40816326530612246,0.3055555555555556,0.8504672897196262,0.4340659340659341,735,0.5026259642212375
Jason Thompson,2011,271,534,0,3,121,200,0.5074906367041199,0,0.605,0.5074906367041199,663,0.5329581993569131
Willie Green,2011,270,609,54,155,78,100,0.4433497536945813,0.34838709677419355,0.78,0.4876847290640394,672,0.5145482388973966
Shannon Brown,2011,273,643,74,212,92,101,0.42457231726283046,0.3490566037735849,0.9108910891089109,0.4821150855365474,712,0.5178633771674619
Kenyon Martin,2011,185,362,2,9,42,72,0.511049723756906,0.2222222222222222,0.5833333333333334,0.5138121546961326,414,0.525807762649868
Mike Bibby,2011,248,576,153,348,39,62,0.4305555555555556,0.4396551724137931,0.6290322580645161,0.5633680555555556,688,0.5702161517040181
Omri Casspi,2011,225,546,92,247,68,101,0.41208791208791207,0.3724696356275304,0.6732673267326733,0.49633699633699635,610,0.5165639184337104
Rudy Fernandez,2011,213,575,116,361,126,146,0.37043478260869567,0.32132963988919666,0.863013698630137,0.47130434782608693,668,0.5224954633627432
Metta World Peace,2011,261,658,83,233,92,136,0.3966565349544073,0.3562231759656652,0.6764705882352942,0.45972644376899696,697,0.4854842304691853
Peja Stojakovic,2011,100,227,57,136,23,25,0.44052863436123346,0.41911764705882354,0.92,0.566079295154185,280,0.5882352941176471
Josh Howard,2011,58,162,7,29,29,47,0.35802469135802467,0.2413793103448276,0.6170212765957447,0.37962962962962965,152,0.4160280271513028
Rodrigue Beaubois,2011,94,223,25,83,23,30,0.42152466367713004,0.30120481927710846,0.7666666666666667,0.47757847533632286,236,0.49957662997459784
Hakim Warrick,2011,228,446,1,11,212,294,0.5112107623318386,0.09090909090909091,0.7210884353741497,0.5123318385650224,669,0.5813751390433816
Anthony Parker,2011,220,552,86,227,74,95,0.39855072463768115,0.3788546255506608,0.7789473684210526,0.47644927536231885,600,0.5052206130010105
DeJuan Blair,2011,292,583,0,2,90,137,0.5008576329331046,0,0.656934306569343,0.5008576329331046,674,0.5238776271608009
Courtney Lee,2011,253,576,71,174,95,120,0.4392361111111111,0.40804597701149425,0.7916666666666666,0.5008680555555556,672,0.5343511450381679
Kyle Korver,2011,242,557,120,289,77,87,0.43447037701974867,0.41522491349480967,0.8850574712643678,0.5421903052064632,681,0.5719997312189222
Samuel Dalembert,2011,268,567,0,2,108,148,0.47266313932980597,0,0.7297297297297297,0.47266313932980597,644,0.5093969499462128
Corey Brewer,2011,193,488,30,112,136,192,0.39549180327868855,0.26785714285714285,0.7083333333333334,0.4262295081967213,552,0.4821129122414757
Tracy McGrady,2011,227,514,30,88,90,129,0.44163424124513617,0.3409090909090909,0.6976744186046512,0.4708171206225681,574,0.5028383208353774
Raja Bell,2011,191,467,68,193,91,102,0.4089935760171306,0.35233160621761656,0.8921568627450981,0.4817987152034261,541,0.5284441666015472
Will Bynum,2011,182,406,16,50,102,122,0.4482758620689655,0.32,0.8360655737704918,0.46798029556650245,482,0.5242777584406544
Jason Kidd,2011,215,596,133,391,67,77,0.36073825503355705,0.340153452685422,0.8701298701298701,0.47231543624161076,630,0.5000952562392836
Charles Hayes,2011,244,463,0,2,94,142,0.5269978401727862,0,0.6619718309859155,0.5269978401727862,582,0.5537794016898835
Paul George,2011,179,395,41,138,77,101,0.4531645569620253,0.2971014492753623,0.7623762376237624,0.5050632911392405,476,0.5415983979610414
Samardo Samuels,2011,110,241,0,3,68,110,0.45643153526970953,0,0.6181818181818182,0.45643153526970953,288,0.49758120248790605
Anthony Randolph,2011,123,264,1,4,58,86,0.4659090909090909,0.25,0.6744186046511628,0.4678030303030303,305,0.5052345613570103
Shane Battier,2011,229,509,102,267,64,93,0.449901768172888,0.38202247191011235,0.6881720430107527,0.550098231827112,624,0.5673552516729706
Goran Dragic,2011,192,441,56,155,83,133,0.43537414965986393,0.36129032258064514,0.6240601503759399,0.4988662131519274,523,0.5235025624599616
Austin Daye,2011,193,471,69,172,82,108,0.40976645435244163,0.4011627906976744,0.7592592592592593,0.4830148619957537,537,0.5178199490858598
Chris Wilcox,2011,187,322,0,1,50,89,0.5807453416149069,0,0.5617977528089888,0.5807453416149069,424,0.5869974526525639
Josh McRoberts,2011,211,386,23,60,88,119,0.5466321243523317,0.38333333333333336,0.7394957983193278,0.5764248704663213,533,0.6079478054567022
Al Thornton,2011,205,431,4,26,110,142,0.4756380510440835,0.15384615384615385,0.7746478873239436,0.4802784222737819,524,0.530923239037043
Chris Douglas-Roberts,2011,117,273,15,46,74,89,0.42857142857142855,0.32608695652173914,0.8314606741573034,0.45604395604395603,323,0.5173628908252178
Sam Young,2011,233,494,17,50,89,116,0.4716599190283401,0.34,0.7672413793103449,0.4888663967611336,572,0.5247321297519448
Matt Bonner,2011,172,371,105,230,32,43,0.4636118598382749,0.45652173913043476,0.7441860465116279,0.605121293800539,481,0.6167931883463275
Evan Turner,2011,225,529,14,44,101,125,0.42533081285444235,0.3181818181818182,0.808,0.43856332703213613,565,0.4837328767123288
Spencer Hawes,2011,264,568,9,37,47,88,0.4647887323943662,0.24324324324324326,0.5340909090909091,0.4727112676056338,584,0.48127637130801687
Ryan Gomes,2011,207,505,72,211,61,85,0.4099009900990099,0.3412322274881517,0.7176470588235294,0.48118811881188117,547,0.5042404129793511
Sebastian Telfair,2011,97,241,28,78,44,60,0.4024896265560166,0.358974358974359,0.7333333333333333,0.4605809128630705,266,0.4973821989528796
Mickael Pietrus,2011,143,365,85,236,39,57,0.3917808219178082,0.3601694915254237,0.6842105263157895,0.5082191780821917,410,0.5255332239540608
Earl Boykins,2011,156,352,27,71,69,82,0.4431818181818182,0.38028169014084506,0.8414634146341463,0.4815340909090909,408,0.5256648113790972
Keyon Dooling,2011,206,519,81,234,78,94,0.3969171483622351,0.34615384615384615,0.8297872340425532,0.4749518304431599,571,0.509493896780641
Nazr Mohammed,2011,234,448,0,1,67,112,0.5223214285714286,0,0.5982142857142857,0.5223214285714286,535,0.5379263191763192
James Johnson,2011,108,237,8,34,47,71,0.45569620253164556,0.23529411764705882,0.6619718309859155,0.47257383966244726,271,0.5051446465851476
Taj Gibson,2011,234,502,1,8,100,148,0.46613545816733065,0.125,0.6756756756756757,0.46713147410358563,569,0.5016574975313867
Shawne Williams,2011,164,385,85,212,41,49,0.42597402597402595,0.4009433962264151,0.8367346938775511,0.5363636363636364,454,0.5583431719795356
DeAndre Jordan,2011,234,341,0,1,98,217,0.6862170087976539,0,0.45161290322580644,0.6862170087976539,566,0.6483687683284457
Christian Eyenga,2011,130,306,25,91,18,28,0.42483660130718953,0.27472527472527475,0.6428571428571429,0.46568627450980393,303,0.47593616486554413
Derek Fisher,2011,206,529,63,159,83,103,0.389413988657845,0.39622641509433965,0.8058252427184466,0.44896030245746693,558,0.4857918930213121
Nate Robinson,2011,150,376,65,200,36,44,0.39893617021276595,0.325,0.8181818181818182,0.4853723404255319,401,0.507132739781465
Matt Barnes,2011,131,279,34,107,60,77,0.46953405017921146,0.3177570093457944,0.7792207792207793,0.5304659498207885,356,0.5689082076195346
Luc Mbah a Moute,2011,198,428,0,7,133,188,0.46261682242990654,0,0.7074468085106383,0.46261682242990654,529,0.5178963032581453
Eric Bledsoe,2011,206,486,32,116,99,133,0.42386831275720166,0.27586206896551724,0.7443609022556391,0.4567901234567901,543,0.49860427532505697
Anthony Tolliver,2011,141,313,47,115,105,131,0.4504792332268371,0.40869565217391307,0.8015267175572519,0.5255591054313099,434,0.5854737750917333
Wayne Ellington,2011,160,397,48,121,42,53,0.40302267002518893,0.39669421487603307,0.7924528301886793,0.4634760705289673,410,0.4877236391320898
Jermaine Taylor,2011,94,196,14,45,21,28,0.47959183673469385,0.3111111111111111,0.75,0.5153061224489796,223,0.5352342549923196
Shaun Livingston,2011,185,397,1,4,108,125,0.4659949622166247,0.25,0.864,0.4672544080604534,479,0.5298672566371682
A.J. Price,2011,114,320,41,149,54,81,0.35625,0.2751677852348993,0.6666666666666666,0.4203125,323,0.4541108986615679
Eddie House,2011,128,321,68,175,38,40,0.3987538940809969,0.38857142857142857,0.95,0.5046728971962616,362,0.5345540460720614
Mario Chalmers,2011,155,388,83,231,54,62,0.39948453608247425,0.3593073593073593,0.8709677419354839,0.5064432989690721,447,0.5381910999807359
Brad Miller,2011,132,296,40,107,78,94,0.44594594594594594,0.37383177570093457,0.8297872340425532,0.5135135135135135,382,0.5661607778041261
Maurice Evans,2011,177,424,55,167,52,58,0.41745283018867924,0.32934131736526945,0.896551724137931,0.482311320754717,461,0.5127691760099662
Patrick Patterson,2011,149,267,0,2,30,42,0.5580524344569289,0,0.7142857142857143,0.5580524344569289,328,0.574471066274345
Dahntay Jones,2011,100,214,14,39,69,90,0.4672897196261682,0.358974358974359,0.7666666666666667,0.5,283,0.5579652996845426
Ronnie Brewer,2011,205,427,6,27,87,133,0.48009367681498827,0.2222222222222222,0.6541353383458647,0.48711943793911006,503,0.5180013181743286
Dante Cunningham,2011,218,472,1,13,45,62,0.461864406779661,0.07692307692307693,0.7258064516129032,0.4629237288135593,482,0.4826950809165198
Andres Nocioni,2011,118,277,42,118,49,61,0.4259927797833935,0.3559322033898305,0.8032786885245902,0.5018050541516246,327,0.5381121642969985
Manny Harris,2011,108,289,34,92,71,93,0.3737024221453287,0.3695652173913043,0.7634408602150538,0.43252595155709345,321,0.4864815712900097
Alonzo Gee,2011,121,264,17,51,72,92,0.4583333333333333,0.3333333333333333,0.782608695652174,0.49053030303030304,331,0.5435496584340515
James Jones,2011,146,346,123,287,60,72,0.42196531791907516,0.42857142857142855,0.8333333333333334,0.5997109826589595,475,0.6288392289769117
Donte Greene,2011,156,386,45,154,43,65,0.40414507772020725,0.2922077922077922,0.6615384615384615,0.46243523316062174,400,0.482392667631452
DJ White,2011,111,219,0,2,46,64,0.5068493150684932,0,0.71875,0.5068493150684932,268,0.5421589253924584
Jordan Hill,2011,173,352,0,2,60,85,0.4914772727272727,0,0.7058823529411765,0.4914772727272727,406,0.5213148433487417
Al-Farouq Aminu,2011,160,406,45,143,92,119,0.39408866995073893,0.3146853146853147,0.773109243697479,0.44950738916256155,457,0.4985164499520028
Delonte West,2011,55,120,12,33,13,15,0.4583333333333333,0.36363636363636365,0.8666666666666667,0.5083333333333333,135,0.533175355450237
Yi Jianlian,2011,145,347,3,13,62,91,0.41786743515850144,0.23076923076923078,0.6813186813186813,0.42219020172910665,355,0.45860892930963204
Kyle Weaver,2011,9,25,3,7,7,8,0.36,0.42857142857142855,0.875,0.42,28,0.4908835904628331
Luther Head,2011,68,164,25,64,39,50,0.4146341463414634,0.390625,0.78,0.49085365853658536,200,0.5376344086021505
Mike Miller,2011,81,202,43,118,23,34,0.400990099009901,0.3644067796610169,0.6764705882352942,0.5074257425742574,228,0.5254424778761062
Chris Andersen,2011,82,137,0,1,86,135,0.5985401459854015,0,0.6370370370370371,0.5985401459854015,250,0.6364562118126272
Daequan Cook,2011,79,181,65,154,16,20,0.43646408839779005,0.42207792207792205,0.8,0.6160220994475138,239,0.6296101159114857
Marquis Daniels,2011,114,232,4,21,39,57,0.49137931034482757,0.19047619047619047,0.6842105263157895,0.5,271,0.5270732845806753
Patty Mills,2011,135,328,47,133,36,47,0.4115853658536585,0.3533834586466165,0.7659574468085106,0.48323170731707316,353,0.506194791786165
Othyus Jeffers,2011,31,65,1,4,30,46,0.47692307692307695,0.25,0.6521739130434783,0.4846153846153846,93,0.5455185358986392
T.J. Ford,2011,91,236,6,32,35,48,0.3855932203389831,0.1875,0.7291666666666666,0.3983050847457627,223,0.4336496577473553
Gordon Hayward,2011,142,293,35,74,69,97,0.48464163822525597,0.47297297297297297,0.711340206185567,0.5443686006825939,388,0.5779313632030505
Craig Smith,2011,104,188,0,5,50,68,0.5531914893617021,0,0.7352941176470589,0.5531914893617021,258,0.5919603524229075
Marreese Speights,2011,144,291,1,4,55,73,0.4948453608247423,0.25,0.7534246575342466,0.4965635738831615,344,0.5323099777172567
Jermaine O'Neal,2011,50,109,0,1,29,43,0.45871559633027525,0,0.6744186046511628,0.45871559633027525,129,0.5042213883677298
Antonio McDyess,2011,169,344,0,1,52,77,0.49127906976744184,0,0.6753246753246753,0.49127906976744184,390,0.51603683709114
Trevor Booker,2011,139,253,0,1,68,101,0.549407114624506,0,0.6732673267326733,0.549407114624506,346,0.5816299085529855
DeShawn Stevenson,2011,128,330,94,249,33,43,0.3878787878787879,0.37751004016064255,0.7674418604651163,0.5303030303030303,383,0.5488364094921472
Leon Powe,2011,59,119,0,2,40,72,0.4957983193277311,0,0.5555555555555556,0.4957983193277311,158,0.5242898858508096
Jonny Flynn,2011,108,296,31,100,32,42,0.36486486486486486,0.31,0.7619047619047619,0.4172297297297297,279,0.44358941745103025
Joey Graham,2011,82,179,9,30,29,36,0.4581005586592179,0.3,0.8055555555555556,0.48324022346368717,202,0.5183740505029768
Gary Forbes,2011,124,273,19,58,59,87,0.4542124542124542,0.3275862068965517,0.6781609195402298,0.489010989010989,326,0.523644307375996
Jeff Teague,2011,133,304,18,48,77,97,0.4375,0.375,0.7938144329896907,0.46710526315789475,361,0.5206530518056998
Thabo Sefolosha,2011,157,333,28,102,59,79,0.47147147147147145,0.27450980392156865,0.7468354430379747,0.5135135135135135,401,0.545192516858821
Terrence Williams,2011,43,115,6,22,14,21,0.3739130434782609,0.2727272727272727,0.6666666666666666,0.4,106,0.42659368963296845
Vladimir Radmanovic,2011,137,318,70,173,30,34,0.4308176100628931,0.4046242774566474,0.8823529411764706,0.5408805031446541,374,0.5616290245074483
Josh Childress,2011,121,214,1,16,29,59,0.5654205607476636,0.0625,0.4915254237288136,0.5677570093457944,272,0.5667611268544758
Zabian Dowdell,2011,51,125,3,10,16,17,0.408,0.3,0.9411764705882353,0.42,121,0.4566727053140097
Zydrunas Ilgauskas,2011,162,319,0,1,36,46,0.5078369905956113,0,0.782608695652174,0.5078369905956113,360,0.5305978068623983
CJ Watson,2011,146,394,44,112,69,93,0.37055837563451777,0.39285714285714285,0.7419354838709677,0.4263959390862944,405,0.46560286949324015
Mehmet Okur,2011,22,62,5,16,15,20,0.3548387096774194,0.3125,0.75,0.3951612903225806,64,0.4519774011299435
James Posey,2011,81,241,67,212,11,15,0.3360995850622407,0.3160377358490566,0.7333333333333333,0.475103734439834,240,0.48465266558966075
Henry Walker,2011,104,236,59,153,31,44,0.4406779661016949,0.38562091503267976,0.7045454545454546,0.565677966101695,298,0.5834899749373433
Carlos Arroyo,2011,120,273,31,69,39,47,0.43956043956043955,0.4492753623188406,0.8297872340425532,0.49633699633699635,310,0.5277853445927541
Brian Cook,2011,72,170,34,79,15,24,0.4235294117647059,0.43037974683544306,0.625,0.5235294117647059,193,0.5344483828090385
Rasual Butler,2011,79,237,46,136,18,27,0.3333333333333333,0.3382352941176471,0.6666666666666666,0.43037974683544306,222,0.44599807135969144
Rodney Carney,2011,46,110,17,38,18,27,0.41818181818181815,0.4473684210526316,0.6666666666666666,0.4954545454545455,127,0.5210042664916311
Marcus Camby,2011,117,294,0,1,43,70,0.3979591836734694,0,0.6142857142857143,0.3979591836734694,277,0.42641625615763545
Tiago Splitter,2011,101,191,0,1,76,140,0.5287958115183246,0,0.5428571428571428,0.5287958115183246,278,0.55027711797308
Sundiata Gaines,2011,42,105,9,38,18,36,0.4,0.23684210526315788,0.5,0.44285714285714284,111,0.45928500496524327
Brendan Haywood,2011,128,223,0,1,64,177,0.5739910313901345,0,0.3615819209039548,0.5739910313901345,320,0.5317734645041212
Reggie Evans,2011,42,103,0,1,48,88,0.4077669902912621,0,0.5454545454545454,0.4077669902912621,132,0.4657070279424217
Damion James,2011,46,103,0,3,18,28,0.44660194174757284,0,0.6428571428571429,0.44660194174757284,110,0.47693374956642387
Michael Redd,2011,18,45,4,17,4,4,0.4,0.23529411764705882,1,0.4444444444444444,44,0.47048759623609926
Keith Bogans,2011,124,307,90,237,21,32,0.40390879478827363,0.379746835443038,0.65625,0.5504885993485342,359,0.5590507038744238
Quentin Richardson,2011,87,255,42,146,33,44,0.3411764705882353,0.2876712328767123,0.75,0.4235294117647059,249,0.4537833503426155
Matt Carroll,2011,89,199,17,46,40,52,0.4472361809045226,0.3695652173913043,0.7692307692307693,0.4899497487437186,235,0.5295655309176132
Xavier Henry,2011,65,160,2,17,33,52,0.40625,0.11764705882352941,0.6346153846153846,0.4125,165,0.4511154855643045
Jamario Moon,2011,101,248,38,123,15,17,0.40725806451612906,0.3089430894308943,0.8823529411764706,0.4838709677419355,255,0.4990605918271489
Jason Smith,2011,136,307,0,2,59,70,0.44299674267100975,0,0.8428571428571429,0.44299674267100975,331,0.48993487270574304
Earl Watson,2011,126,307,36,107,55,82,0.41042345276872966,0.3364485981308411,0.6707317073170732,0.46905537459283386,343,0.49988340911740703
Trey Johnson,2011,12,33,1,3,9,10,0.36363636363636365,0.3333333333333333,0.9,0.3787878787878788,34,0.4545454545454546
Eric Maynor,2011,134,333,37,96,43,59,0.4024024024024024,0.3854166666666667,0.7288135593220338,0.45795795795795796,348,0.48473367506128817
Acie Law,2011,81,186,6,36,47,64,0.43548387096774194,0.16666666666666666,0.734375,0.45161290322580644,215,0.5019611505416511
Alexis Ajinca,2011,59,133,12,34,13,18,0.44360902255639095,0.35294117647058826,0.7222222222222222,0.48872180451127817,143,0.507380073800738
