playerID,BA_2014,BA_2015
abreujo02,0.31654676258992803,0.2903752039151713
altuvjo01,0.3409090909090909,0.31347962382445144
andruel01,0.2633279483037157,0.25838926174496646
aybarer01,0.27843803056027167,0.2696817420435511
bautijo02,0.2857142857142857,0.2504604051565378
beltrad01,0.3242258652094718,0.2874779541446208
blackch02,0.28836424957841483,0.28664495114006516
bogaexa01,0.23977695167286245,0.3197389885807504
brantmi02,0.32733224222585927,0.31001890359168244
braunry02,0.2660377358490566,0.2845849802371542
bruceja01,0.21703853955375255,0.22586206896551725
butlebi03,0.27140255009107467,0.25092936802973975
cabreme01,0.301056338028169,0.27344992050874406
cabremi01,0.31260229132569556,0.337995337995338
calhoko01,0.2718052738336714,0.25555555555555554
canoro01,0.3142857142857143,0.28685897435897434
carpema01,0.2722689075630252,0.27177700348432055
casteni01,0.2589118198874296,0.2550091074681239
castrst01,0.2916666666666667,0.26508226691042047
choosh01,0.24175824175824176,0.2756756756756757
crawfbr01,0.24643584521384929,0.2564102564102564
cruzne02,0.2707993474714519,0.3016949152542373
davisch02,0.19555555555555557,0.2617801047120419
desmoia01,0.25463743676222594,0.2332761578044597
donaljo02,0.25493421052631576,0.2967741935483871
doziebr01,0.24247491638795987,0.2356687898089172
dudalu01,0.2529182879377432,0.24416135881104034
eatonad02,0.3004115226337449,0.28688524590163933
encared01,0.26834381551362685,0.2765151515151515
escobal02,0.2849740932642487,0.2565359477124183
escobyu01,0.25840336134453784,0.31401869158878504
fowlede01,0.2764976958525346,0.25
frazito01,0.2730318257956449,0.2552504038772213
gardnbr01,0.25585585585585585,0.2591943957968476
gonzaad01,0.27580372250423013,0.27495621716287216
gordode01,0.2889983579638752,0.3333333333333333
grandcu01,0.22695035460992907,0.25862068965517243
heywaja01,0.2705061082024433,0.29250457038391225
hosmeer01,0.27037773359840955,0.29716193656093487
hunteto01,0.2859744990892532,0.2399232245681382
jonesad01,0.281055900621118,0.2692307692307692
kempma01,0.28650646950092423,0.2651006711409396
kinslia01,0.27485380116959063,0.296474358974359
kipnija01,0.24,0.30265486725663715
lemahdj01,0.26720647773279355,0.30141843971631205
longoev01,0.2532051282051282,0.26986754966887416
markani01,0.2757009345794392,0.2957516339869281
martest01,0.2909090909090909,0.2867012089810017
mauerjo01,0.27692307692307694,0.2652027027027027
mccanbr01,0.23232323232323232,0.23225806451612904
mccutan01,0.31386861313868614,0.2915194346289753
murphda08,0.28859060402684567,0.280561122244489
ortizda01,0.2625482625482625,0.2727272727272727
peraljh01,0.2625,0.27461139896373055
perezsa02,0.25951557093425603,0.2598870056497175
plouftr01,0.25769230769230766,0.2443280977312391
poseybu01,0.31078610603290674,0.3177737881508079
pujolal01,0.2717219589257504,0.2441860465116279
ramiral03,0.2733118971061093,0.24871355060034306
rizzoan01,0.2862595419847328,0.2781569965870307
rolliji01,0.24349442379182157,0.22437137330754353
sandopa01,0.2789115646258503,0.24468085106382978
santaca01,0.23105360443622922,0.2309090909090909
seageky01,0.2677966101694915,0.2664526484751204
segurje01,0.24561403508771928,0.2571428571428571
simmoan01,0.24444444444444444,0.26542056074766357
troutmi01,0.287375415282392,0.2991304347826087
uptonju01,0.2703180212014134,0.25092250922509224
walkene01,0.271484375,0.26887661141804786
yelicch01,0.28350515463917525,0.3004201680672269
