Season,Player,Pos,Age,Tm,G,GS,MP,FGM,FGA,TPM,TPA,FTM,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS
2005,Charlie Ward,PG,34,HOU,14,13,360,24,77,16,51,11,13,6,33,43,15,0,18,22,75
2005,Earl Watson,PG,25,MEM,80,14,1808,236,554,52,163,91,138,35,129,359,83,19,167,184,615
2005,Clarence Weatherspoon,PF,34,HOU,40,18,525,47,114,0,0,29,35,35,87,17,9,6,15,74,123
2005,Chris Webber,PF,31,TOT,67,67,2370,555,1283,15,44,181,228,130,482,318,94,53,182,214,1306
2005,Chris Webber,PF,31,SAC,46,46,1668,412,917,11,29,143,179,94,353,252,68,34,133,144,978
2005,Chris Webber,PF,31,PHI,21,21,702,143,366,4,15,38,49,36,129,66,26,19,49,70,328
2005,Bonzi Wells,SG,28,MEM,69,19,1489,272,617,36,104,141,188,49,180,80,85,27,90,165,721
2005,Jiri Welsch,SG-SF,25,TOT,71,32,1317,149,371,34,110,129,169,26,141,103,44,5,73,121,461
2005,Jiri Welsch,SG,25,BOS,55,32,1125,137,320,32,99,109,141,20,119,84,39,5,58,105,415
2005,Jiri Welsch,SF,25,CLE,16,0,192,12,51,2,11,20,28,6,22,19,5,0,15,16,46
2005,David Wesley,SG,34,TOT,80,79,2774,334,840,118,315,162,189,38,190,265,96,9,113,215,948
2005,David Wesley,SG,34,NOH,26,26,934,133,342,28,80,67,76,12,73,109,35,1,54,65,361
2005,David Wesley,SG,34,HOU,54,53,1840,201,498,90,235,95,113,26,117,156,61,8,59,150,587
2005,David West,SF,24,NOH,30,8,552,75,172,2,5,34,50,40,89,23,12,16,37,62,186
2005,Delonte West,SG,21,BOS,39,7,507,66,155,24,67,19,27,14,51,53,21,8,24,69,175
2005,Jahidi White,C,28,CHA,17,0,135,14,31,0,0,14,40,11,23,1,2,12,11,31,42
2005,Rodney White,SF,24,TOT,58,2,677,121,289,24,60,27,44,24,65,44,32,11,37,64,293
2005,Rodney White,SF,24,DEN,42,2,531,98,227,19,44,21,34,20,54,36,30,10,27,51,236
2005,Rodney White,SF,24,GSW,16,0,146,23,62,5,16,6,10,4,11,8,2,1,10,13,57
2005,Chris Wilcox,C,22,LAC,54,25,1005,169,329,0,0,88,144,63,165,38,26,24,77,129,426
2005,Damien Wilkins,SF,25,SEA,29,7,520,73,168,16,59,21,34,29,37,26,22,10,16,55,183
2005,Mike Wilks,PG,25,SAS,48,0,278,32,77,5,16,12,16,4,21,33,14,1,14,26,81
2005,Aaron Williams,C,33,TOT,42,4,315,29,63,0,0,15,17,17,43,8,5,8,17,70,73
2005,Aaron Williams,C,33,NJN,19,0,150,14,27,0,0,9,10,7,24,6,4,5,11,25,37
2005,Aaron Williams,C,33,TOR,23,4,165,15,36,0,0,6,7,10,19,2,1,3,6,45,36
2005,Eric Williams,SG,32,TOT,55,39,1322,142,330,28,73,112,161,44,128,92,38,4,60,147,424
2005,Eric Williams,SG,32,NJN,21,21,739,87,185,17,40,74,108,28,67,42,16,2,34,80,265
2005,Eric Williams,SG,32,TOR,34,18,583,55,145,11,33,38,53,16,61,50,22,2,26,67,159
2005,Frank Williams,SG,24,CHI,9,0,71,3,20,0,4,0,0,2,4,11,2,3,3,9,6
2005,Jason Williams,PG,29,MEM,71,68,1952,266,644,107,330,80,101,19,103,399,75,5,130,91,719
2005,Jerome Williams,SF,31,NYK,79,4,1211,122,243,0,5,115,172,115,168,41,55,10,65,155,359
2005,Mo Williams,PG,22,MIL,80,80,2254,323,737,32,99,136,160,50,194,484,74,11,196,221,814
2005,Scott Williams,C,36,CLE,19,0,152,12,41,0,1,9,11,15,15,8,4,6,5,30,33
2005,Corliss Williamson,PF,31,TOT,72,9,1527,273,584,0,2,195,244,104,155,78,38,15,86,218,741
2005,Corliss Williamson,PF,31,PHI,48,5,1056,194,417,0,2,130,165,73,105,43,26,12,60,144,518
2005,Corliss Williamson,PF,31,SAC,24,4,471,79,167,0,0,65,79,31,50,35,12,3,26,74,223
2005,Kevin Willis,C,42,ATL,29,5,344,35,90,0,2,17,23,29,47,9,8,7,15,53,87
2005,Loren Woods,C,26,TOR,45,30,712,71,164,0,1,34,59,81,139,17,8,39,37,78,176
2005,Qyntel Woods,SF,23,MIA,3,0,40,5,12,0,0,0,0,2,4,0,4,0,2,6,10
2005,Metta World Peace,SF,25,IND,7,7,291,59,119,7,17,47,51,8,37,22,12,6,17,27,172
2005,Dorell Wright,SF,19,MIA,3,0,27,3,11,0,4,1,1,0,1,3,4,0,3,2,7
2005,Lorenzen Wright,C,29,MEM,80,77,2287,320,683,0,3,131,198,177,436,87,58,69,100,251,771
2005,Wang Zhizhi,C,27,MIA,20,0,92,17,36,2,3,7,12,6,12,5,3,2,5,9,43
2004,Shareef Abdur-Rahim,PF,27,TOT,85,56,2684,501,1054,9,34,373,429,189,450,174,68,37,184,222,1384
2004,Shareef Abdur-Rahim,PF,27,ATL,53,53,1956,383,790,5,23,294,334,141,354,127,44,19,131,147,1065
2004,Shareef Abdur-Rahim,PF,27,POR,32,3,728,118,264,4,11,79,95,48,96,47,24,18,53,75,319
2004,Malik Allen,PF,25,MIA,45,6,616,83,198,0,0,25,33,42,77,16,12,28,27,81,191
2004,Ray Allen,SG,28,SEA,56,56,2152,447,1017,148,378,245,271,69,217,268,71,11,156,132,1287
2004,Rafer Alston,PG,27,MIA,82,28,2581,287,764,161,434,103,134,26,200,372,114,18,128,212,838
2004,Chris Andersen,PF,25,DEN,71,0,1029,90,203,0,1,63,107,89,209,35,34,114,48,119,243
2004,Derek Anderson,SG,29,POR,51,46,1810,230,612,79,259,155,188,26,156,228,66,3,90,79,694
2004,Kenny Anderson,PG,33,IND,44,31,905,113,256,1,4,35,48,19,62,125,26,5,50,73,262
2004,Shandon Anderson,SG,30,NYK,80,37,1974,238,564,36,128,123,161,53,169,122,68,17,118,182,635
2004,Carmelo Anthony,SF,19,DEN,82,82,2995,624,1465,69,214,408,525,183,315,227,97,41,247,225,1725
2004,Robert Archibald,C-PF,23,TOT,32,3,256,9,33,0,0,14,31,21,31,13,14,3,10,50,32
2004,Robert Archibald,PF,23,PHO,1,0,6,0,1,0,0,1,2,0,1,1,0,0,1,1,1
2004,Robert Archibald,PF,23,ORL,1,0,4,1,2,0,0,0,2,0,1,0,1,0,0,0,2
2004,Robert Archibald,C,23,TOR,30,3,246,8,30,0,0,13,27,21,29,12,13,3,9,49,29
2004,Gilbert Arenas,PG,22,WAS,55,52,2066,358,914,125,333,237,317,55,199,275,103,12,226,176,1078
2004,Brandon Armstrong,SG,23,NJN,56,0,434,65,175,19,52,2,4,12,31,14,12,2,24,49,151
2004,Darrell Armstrong,PG,35,NOH,79,22,2247,291,736,135,429,123,144,63,163,311,133,16,155,148,840
2004,Carlos Arroyo,PG,24,UTA,71,71,2008,339,768,38,117,181,225,41,144,355,63,5,156,165,897
2004,Chucky Atkins,PG,29,TOT,64,24,1544,192,484,81,241,73,97,9,84,223,45,2,92,102,538
2004,Chucky Atkins,PG,29,DET,40,0,751,88,235,42,130,31,43,6,42,95,19,1,48,60,249
2004,Chucky Atkins,PG,29,BOS,24,24,793,104,249,39,111,42,54,3,42,128,26,1,44,42,289
2004,Stacey Augmon,SF,35,NOH,69,24,1416,143,347,1,7,110,139,52,122,85,55,15,76,114,397
2004,Vin Baker,PF,32,TOT,54,33,1313,208,432,1,3,114,157,112,168,66,29,32,77,160,531
2004,Vin Baker,PF,32,BOS,37,33,1000,168,333,0,1,82,112,76,134,54,22,23,52,98,418
2004,Vin Baker,PF,32,NYK,17,0,313,40,99,1,2,32,45,36,34,12,7,9,25,62,113
2004,Marcus Banks,PG,22,BOS,81,2,1385,177,442,27,86,99,131,30,103,175,88,13,125,171,480
2004,Leandro Barbosa,PG,21,PHO,70,46,1500,210,470,83,210,47,61,23,100,165,93,7,120,184,550
2004,Matt Barnes,SF,23,LAC,38,9,724,63,138,2,13,43,61,53,98,48,27,3,44,76,171
2004,Dana Barros,SG,36,BOS,1,0,11,2,3,0,0,2,2,0,0,0,0,0,0,2,6
2004,Brent Barry,SG,32,SEA,59,53,1803,215,427,114,252,91,110,21,183,342,85,16,139,121,635
2004,Jon Barry,SG,34,DEN,57,9,1101,120,297,51,138,60,71,25,98,147,57,8,53,66,351
2004,Mengke Bateer,C,28,TOR,7,0,40,4,7,0,0,0,0,5,3,1,1,0,2,10,8
2004,Tony Battie,C,27,TOT,73,7,1478,170,384,2,9,66,89,118,241,58,26,67,63,159,408
2004,Tony Battie,C,27,BOS,23,6,501,56,117,1,1,23,33,39,79,21,8,20,24,55,136
2004,Tony Battie,C,27,CLE,50,1,977,114,267,1,8,43,56,79,162,37,18,47,39,104,272
2004,Shane Battier,SF,25,MEM,79,1,1947,242,543,65,186,120,164,102,201,101,101,58,56,187,669
2004,Lonny Baxter,C-PF,25,TOT,62,5,766,103,209,1,3,44,76,64,123,20,17,29,38,123,251
2004,Lonny Baxter,PF,25,CHI,14,1,147,27,49,1,1,5,8,11,24,5,1,6,11,31,60
2004,Lonny Baxter,C,25,TOR,36,4,487,60,128,0,1,30,56,42,79,10,14,18,22,69,150
2004,Lonny Baxter,PF,25,WAS,12,0,132,16,32,0,1,9,12,11,20,5,2,5,5,23,41
2004,Jerome Beasley,PF,23,MIA,2,0,5,1,3,0,0,0,0,0,1,0,0,0,0,0,2
2004,Raja Bell,SG,27,UTA,82,4,2020,329,805,62,166,195,248,60,181,107,63,13,111,262,915
2004,Troy Bell,PG,23,MEM,6,0,34,4,18,0,4,3,3,3,1,4,1,0,6,6,11
2004,Jonathan Bender,SF,23,IND,21,0,271,50,106,9,22,39,47,9,31,9,5,11,33,23,148
2004,Travis Best,PG,31,DAL,61,1,762,64,172,3,20,40,46,17,51,112,31,4,33,66,171
2004,Mike Bibby,PG,25,SAC,82,82,2980,527,1170,148,378,304,373,67,210,444,112,18,175,146,1506
2004,Chauncey Billups,PG,27,DET,78,78,2758,392,996,130,335,404,460,35,241,446,84,8,189,177,1318
2004,Steve Blake,PG,23,WAS,75,14,1392,157,407,75,202,55,67,18,99,209,57,7,128,100,444
2004,Corie Blount,PF-C,35,TOT,62,3,1050,115,253,0,3,15,27,98,177,55,49,24,43,135,245
2004,Corie Blount,PF,35,CHI,46,3,756,97,206,0,3,13,24,76,130,45,38,19,35,86,207
2004,Corie Blount,C,35,TOR,16,0,294,18,47,0,0,2,3,22,47,10,11,5,8,49,38
2004,Mark Blount,C,28,BOS,82,73,2402,342,604,0,0,159,221,207,382,75,80,106,150,253,843
2004,Keith Bogans,SF,23,ORL,73,36,1787,183,454,67,187,65,103,106,211,98,46,10,75,128,498
2004,Calvin Booth,C,27,SEA,71,35,1206,135,290,0,2,75,94,86,194,28,17,101,45,150,345
2004,Carlos Boozer,PF,22,CLE,75,75,2592,471,900,1,6,219,285,230,627,148,74,55,134,199,1162
2004,Curtis Borchardt,C,23,UTA,16,0,258,22,56,0,1,14,18,13,41,15,4,14,18,40,58
2004,Chris Bosh,C,19,TOR,75,63,2510,327,712,5,14,202,288,191,366,78,59,106,107,215,861
2004,Ruben Boumtje-Boumtje,C,25,POR,9,0,26,1,5,0,0,2,2,0,1,1,0,1,0,2,4
2004,Bruce Bowen,SF,32,SAS,82,82,2624,211,502,77,212,66,114,45,208,113,84,33,90,166,565
2004,Ryan Bowen,PF,28,DEN,52,1,392,18,53,0,0,10,12,39,48,18,18,16,6,47,46
2004,Earl Boykins,SG,27,DEN,82,3,1849,321,766,55,171,142,162,42,101,295,51,3,100,84,839
2004,Michael Bradley,C-PF,24,TOT,16,1,98,7,15,0,0,1,2,6,17,1,3,0,7,14,15
2004,Michael Bradley,PF,24,TOR,5,0,38,1,3,0,0,1,2,1,10,1,1,0,3,6,3
2004,Michael Bradley,C,24,ATL,11,1,60,6,12,0,0,0,0,5,7,0,2,0,4,8,12
2004,Shawn Bradley,C,31,DAL,66,5,773,89,188,0,1,41,49,72,101,20,33,74,17,130,219
2004,Torraye Braggs,PF,27,TOT,15,0,154,16,33,0,0,8,12,18,21,7,4,2,13,29,40
2004,Torraye Braggs,PF,27,HOU,11,0,132,13,28,0,0,8,12,15,19,6,4,2,12,21,34
2004,Torraye Braggs,PF,27,WAS,4,0,22,3,5,0,0,0,0,3,2,1,0,0,1,8,6
2004,Elton Brand,PF,24,LAC,69,68,2670,484,982,0,1,411,532,269,445,227,64,154,193,229,1379
2004,J.R. Bremer,PG,23,TOT,36,2,443,43,158,19,74,13,20,9,27,51,18,4,24,32,118
2004,J.R. Bremer,PG,23,CLE,31,2,403,39,137,19,66,13,20,7,26,39,18,4,19,27,110
2004,J.R. Bremer,PG,23,GSW,5,0,40,4,21,0,8,0,0,2,1,12,0,0,5,5,8
2004,Jamison Brewer,PG,23,IND,13,1,160,13,35,5,14,1,6,2,9,17,7,0,10,9,32
2004,Primoz Brezec,C,24,IND,18,0,72,12,26,0,0,4,6,5,10,3,0,3,6,13,28
2004,Damone Brown,PF,24,NJN,3,0,17,1,10,0,0,1,2,3,2,0,2,0,1,2,3
2004,Devin Brown,SG,25,SAS,58,0,627,85,196,4,14,60,74,38,92,33,15,4,38,61,234
2004,Kedrick Brown,SF,22,TOT,55,26,969,117,254,38,99,17,27,41,105,64,30,7,29,80,289
2004,Kedrick Brown,SF,22,BOS,21,10,408,45,99,12,32,8,13,18,50,25,17,2,12,38,110
2004,Kedrick Brown,SF,22,CLE,34,16,561,72,155,26,67,9,14,23,55,39,13,5,17,42,179
2004,Kwame Brown,PF,21,WAS,74,57,2239,288,589,1,2,228,334,178,372,112,66,52,140,144,805
2004,P.J. Brown,PF,34,NOH,80,80,2753,339,712,0,1,158,185,237,453,155,78,73,101,203,836
2004,Tierre Brown,PG,24,NOH,3,0,17,2,4,0,0,2,4,0,1,2,0,0,7,1,6
2004,Rick Brunson,PG,31,TOT,40,0,412,40,105,11,23,27,31,9,28,82,25,3,33,44,118
2004,Rick Brunson,PG,31,TOR,3,0,10,2,4,0,0,0,0,0,0,2,0,0,0,0,4
2004,Rick Brunson,PG,31,CHI,37,0,402,38,101,11,23,27,31,9,28,80,25,3,33,44,114
2004,Kobe Bryant,SG,25,LAL,65,64,2447,516,1178,71,217,454,533,103,256,330,112,28,171,176,1557
2004,Greg Buckner,SG,27,PHI,53,3,703,66,175,12,44,20,27,28,75,45,21,4,34,77,164
2004,Rodney Buford,SF,26,SAC,22,0,141,19,56,0,2,3,6,6,9,7,6,1,4,9,41
2004,Caron Butler,SF,23,MIA,68,56,2030,240,631,10,42,133,176,92,234,126,75,13,91,162,623
2004,Mitchell Butler,SG,33,WAS,41,4,552,54,124,11,30,15,24,24,47,32,22,4,24,54,134
2004,Rasual Butler,SF,24,MIA,45,0,675,119,250,50,108,16,21,4,57,23,10,13,28,72,304
2004,Zarko Cabarkapa,PF,22,PHO,49,4,570,81,197,6,32,35,53,26,73,40,10,13,54,75,203
2004,Marcus Camby,C,29,DEN,72,72,2162,262,549,0,2,98,136,211,516,132,86,187,98,239,622
2004,Elden Campbell,C,35,DET,65,27,892,138,314,0,0,85,124,52,157,45,21,50,63,137,361
2004,Brian Cardinal,PF,26,GSW,76,11,1634,220,466,55,124,238,271,100,217,103,66,20,84,206,733
2004,Matt Carroll,SG,23,TOT,16,0,70,7,16,1,3,4,6,1,5,2,1,0,6,8,19
2004,Matt Carroll,SG,23,POR,13,0,48,5,11,1,3,2,2,0,3,1,0,0,2,3,13
2004,Matt Carroll,SG,23,SAS,3,0,22,2,5,0,0,2,4,1,2,1,1,0,4,5,6
2004,Anthony Carter,PG,28,SAS,5,2,87,11,37,0,3,0,0,2,9,12,4,0,12,9,22
2004,Maurice Carter,SG,27,TOT,10,0,110,11,35,4,11,16,20,2,9,4,0,0,9,10,42
2004,Maurice Carter,SG,27,LAL,4,0,50,5,14,1,3,11,12,0,3,2,0,0,6,5,22
2004,Maurice Carter,SG,27,NOH,6,0,60,6,21,3,8,5,8,2,6,2,0,0,3,5,20
2004,Vince Carter,SG,27,TOR,73,73,2785,608,1457,93,243,336,417,95,254,348,88,65,223,212,1645
2004,Sam Cassell,PG,34,MIN,81,81,2838,620,1270,74,186,289,331,44,227,592,102,18,220,247,1603
2004,Kelvin Cato,PF,29,HOU,69,67,1743,161,360,0,0,96,142,153,319,72,52,96,84,203,418
2004,Tyson Chandler,PF,21,CHI,35,8,782,67,158,0,1,79,118,82,188,23,17,43,38,87,213
2004,Calbert Cheaney,SF,32,GSW,79,7,2067,278,578,0,10,47,77,77,183,136,60,12,85,184,603
2004,Doug Christie,SG,33,SAC,82,82,2780,317,688,49,142,148,172,69,260,347,151,41,155,186,831
2004,Keon Clark,PF,28,UTA,2,0,27,2,6,0,0,0,0,1,6,1,1,0,0,1,4
2004,Speedy Claxton,PG,25,GSW,60,29,1595,224,524,4,22,182,224,38,118,267,97,9,102,146,634
2004,Mateen Cleaves,PG,26,CLE,4,2,92,7,23,0,1,1,2,1,6,19,4,2,5,13,15
2004,Derrick Coleman,C,36,PHI,34,30,843,107,259,8,36,49,65,45,147,46,23,26,57,79,271
2004,Bimbo Coles,PG,35,MIA,22,1,170,12,34,0,0,4,6,2,8,15,3,0,9,27,28
2004,Jason Collier,C,26,ATL,20,16,545,79,165,1,4,67,85,36,75,17,11,11,31,71,226
2004,Jarron Collins,C,25,UTA,81,31,1732,147,295,0,1,188,262,117,199,77,26,18,79,255,482
2004,Jason Collins,C,25,NJN,78,78,2220,163,384,0,2,136,184,143,257,153,67,56,97,251,462
2004,Brian Cook,C,23,LAL,35,2,442,67,141,0,5,21,28,31,70,20,16,16,17,64,155
2004,Omar Cook,PG,22,POR,17,0,139,7,27,0,1,0,0,3,3,24,10,0,10,14,14
2004,Chris Crawford,PF,28,ATL,56,25,1207,211,471,44,113,103,119,58,117,45,37,20,55,131,569
2004,Jamal Crawford,SG,23,CHI,80,73,2811,509,1318,165,521,200,240,46,237,405,111,29,193,161,1383
2004,Austin Croshere,PF,28,IND,77,0,1051,119,307,56,144,93,104,60,183,52,24,14,55,101,387
2004,Eddy Curry,PF,21,CHI,73,63,2154,417,840,1,1,235,350,143,308,68,24,83,177,258,1070
2004,Michael Curry,SF,35,TOR,70,15,1229,76,196,3,15,49,58,22,65,53,23,5,48,153,204
2004,Samuel Dalembert,C,22,PHI,82,53,2197,270,499,0,1,112,174,194,432,21,44,189,86,273,652
2004,Erick Dampier,C,28,GSW,74,74,2403,348,650,0,2,217,332,344,543,60,33,137,131,227,913
2004,Antonio Daniels,PG,28,SEA,71,32,1512,187,398,42,116,155,184,23,119,298,45,6,61,64,571
2004,Marquis Daniels,SG,23,DAL,56,15,1039,203,411,11,36,60,78,66,80,116,53,12,44,51,477
2004,Antonio Davis,C,35,TOT,80,79,2570,266,660,0,0,176,230,207,464,137,37,65,114,206,708
2004,Antonio Davis,C,35,TOR,15,15,538,46,120,0,0,37,49,49,94,14,8,8,21,45,129
2004,Antonio Davis,C,35,CHI,65,64,2032,220,540,0,0,139,181,158,370,123,29,57,93,161,579
2004,Baron Davis,PG,24,NOH,67,66,2686,554,1402,187,582,237,352,66,221,501,158,27,215,178,1532
2004,Dale Davis,C,34,POR,76,37,1682,133,281,0,0,65,106,158,240,72,43,62,40,154,331
2004,Hubert Davis,SG,33,TOT,17,0,78,1,11,0,1,2,2,2,6,4,2,0,3,12,4
2004,Hubert Davis,SG,33,DET,3,0,23,0,2,0,1,0,0,0,0,1,0,0,1,4,0
2004,Hubert Davis,SG,33,NJN,14,0,55,1,9,0,0,2,2,2,6,3,2,0,2,8,4
2004,Josh Davis,PF,23,ATL,4,1,23,2,5,0,2,1,1,1,4,0,0,0,2,3,5
2004,Ricky Davis,SF-SG,24,TOT,79,27,2474,446,950,52,140,196,273,77,281,259,96,22,189,171,1140
2004,Ricky Davis,SG,24,CLE,22,22,796,134,311,17,48,51,75,18,103,111,25,8,68,51,336
2004,Ricky Davis,SF,24,BOS,57,5,1678,312,639,35,92,145,198,59,178,148,71,14,121,120,804
2004,Andrew DeClercq,C,30,ORL,71,53,1211,93,195,0,0,44,54,131,186,44,47,32,54,217,230
2004,Tony Delk,SG,30,DAL,33,11,509,70,184,20,66,37,44,16,43,28,27,7,17,46,197
2004,Derrick Dial,SG,28,ORL,9,0,86,9,28,2,9,6,8,5,8,2,6,0,1,6,26
2004,Boris Diaw,SG,21,ATL,76,37,1919,140,313,6,26,56,93,111,231,182,59,37,126,191,342
2004,Dan Dickau,PG,25,TOT,43,0,294,37,98,10,30,11,14,7,19,38,17,0,26,44,95
2004,Dan Dickau,PG,25,ATL,23,0,143,21,49,3,10,4,6,4,12,18,9,0,13,22,49
2004,Dan Dickau,PG,25,POR,20,0,151,16,49,7,20,7,8,3,7,20,8,0,13,22,46
2004,Kaniel Dickens,PF,25,POR,3,0,12,3,3,0,0,1,2,2,0,0,0,0,1,3,7
2004,DeSagana Diop,C,22,CLE,56,3,730,57,147,0,0,12,20,72,127,34,26,51,29,116,126
2004,Vlade Divac,C,35,SAC,81,81,2317,314,668,2,13,170,260,136,327,432,57,77,173,222,800
2004,Juan Dixon,SG,25,WAS,71,16,1478,247,637,59,198,111,139,30,118,137,82,4,104,111,664
2004,Michael Doleac,C,26,TOT,72,0,1029,140,322,0,0,45,52,88,177,44,23,36,48,142,325
2004,Michael Doleac,C,26,NYK,46,0,685,100,225,0,0,31,36,60,129,30,17,30,37,84,231
2004,Michael Doleac,C,26,DEN,26,0,344,40,97,0,0,14,16,28,48,14,6,6,11,58,94
2004,Keyon Dooling,PG,23,LAC,58,24,1137,137,352,8,46,78,94,17,62,130,45,6,65,108,360
2004,Bryce Drew,PG,29,NOH,15,0,78,4,18,1,7,3,3,0,6,13,4,0,8,1,12
2004,Predrag Drobnjak,C,28,LAC,61,14,949,149,379,11,36,73,86,54,142,39,22,24,48,85,382
2004,Tim Duncan,PF,27,SAS,69,68,2527,592,1181,2,12,352,588,227,632,213,62,185,183,164,1538
2004,Mike Dunleavy,SF,23,GSW,75,69,2336,323,720,94,254,137,185,87,355,220,68,13,143,169,877
2004,Ronald Dupree,SF,23,CHI,47,8,893,111,282,4,9,66,105,55,112,55,32,18,51,134,292
2004,Ndudi Ebi,SF,19,MIN,17,0,32,6,14,0,0,1,4,2,1,3,0,4,3,6,13
2004,Howard Eisley,PG,31,TOT,67,23,1457,166,451,52,163,76,89,20,109,273,56,5,98,137,460
2004,Howard Eisley,PG,31,NYK,33,23,730,80,202,28,85,32,36,7,59,156,30,3,50,85,220
2004,Howard Eisley,PG,31,PHO,34,0,727,86,249,24,78,44,53,13,50,117,26,2,48,52,240
2004,Francisco Elson,C,27,DEN,62,14,875,94,199,0,1,30,45,65,138,32,35,39,35,145,218
2004,Melvin Ely,PF,25,LAC,42,2,510,66,153,0,1,25,42,48,53,22,9,17,20,68,157
2004,Reggie Evans,PF,23,SEA,75,27,1280,67,165,0,3,83,148,156,252,33,54,10,65,176,217
2004,Desmond Ferguson,SF,26,POR,7,0,32,5,12,3,8,0,2,0,4,1,0,0,1,0,13
2004,Michael Finley,SG,30,DAL,72,72,2778,514,1159,150,370,164,193,78,247,212,84,39,83,118,1342
2004,Derek Fisher,SG,29,LAL,82,3,1769,203,576,52,179,122,153,30,122,187,103,4,79,115,580
2004,Marcus Fizer,SF,25,CHI,46,2,738,134,350,2,17,90,120,61,141,43,16,8,51,97,360
2004,Alton Ford,PF,22,HOU,9,0,41,6,11,0,0,3,6,3,8,3,0,1,3,9,15
2004,T.J. Ford,PG,20,MIL,55,55,1472,153,398,5,21,80,98,37,140,356,60,3,139,123,391
2004,Danny Fortson,C,27,DAL,56,20,625,71,139,0,0,75,92,114,136,9,12,11,37,148,217
2004,Jeff Foster,C,27,IND,82,79,1961,197,362,0,4,103,154,248,362,64,71,27,60,189,497
2004,Tremaine Fowlkes,SF,27,DET,36,0,261,15,48,1,8,13,18,18,35,14,9,3,12,37,44
2004,Rick Fox,SF,34,LAL,38,34,846,73,186,15,61,22,30,29,73,98,29,4,48,99,183
2004,Adonal Foyle,C,28,GSW,44,8,572,59,130,0,0,19,35,54,113,17,6,46,21,68,137
2004,Richie Frahm,SF,26,SEA,54,0,469,63,139,34,92,23,26,12,44,24,16,4,7,50,183
2004,Steve Francis,PG,26,HOU,79,79,3194,450,1117,73,250,337,435,116,317,493,139,35,294,257,1310
2004,Hiram Fuller,PF,22,ATL,4,0,43,3,8,0,0,2,6,4,7,2,0,1,4,5,8
2004,Dan Gadzuric,C,25,MIL,75,0,1260,183,349,0,1,58,118,126,220,28,51,105,45,186,424
2004,Reece Gaines,PG,23,ORL,38,1,364,25,86,3,10,16,25,8,31,40,11,2,18,22,69
2004,Alex Garcia,SG,23,SAS,2,0,13,1,7,0,0,1,2,0,0,0,2,0,1,0,3
2004,Kevin Garnett,PF,27,MIN,82,82,3231,804,1611,11,43,368,465,245,894,409,120,178,212,202,1987
2004,Pat Garrity,PF,27,ORL,2,0,22,1,3,0,0,0,0,0,0,1,0,0,0,2,2
2004,Pau Gasol,PF,23,MEM,78,78,2458,506,1049,4,15,365,511,206,394,198,44,132,187,185,1381
2004,Devean George,SF,26,LAL,82,48,1951,233,571,65,186,73,96,87,245,112,81,38,88,189,604
2004,Eddie Gill,PG,25,POR,22,0,157,15,36,3,8,17,20,4,13,16,9,1,12,16,50
2004,Kendall Gill,SG,35,CHI,56,35,1411,215,548,9,38,100,136,61,129,89,65,16,83,107,539
2004,Manu Ginobili,SG,26,SAS,77,38,2260,330,789,88,245,239,298,86,258,291,136,16,161,181,987
2004,Gordan Giricek,SF-SG,26,TOT,73,43,2041,316,724,60,152,135,158,51,175,122,56,15,103,144,827
2004,Gordan Giricek,SF,26,ORL,48,25,1435,188,427,46,113,67,81,37,127,80,41,10,63,98,489
2004,Gordan Giricek,SG,26,UTA,25,18,606,128,297,14,39,68,77,14,48,42,15,5,40,46,338
2004,Dion Glover,SG,25,TOT,69,30,1643,230,589,40,119,120,156,58,208,130,50,19,102,123,620
2004,Dion Glover,SG,25,ATL,55,26,1465,205,524,36,105,110,142,54,183,115,40,17,83,106,556
2004,Dion Glover,SG,25,TOR,14,4,178,25,65,4,14,10,14,4,25,15,10,2,19,17,64
2004,Anthony Goldwire,PG,32,TOT,11,0,85,7,22,2,8,1,1,1,6,11,5,0,3,5,17
2004,Anthony Goldwire,PG,32,MIN,5,0,66,5,14,2,6,1,1,1,5,10,3,0,2,5,13
2004,Anthony Goldwire,PG,32,NJN,6,0,19,2,8,0,2,0,0,0,1,1,2,0,1,0,4
2004,Drew Gooden,PF,22,ORL,79,17,2134,369,829,9,42,167,262,160,356,89,62,72,126,196,914
2004,Brian Grant,C,31,MIA,76,76,2303,289,613,0,1,86,110,174,350,69,51,35,82,254,664
2004,Horace Grant,PF,38,LAL,55,10,1106,92,224,0,1,39,54,79,154,71,24,21,29,70,223
2004,Paul Grant,C,30,UTA,10,0,98,11,23,0,0,3,8,7,10,3,1,1,7,17,25
2004,Willie Green,SG,22,PHI,53,0,767,143,357,19,61,59,81,16,49,53,26,5,59,83,364
2004,Adrian Griffin,SG,29,HOU,19,1,133,5,18,1,2,0,4,1,18,10,7,2,3,17,11
2004,Tom Gugliotta,PF,34,TOT,55,27,819,70,203,1,4,20,28,65,122,63,31,12,39,81,161
2004,Tom Gugliotta,PF,34,PHO,30,3,304,31,99,0,1,6,8,15,41,21,14,4,20,34,68
2004,Tom Gugliotta,PF,34,UTA,25,24,515,39,104,1,3,14,20,50,81,42,17,8,19,47,93
2004,Marcus Haislip,PF,23,MIL,31,0,263,36,74,1,2,20,28,21,32,4,6,12,9,25,93
2004,Darvin Ham,SF,30,DET,54,2,484,37,75,1,2,21,35,47,46,16,13,8,31,63,96
