Season,Player,Pos,Age,Tm,G,GS,MP,FGM,FGA,TPM,TPA,FTM,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS
2011,David Andersen,PF,30,NOH,29,0,223,33,74,5,13,7,15,12,38,6,2,6,14,29,78
2011,James Anderson,SF,21,SAS,26,2,286,31,81,18,46,14,18,2,21,18,3,6,13,24,94
2011,Ryan Anderson,PF,22,ORL,64,14,1424,226,525,134,341,95,117,129,226,52,30,38,49,137,681
2011,Carmelo Anthony,SF,26,TOT,77,77,2751,684,1503,95,251,507,605,118,445,221,68,46,206,224,1970
2011,Carmelo Anthony,SF,26,DEN,50,50,1774,437,967,42,126,343,417,77,305,140,43,31,142,134,1259
2011,Carmelo Anthony,SF,26,NYK,27,27,977,247,536,53,125,164,188,41,140,81,25,15,64,90,711
2011,Joel Anthony,C,28,MIA,75,11,1463,53,99,0,0,47,73,104,162,24,10,93,36,194,153
2011,Gilbert Arenas,PG,29,TOT,70,16,1796,269,734,97,327,120,153,22,167,274,74,21,177,188,755
2011,Gilbert Arenas,PG,29,WAS,21,14,726,130,330,47,145,56,67,6,64,117,30,12,71,76,363
2011,Gilbert Arenas,PG,29,ORL,49,2,1070,139,404,50,182,64,86,16,103,157,44,9,106,112,392
2011,Trevor Ariza,SF,25,NOH,75,75,2600,303,762,82,271,138,197,61,347,162,120,31,118,180,826
2011,Hilton Armstrong,C,26,TOT,53,2,488,37,76,2,4,16,33,42,89,14,18,21,28,84,92
2011,Hilton Armstrong,C,26,WAS,41,2,412,31,64,1,3,14,23,39,75,10,15,16,25,75,77
2011,Hilton Armstrong,C,26,ATL,12,0,76,6,12,1,1,2,10,3,14,4,3,5,3,9,15
2011,Carlos Arroyo,PG,31,TOT,64,43,1185,120,273,31,69,39,47,20,83,125,21,1,60,71,310
2011,Carlos Arroyo,PG,31,MIA,49,42,995,109,238,28,64,28,35,13,67,100,14,1,43,60,274
2011,Carlos Arroyo,PG,31,BOS,15,1,190,11,35,3,5,11,12,7,16,25,7,0,17,11,36
2011,Darrell Arthur,PF,22,MEM,80,9,1609,310,624,0,6,109,134,115,227,53,52,63,88,228,729
2011,Omer Asik,C,24,CHI,82,0,989,78,141,0,0,73,145,112,194,32,20,56,64,153,229
2011,D.J. Augustin,PG,23,CHA,82,82,2757,399,958,111,333,269,297,38,187,498,54,3,155,152,1178
2011,Luke Babbitt,SF,21,POR,24,0,137,15,55,3,16,3,9,6,24,6,2,2,8,15,36
2011,Renaldo Balkman,SF,26,TOT,8,0,62,6,13,1,2,3,4,2,5,2,4,2,1,15,16
2011,Renaldo Balkman,SF,26,DEN,5,0,44,5,9,0,0,3,4,1,3,2,3,2,0,11,13
2011,Renaldo Balkman,SF,26,NYK,3,0,18,1,4,1,2,0,0,1,2,0,1,0,1,4,3
2011,Marcus Banks,PG,29,TOR,3,0,22,0,2,0,0,6,8,0,1,3,1,0,2,4,6
2011,Leandro Barbosa,SG,28,TOR,58,0,1395,294,653,72,213,109,137,14,85,119,50,6,84,112,769
2011,J.J. Barea,PG,26,DAL,81,2,1669,285,649,66,189,133,157,29,130,317,30,1,136,136,769
2011,Andrea Bargnani,C,25,TOR,66,66,2353,525,1173,77,223,287,350,74,269,119,34,46,152,160,1414
2011,Matt Barnes,SF,30,LAL,53,0,1020,131,279,34,107,60,77,73,155,71,39,22,58,127,356
2011,Earl Barron,C,29,TOT,21,7,305,32,99,0,0,15,24,32,44,11,8,6,16,46,79
2011,Earl Barron,C,29,PHO,12,6,183,12,51,0,0,12,20,16,24,4,6,4,11,32,36
2011,Earl Barron,C,29,MIL,7,0,85,17,37,0,0,2,2,12,10,4,2,2,2,10,36
2011,Earl Barron,C,29,POR,2,1,37,3,11,0,0,1,2,4,10,3,0,0,3,4,7
2011,Brandon Bass,PF,25,ORL,76,51,1980,332,645,0,2,190,233,134,290,57,27,52,97,159,854
2011,Tony Battie,C,34,PHI,38,0,377,45,96,2,3,8,14,17,82,12,5,15,12,59,100
2011,Shane Battier,SF,32,TOT,82,59,2375,229,509,102,267,64,93,90,283,185,69,81,79,158,624
2011,Shane Battier,SF,32,HOU,59,59,1818,186,408,88,225,49,76,58,223,153,53,71,63,127,509
2011,Shane Battier,SF,32,MEM,23,0,557,43,101,14,42,15,17,32,60,32,16,10,16,31,115
2011,Nicolas Batum,SF,22,POR,80,67,2522,367,807,118,342,138,164,109,252,123,68,49,83,194,990
2011,Jerryd Bayless,PG,22,TOT,71,14,1496,218,517,49,146,166,206,26,139,266,38,5,127,149,651
2011,Jerryd Bayless,PG,22,NOH,11,0,149,17,49,3,14,13,17,2,13,28,2,1,17,16,50
2011,Jerryd Bayless,PG,22,TOR,60,14,1347,201,468,46,132,153,189,24,126,238,36,4,110,133,601
2011,Michael Beasley,SF,22,MIN,73,73,2361,561,1246,60,164,219,291,118,291,158,54,52,195,222,1401
2011,Rodrigue Beaubois,PG,22,DAL,28,26,496,94,223,25,83,23,30,7,45,64,20,8,47,76,236
2011,Marco Belinelli,SG,24,NOH,80,69,1957,302,691,134,324,98,125,17,134,92,38,6,77,146,836
2011,Charlie Bell,SG,31,GSW,19,0,171,12,43,6,21,2,4,6,12,13,6,1,6,13,32
2011,Raja Bell,SG,34,UTA,68,63,2097,191,467,68,193,91,102,31,145,118,56,14,63,169,541
2011,Mike Bibby,PG,32,TOT,80,68,2285,248,576,153,348,39,62,17,178,265,50,9,101,175,688
2011,Mike Bibby,PG,32,ATL,56,56,1674,192,441,113,256,29,46,15,128,202,38,6,68,125,526
2011,Mike Bibby,PG,32,WAS,2,0,29,1,9,0,4,0,0,0,3,8,1,0,1,3,2
2011,Mike Bibby,PG,32,MIA,22,12,582,55,126,40,88,10,16,2,47,55,11,3,32,47,160
2011,Andris Biedrins,C,24,GSW,59,55,1397,142,266,0,0,10,31,145,281,60,52,52,57,198,294
2011,Chauncey Billups,PG,34,TOT,72,72,2310,339,794,146,363,384,419,25,165,387,71,14,177,146,1208
2011,Chauncey Billups,PG,34,DEN,51,51,1646,235,536,105,238,265,287,12,113,271,52,12,129,94,840
2011,Chauncey Billups,PG,34,NYK,21,21,664,104,258,41,125,119,132,13,52,116,19,2,48,52,368
2011,DeJuan Blair,PF,21,SAS,81,65,1734,292,583,0,2,90,137,215,350,77,95,42,113,213,674
2011,Steve Blake,PG,30,LAL,79,0,1581,110,306,73,193,26,30,19,137,170,40,3,73,99,319
2011,Andray Blatche,PF,24,WAS,64,63,2172,426,957,4,18,220,283,183,343,144,98,51,172,182,1076
2011,Eric Bledsoe,PG,21,LAC,81,25,1841,206,486,32,116,99,133,68,155,289,92,26,194,130,543
2011,Keith Bogans,SG,30,CHI,82,82,1461,124,307,90,237,21,32,19,129,101,38,9,41,113,359
2011,Andrew Bogut,C,26,MIL,65,65,2297,367,742,0,4,96,217,199,521,131,47,168,125,217,830
2011,Matt Bonner,PF,30,SAS,66,1,1432,172,371,105,230,32,43,60,179,60,26,21,27,110,481
2011,Trevor Booker,PF,23,WAS,65,14,1063,139,253,0,1,68,101,98,153,35,29,42,38,115,346
2011,Carlos Boozer,C,29,CHI,59,59,1882,431,845,0,0,171,244,130,435,145,45,18,149,186,1033
2011,Chris Bosh,PF,26,MIA,77,77,2795,524,1056,6,25,384,471,141,500,144,59,49,138,172,1438
2011,Earl Boykins,PG,34,MIL,57,0,862,156,352,27,71,69,82,15,40,141,38,3,52,43,408
2011,Craig Brackins,PF,23,PHI,3,0,33,4,16,0,5,0,0,2,2,1,1,0,0,3,8
2011,Avery Bradley,PG,20,BOS,31,0,162,23,67,0,5,6,12,4,13,12,9,0,16,20,52
2011,Elton Brand,PF,31,PHI,81,81,2809,502,981,0,1,213,273,237,439,120,92,106,101,244,1217
2011,Corey Brewer,SF-SG,24,TOT,69,24,1510,193,488,30,112,136,192,57,118,89,100,16,87,159,552
2011,Corey Brewer,SF,24,MIN,56,22,1362,168,437,26,99,121,171,45,107,77,89,14,77,134,483
2011,Corey Brewer,SG,24,DAL,13,2,148,25,51,4,13,15,21,12,11,12,11,2,10,25,69
2011,Ronnie Brewer,SG,25,CHI,81,1,1781,205,427,6,27,87,133,55,207,140,106,22,55,82,503
2011,Jon Brockman,C,23,MIL,63,6,677,48,94,0,0,40,59,74,110,18,14,3,24,119,136
2011,Aaron Brooks,PG,26,TOT,59,12,1284,220,587,70,236,124,140,20,58,233,34,3,99,115,634
2011,Aaron Brooks,PG,26,HOU,34,7,811,134,387,48,169,78,83,11,40,129,21,2,55,69,394
2011,Aaron Brooks,PG,26,PHO,25,5,473,86,200,22,67,46,57,9,18,104,13,1,44,46,240
2011,Derrick Brown,SF,23,TOT,49,1,576,74,131,5,10,32,60,41,58,33,20,10,35,59,185
2011,Derrick Brown,SF,23,CHA,41,1,488,62,113,2,6,25,47,32,52,29,16,8,28,48,151
2011,Derrick Brown,SF,23,NYK,8,0,88,12,18,3,4,7,13,9,6,4,4,2,7,11,34
2011,Kwame Brown,C,28,CHA,66,50,1714,194,375,0,0,136,231,147,303,43,26,39,69,174,524
2011,Shannon Brown,SG,25,LAL,82,0,1568,273,643,74,212,92,101,35,122,96,67,16,75,124,712
2011,Kobe Bryant,SG,32,LAL,82,82,2779,740,1639,115,356,483,583,83,336,388,99,12,243,172,2078
2011,Chase Budinger,SF,22,HOU,78,22,1738,279,656,89,274,118,138,52,229,127,41,18,67,114,765
2011,Caron Butler,SF,30,DAL,29,29,867,170,378,28,65,68,88,22,96,46,28,8,49,59,436
2011,Rasual Butler,SG,31,TOT,47,2,770,79,237,46,136,18,27,10,67,27,8,15,24,37,222
2011,Rasual Butler,SG,31,LAC,41,2,744,73,226,42,129,18,27,10,66,27,8,15,22,34,206
2011,Rasual Butler,SG,31,CHI,6,0,26,6,11,4,7,0,0,0,1,0,0,0,2,3,16
2011,Andrew Bynum,C,23,LAL,54,47,1500,237,413,0,0,138,209,170,338,73,19,106,74,140,612
2011,Will Bynum,PG,28,DET,61,5,1125,182,406,16,50,102,122,15,59,195,52,4,83,113,482
2011,Jose Calderon,PG,29,TOR,68,55,2102,262,596,57,156,88,103,30,172,605,81,7,148,143,669
2011,Marcus Camby,C,36,POR,59,51,1540,117,294,0,1,43,70,182,424,121,40,92,62,140,277
2011,Derrick Caracter,C,22,LAL,41,0,215,32,66,0,0,17,23,19,24,7,4,10,19,47,81
2011,Brian Cardinal,SF,33,DAL,56,4,618,43,100,42,87,17,18,10,49,40,24,7,17,82,145
2011,Rodney Carney,SF,26,TOT,27,1,336,46,110,17,38,18,27,13,35,11,12,5,16,33,127
2011,Rodney Carney,SF,26,GSW,25,1,331,45,107,17,37,18,27,12,35,11,11,5,16,33,125
2011,Rodney Carney,SF,26,MEM,2,0,5,1,3,0,1,0,0,1,0,0,1,0,0,0,2
2011,DeMarre Carroll,PF,24,TOT,12,0,50,4,12,0,0,2,2,2,6,4,1,1,0,5,10
2011,DeMarre Carroll,PF,24,MEM,7,0,39,4,9,0,0,2,2,2,6,2,1,1,0,5,10
2011,DeMarre Carroll,PF,24,HOU,5,0,11,0,3,0,0,0,0,0,0,2,0,0,0,0,0
2011,Matt Carroll,SG,30,CHA,54,1,582,89,199,17,46,40,52,12,56,23,17,6,23,43,235
2011,Anthony Carter,PG,35,TOT,33,0,463,45,106,12,40,8,8,7,44,69,27,6,39,49,110
2011,Anthony Carter,PG,35,DEN,14,0,153,10,30,4,12,2,2,0,12,26,9,1,14,19,26
2011,Anthony Carter,PG,35,NYK,19,0,310,35,76,8,28,6,6,7,32,43,18,5,25,30,84
2011,Vince Carter,SG,34,TOT,73,63,2051,389,891,116,321,128,173,54,221,146,67,20,90,193,1022
2011,Vince Carter,SG,34,ORL,22,22,664,125,266,27,78,56,75,11,79,64,20,3,36,70,333
2011,Vince Carter,SG,34,PHO,51,41,1387,264,625,89,243,72,98,43,142,82,47,17,54,123,689
2011,Omri Casspi,SF,22,SAC,71,27,1702,225,546,92,247,68,101,74,233,74,54,13,68,115,610
2011,Mario Chalmers,PG,24,MIA,70,28,1579,155,388,83,231,54,62,12,134,177,76,7,91,158,447
2011,Tyson Chandler,C,28,DAL,74,74,2059,266,407,0,0,216,295,206,486,32,36,80,88,240,748
2011,Wilson Chandler,SF,23,TOT,72,49,2401,429,953,112,320,130,161,75,333,120,48,94,104,199,1100
2011,Wilson Chandler,SF,23,NYK,51,30,1759,328,712,86,245,96,119,62,241,86,34,70,67,152,838
2011,Wilson Chandler,SF,23,DEN,21,19,642,101,241,26,75,34,42,13,92,34,14,24,37,47,262
2011,Josh Childress,SG,27,PHO,54,3,894,121,214,1,16,29,59,69,86,42,33,23,44,68,272
2011,Earl Clark,SF,23,TOT,42,0,464,68,158,0,5,27,47,37,64,9,8,18,28,45,163
2011,Earl Clark,SF,23,PHO,9,0,72,12,31,0,0,5,10,4,13,4,1,3,2,6,29
2011,Earl Clark,SF,23,ORL,33,0,392,56,127,0,5,22,37,33,51,5,7,15,26,39,134
2011,Jarron Collins,C,32,TOT,28,0,181,6,21,0,0,7,10,14,10,2,4,1,7,29,19
2011,Jarron Collins,C,32,LAC,23,0,157,5,15,0,0,7,10,7,10,1,4,1,5,24,17
2011,Jarron Collins,C,32,POR,5,0,24,1,6,0,0,0,0,7,0,1,0,0,2,5,2
2011,Jason Collins,C,32,ATL,49,28,593,34,71,1,1,27,41,30,72,22,9,9,26,97,96
2011,Sherron Collins,PG,23,CHA,20,0,66,7,25,2,10,1,1,0,5,8,2,0,4,2,17
2011,Darren Collison,PG,23,IND,79,79,2360,398,870,41,124,202,232,40,185,403,87,14,194,109,1039
2011,Nick Collison,C,30,OKC,71,2,1524,137,242,0,0,55,73,119,197,69,42,31,55,210,329
2011,Mike Conley,PG,23,MEM,81,81,2872,423,953,80,217,181,247,32,215,528,144,18,176,182,1107
2011,Brian Cook,PF,30,LAC,40,0,447,72,170,34,79,15,24,19,77,15,12,11,25,75,193
2011,Daequan Cook,SG,23,OKC,43,0,598,79,181,65,154,16,20,8,64,20,14,1,17,51,239
2011,Marcus Cousin,C,24,UTA,4,0,18,2,3,0,0,0,0,0,3,0,0,1,1,1,4
2011,DeMarcus Cousins,C,20,SAC,81,62,2309,432,1004,3,18,276,402,217,482,204,85,68,268,332,1143
2011,Jamal Crawford,SG,30,ATL,76,0,2297,368,874,119,349,222,260,22,108,241,57,14,145,97,1077
2011,Jordan Crawford,SG,22,TOT,42,18,1027,192,500,33,128,73,84,31,74,117,39,3,83,63,490
2011,Jordan Crawford,SG,22,ATL,16,0,160,27,77,9,27,4,6,9,19,15,3,0,15,13,67
2011,Jordan Crawford,SG,22,WAS,26,18,867,165,423,24,101,69,78,22,55,102,36,3,68,50,423
2011,Dante Cunningham,PF,23,TOT,78,18,1637,218,472,1,13,45,62,96,181,43,54,43,51,177,482
2011,Dante Cunningham,PF,23,POR,56,9,1108,126,291,0,4,32,45,73,116,30,39,32,33,139,284
2011,Dante Cunningham,PF,23,CHA,22,9,529,92,181,1,9,13,17,23,65,13,15,11,18,38,198
2011,Stephen Curry,PG,22,GSW,74,74,2489,505,1053,151,342,212,227,52,234,432,109,20,226,233,1373
2011,Samuel Dalembert,C,29,SAC,80,46,1938,268,567,0,2,108,148,212,445,67,36,116,132,225,644
2011,Erick Dampier,C,35,MIA,51,22,815,52,89,0,1,24,44,53,124,22,14,47,32,82,128
2011,Antonio Daniels,PG,35,PHI,4,0,35,2,5,0,2,2,2,0,5,2,0,0,1,0,6
2011,Marquis Daniels,SF,30,BOS,49,0,938,114,232,4,21,39,57,24,89,64,39,22,38,63,271
2011,Baron Davis,PG,31,TOT,58,44,1649,289,693,81,239,101,131,35,121,391,78,28,146,143,760
2011,Baron Davis,PG,31,LAC,43,35,1269,214,515,45,152,79,104,29,91,299,62,22,107,114,552
2011,Baron Davis,PG,31,CLE,15,9,380,75,178,36,87,22,27,6,30,92,16,6,39,29,208
2011,Ed Davis,PF,21,TOR,65,17,1602,215,373,0,0,71,128,168,294,40,39,67,48,183,501
2011,Glen Davis,C,25,BOS,78,13,2298,359,801,2,15,195,265,101,324,92,78,30,85,231,915
2011,Austin Daye,SF,22,DET,72,16,1446,193,471,69,172,82,108,64,210,78,39,39,59,165,537
2011,Carlos Delfino,SF,28,MIL,49,40,1590,200,513,105,284,60,75,24,176,112,76,8,57,72,565
2011,Luol Deng,SF,25,CHI,82,82,3208,531,1155,115,333,253,336,116,360,230,78,48,156,162,1430
2011,DeMar DeRozan,SG,21,TOR,82,82,2851,539,1154,5,52,327,402,75,240,148,85,31,144,217,1410
2011,Boris Diaw,PF,28,CHA,82,82,2778,381,774,78,226,84,123,105,309,337,74,46,166,190,924
2011,Ike Diogu,PF,27,LAC,36,0,470,83,148,0,0,41,62,41,74,2,3,3,22,72,207
2011,DeSagana Diop,C,29,CHA,16,0,181,8,24,0,0,4,11,12,28,7,4,15,11,26,20
2011,Keyon Dooling,PG,30,MIL,80,22,1757,206,519,81,234,78,94,12,105,243,54,4,91,119,571
2011,Joey Dorsey,C,27,TOR,43,9,522,52,99,0,0,31,65,79,111,27,24,17,39,78,135
2011,Toney Douglas,SG,24,NYK,81,9,1971,314,755,143,383,85,107,65,179,244,89,4,89,177,856
2011,Chris Douglas-Roberts,SF,24,MIL,44,12,884,117,273,15,46,74,89,7,81,50,29,13,35,73,323
2011,Zabian Dowdell,PG,26,PHO,24,0,292,51,125,3,10,16,17,5,15,51,20,2,29,30,121
2011,Goran Dragic,PG,24,TOT,70,5,1234,192,441,56,155,83,133,36,106,204,50,10,117,125,523
2011,Goran Dragic,PG,24,PHO,48,2,856,133,316,28,101,59,97,24,62,149,36,6,96,90,353
2011,Goran Dragic,PG,24,HOU,22,3,378,59,125,28,54,24,36,12,44,55,14,4,21,35,170
2011,Jared Dudley,SF,25,PHO,82,15,2140,300,629,105,253,162,218,111,207,108,87,20,77,139,867
2011,Chris Duhon,PG,28,ORL,51,5,774,49,129,13,52,14,25,9,43,118,16,2,61,30,125
2011,Tim Duncan,C,34,SAS,76,76,2156,419,838,0,4,184,257,169,509,203,50,146,122,119,1022
2011,Mike Dunleavy,SG,30,IND,61,44,1683,240,520,102,254,100,125,28,248,105,40,30,69,107,682
2011,Ronald Dupree,SF,30,TOR,3,0,13,1,4,0,1,0,0,0,3,1,0,0,0,2,2
2011,Kevin Durant,SF,22,OKC,78,78,3038,711,1538,145,414,594,675,57,476,214,88,76,218,159,2161
2011,Devin Ebanks,SG,21,LAL,20,0,118,21,51,2,5,18,23,15,12,2,4,5,6,7,62
2011,Wayne Ellington,SG,23,MIN,62,8,1181,160,397,48,121,42,53,26,82,72,28,3,53,85,410
2011,Monta Ellis,SG,25,GSW,80,80,3227,726,1611,137,379,340,431,44,237,450,168,23,252,203,1929
2011,Francisco Elson,C,34,UTA,62,1,610,54,113,0,0,26,31,35,80,33,21,14,32,84,134
2011,Melvin Ely,C,32,DEN,30,2,366,28,51,0,0,13,21,27,47,14,4,11,14,50,69
2011,Semih Erden,C,24,TOT,41,8,595,62,111,0,0,39,60,37,81,20,15,24,34,104,163
2011,Semih Erden,C,24,BOS,37,7,531,58,97,0,0,34,54,31,76,19,13,21,32,92,150
2011,Semih Erden,C,24,CLE,4,1,64,4,14,0,0,5,6,6,5,1,2,3,2,12,13
2011,Jeremy Evans,SF,23,UTA,49,3,463,76,115,0,1,26,37,36,61,24,17,17,19,50,178
2011,Maurice Evans,SF,32,TOT,73,24,1549,177,424,55,167,52,58,52,104,45,34,14,33,129,461
2011,Maurice Evans,SF,32,ATL,47,12,837,79,201,28,89,24,28,23,61,30,16,5,15,74,210
2011,Maurice Evans,SF,32,WAS,26,12,712,98,223,27,78,28,30,29,43,15,18,9,18,55,251
2011,Reggie Evans,PF,30,TOR,30,18,798,42,103,0,1,48,88,119,226,38,29,6,39,89,132
2011,Tyreke Evans,SG,21,SAC,57,53,2107,382,933,43,148,205,266,46,229,319,85,30,184,143,1012
2011,Patrick Ewing,SF,26,NOH,7,0,19,0,5,0,2,3,4,1,1,2,0,1,1,1,3
2011,Christian Eyenga,SF,21,CLE,44,18,947,130,306,25,91,18,28,27,96,35,34,28,47,78,303
2011,Jordan Farmar,PG,24,NJN,73,18,1796,255,651,109,304,82,100,24,149,368,62,6,139,128,701
2011,Derrick Favors,PF,19,TOT,78,27,1535,215,416,0,0,103,173,171,241,39,29,68,77,246,533
2011,Derrick Favors,PF,19,NJN,56,23,1091,141,276,0,0,71,116,126,171,21,18,41,56,183,353
2011,Derrick Favors,PF,19,UTA,22,4,444,74,140,0,0,32,57,45,70,18,11,27,21,63,180
2011,Raymond Felton,PG-SG,26,TOT,75,54,2737,427,1005,116,329,194,241,48,221,625,125,11,221,150,1164
2011,Raymond Felton,PG,26,NYK,54,54,2074,339,801,88,268,157,181,40,154,488,97,11,176,113,923
2011,Raymond Felton,SG,26,DEN,21,0,663,88,204,28,61,37,60,8,67,137,28,0,45,37,241
2011,Rudy Fernandez,SG,25,POR,78,3,1821,213,575,116,361,126,146,37,135,193,87,14,88,134,668
2011,Kyrylo Fesenko,C,24,UTA,53,1,456,44,100,0,1,18,46,34,74,18,4,16,25,90,106
2011,Landry Fields,SG,22,NYK,82,81,2541,299,602,86,219,113,147,105,416,155,80,17,107,114,797
2011,Derek Fisher,PG,36,LAL,82,82,2297,206,529,63,159,83,103,14,138,224,99,8,70,192,558
2011,Jonny Flynn,PG,21,MIN,53,8,983,108,296,31,100,32,42,12,65,182,34,3,113,58,279
2011,Gary Forbes,SF,25,DEN,63,11,791,124,273,19,58,59,87,28,88,49,23,6,46,77,326
2011,T.J. Ford,PG,27,IND,41,3,773,91,236,6,32,35,48,17,64,141,35,8,63,69,223
2011,Jeff Foster,C,34,IND,56,3,940,80,167,0,3,27,48,160,190,46,24,31,26,127,187
2011,Randy Foye,SG,27,LAC,63,24,1551,206,531,71,217,133,149,13,90,170,47,21,95,122,616
2011,Channing Frye,PF,27,PHO,77,64,2541,358,829,171,439,89,107,65,448,96,46,79,73,272,976
2011,Dan Gadzuric,C-PF,32,TOT,42,9,463,54,129,0,1,10,27,71,64,14,13,29,29,91,118
2011,Dan Gadzuric,C,32,GSW,28,4,297,37,88,0,1,5,14,53,33,11,10,18,21,63,79
2011,Dan Gadzuric,PF,32,NJN,14,5,166,17,41,0,0,5,13,18,31,3,3,11,8,28,39
2011,Sundiata Gaines,PG,24,TOT,24,0,301,42,105,9,38,18,36,13,25,42,16,1,27,25,111
2011,Sundiata Gaines,PG,24,MIN,8,0,65,7,22,2,6,5,10,1,5,6,3,0,6,4,21
2011,Sundiata Gaines,PG,24,TOR,6,0,90,15,35,3,15,2,6,2,6,11,4,1,8,10,35
2011,Sundiata Gaines,PG,24,NJN,10,0,146,20,48,4,17,11,20,10,14,25,9,0,13,11,55
2011,Danilo Gallinari,PF-SF,22,TOT,62,60,2104,265,640,103,293,337,391,59,246,104,51,27,83,144,970
2011,Danilo Gallinari,PF,22,NYK,48,48,1671,211,509,83,239,259,290,48,181,82,38,18,58,117,764
2011,Danilo Gallinari,SF,22,DEN,14,12,433,54,131,20,54,78,101,11,65,22,13,9,25,27,206
2011,Francisco Garcia,SF,29,SAC,58,34,1386,207,475,81,224,65,76,24,109,71,51,49,45,126,560
2011,Kevin Garnett,PF,34,BOS,71,71,2220,434,822,1,5,187,217,83,548,171,95,57,115,148,1056
2011,Marc Gasol,C,26,MEM,81,81,2586,364,691,3,7,220,294,154,415,200,74,136,146,265,951
2011,Pau Gasol,C,30,LAL,82,82,3037,593,1120,1,3,354,430,268,568,273,48,130,142,203,1541
2011,Rudy Gay,SF,24,MEM,54,54,2152,409,869,57,144,194,241,82,254,153,91,58,135,131,1069
2011,Alonzo Gee,SG,23,TOT,56,34,1118,121,264,17,51,72,92,62,120,38,40,18,55,94,331
2011,Alonzo Gee,SG,23,SAS,5,0,18,1,3,0,0,0,0,2,1,0,0,2,3,3,2
2011,Alonzo Gee,SG,23,WAS,11,5,127,12,27,0,2,8,12,11,11,5,7,0,8,10,32
2011,Alonzo Gee,SG,23,CLE,40,29,973,108,234,17,49,64,80,49,108,33,33,16,44,81,297
2011,Paul George,SG,20,IND,61,19,1265,179,395,41,138,77,101,37,187,65,62,26,70,127,476
2011,Daniel Gibson,SG,24,CLE,67,15,1865,264,660,118,293,134,163,24,153,201,48,21,80,154,780
2011,Taj Gibson,PF,25,CHI,80,19,1742,234,502,1,8,100,148,162,296,58,39,106,71,203,569
2011,Manu Ginobili,SG,33,SAS,80,79,2426,441,1018,154,441,357,410,42,253,393,123,28,174,163,1393
2011,Ryan Gomes,SF,28,LAC,76,62,2095,207,505,72,211,61,85,61,193,118,62,12,55,159,547
2011,Drew Gooden,PF,29,MIL,35,18,860,156,362,3,20,81,102,73,165,47,21,18,46,98,396
2011,Ben Gordon,SG,27,DET,82,27,2131,339,770,107,266,136,160,41,154,171,48,16,141,178,921
2011,Eric Gordon,SG,22,LAC,56,56,2112,427,949,106,291,287,348,45,119,244,71,18,151,115,1247
2011,Marcin Gortat,C,26,TOT,80,14,2032,338,603,1,4,140,193,148,483,70,36,91,81,188,817
2011,Marcin Gortat,C,26,ORL,25,2,396,44,81,0,0,12,18,38,80,17,7,21,17,52,100
2011,Marcin Gortat,C,26,PHO,55,12,1636,294,522,1,4,128,175,110,403,53,29,70,64,136,717
2011,Joey Graham,SF,28,CLE,39,8,586,82,179,9,30,29,36,8,76,18,6,7,28,73,202
2011,Stephen Graham,SG,28,NJN,59,28,959,81,200,5,21,31,38,17,106,40,14,1,38,106,198
2011,Danny Granger,SF,27,IND,79,79,2763,535,1260,157,407,395,466,87,338,203,89,62,206,213,1622
2011,Aaron Gray,C,26,NOH,41,6,531,56,99,0,0,17,34,59,112,16,11,12,32,96,129
2011,Danny Green,SG,23,SAS,8,0,92,17,35,7,19,0,0,3,12,2,2,1,5,7,41
2011,Jeff Green,PF-SF,24,TOT,75,51,2427,368,820,64,211,198,244,73,287,108,53,37,99,210,998
2011,Jeff Green,PF,24,OKC,49,49,1815,270,618,56,184,148,181,57,217,89,40,21,76,142,744
2011,Jeff Green,SF,24,BOS,26,2,612,98,202,8,27,50,63,16,70,19,13,16,23,68,254
2011,Willie Green,SG,29,NOH,77,13,1674,270,609,54,155,78,100,22,139,74,36,13,67,143,672
2011,Donte Greene,SF,22,SAC,69,21,1127,156,386,45,154,43,65,49,98,48,36,20,60,88,400
2011,Orien Greene,SG,28,NJN,3,0,5,1,2,0,0,1,2,0,0,1,1,0,0,0,3
2011,Blake Griffin,PF,21,LAC,82,82,3112,696,1376,7,24,446,695,270,719,312,63,45,223,252,1845
2011,Hamed Haddadi,C,25,MEM,31,0,168,30,58,0,1,15,23,24,44,5,2,13,11,29,75
2011,Richard Hamilton,SG,32,DET,55,39,1498,288,671,55,144,146,172,24,102,171,39,4,88,95,777
2011,Tyler Hansbrough,PF,25,IND,70,29,1535,285,613,0,2,197,253,145,221,41,37,15,76,160,767
2011,Luke Harangody,PF,23,TOT,49,0,640,79,206,16,66,19,26,40,103,30,15,17,16,80,193
2011,Luke Harangody,PF,23,BOS,28,0,241,28,71,2,10,5,8,17,38,10,4,7,5,36,63
2011,Luke Harangody,PF,23,CLE,21,0,399,51,135,14,56,14,18,23,65,20,11,10,11,44,130
2011,James Harden,SG,21,OKC,82,5,2189,298,684,113,324,289,343,42,213,176,92,24,106,207,998
2011,Al Harrington,PF,30,DEN,73,3,1665,281,675,117,328,86,117,76,256,101,39,10,106,202,765
2011,Devin Harris,PG,27,TOT,71,70,2254,343,813,58,180,335,402,17,152,503,70,7,207,163,1079
2011,Devin Harris,PG,27,NJN,54,54,1724,260,612,33,110,258,307,11,118,411,57,5,158,130,811
2011,Devin Harris,PG,27,UTA,17,16,530,83,201,25,70,77,95,6,34,92,13,2,49,33,268
