Event,Round,Diver,Country,Rank,DiveNo,Difficulty,JScore,Judge,JCountry
M10mPF,2 - Semi,KALEC Christopher,CAN,17,3,2,8,ZAITSEV Oleg,RUS
M10mPF,2 - Semi,KALEC Christopher,CAN,17,3,2,7,BOOTHROYD Sydney,GBR
M10mPF,2 - Semi,KALEC Christopher,CAN,17,3,2,7.5,BOUSSARD Michel,FRA
M10mPF,2 - Semi,KALEC Christopher,CAN,17,3,2,7.5,WANG Facheng,CHN
M10mPF,2 - Semi,KALEC Christopher,CAN,17,3,2,7.5,BARNETT Madeleine,AUS
M10mPF,2 - Semi,KALEC Christopher,CAN,17,4,2,7.5,CALDERON Felix,PUR
M10mPF,2 - Semi,KALEC Christopher,CAN,17,4,2,8,BOYS Beverley,CAN
M10mPF,2 - Semi,KALEC Christopher,CAN,17,4,2,8,ZAITSEV Oleg,RUS
M10mPF,2 - Semi,KALEC Christopher,CAN,17,4,2,8.5,BOOTHROYD Sydney,GBR
M10mPF,2 - Semi,KALEC Christopher,CAN,17,4,2,8.5,BOUSSARD Michel,FRA
M10mPF,2 - Semi,KALEC Christopher,CAN,17,4,2,7.5,WANG Facheng,CHN
M10mPF,2 - Semi,KALEC Christopher,CAN,17,4,2,8,BARNETT Madeleine,AUS
M10mPF,2 - Semi,MAZZUCCHI Massimiliano,ITA,18,1,1.6,7.5,HOOD Robin,NZL
M10mPF,2 - Semi,MAZZUCCHI Massimiliano,ITA,18,1,1.6,7.5,BURK Hans-Peter,GER
M10mPF,2 - Semi,MAZZUCCHI Massimiliano,ITA,18,1,1.6,7.5,LINDBERG Mathz,SWE
M10mPF,2 - Semi,MAZZUCCHI Massimiliano,ITA,18,1,1.6,8,McFARLAND Steve,USA
M10mPF,2 - Semi,MAZZUCCHI Massimiliano,ITA,18,1,1.6,7.5,MENA Jesus,MEX
M10mPF,2 - Semi,MAZZUCCHI Massimiliano,ITA,18,1,1.6,7.5,STEWART Anthea,ZIM
M10mPF,2 - Semi,MAZZUCCHI Massimiliano,ITA,18,1,1.6,7.5,CRUZ Julia,ESP
M10mPF,2 - Semi,MAZZUCCHI Massimiliano,ITA,18,2,2,7,HOOD Robin,NZL
M10mPF,2 - Semi,MAZZUCCHI Massimiliano,ITA,18,2,2,7,BURK Hans-Peter,GER
M10mPF,2 - Semi,MAZZUCCHI Massimiliano,ITA,18,2,2,7.5,LINDBERG Mathz,SWE
M10mPF,2 - Semi,MAZZUCCHI Massimiliano,ITA,18,2,2,7.5,McFARLAND Steve,USA
M10mPF,2 - Semi,MAZZUCCHI Massimiliano,ITA,18,2,2,6.5,MENA Jesus,MEX
M10mPF,2 - Semi,MAZZUCCHI Massimiliano,ITA,18,2,2,7.5,STEWART Anthea,ZIM
M10mPF,2 - Semi,MAZZUCCHI Massimiliano,ITA,18,2,2,7,CRUZ Julia,ESP
M10mPF,2 - Semi,MAZZUCCHI Massimiliano,ITA,18,3,1.9,7.5,CALDERON Felix,PUR
M10mPF,2 - Semi,MAZZUCCHI Massimiliano,ITA,18,3,1.9,8,BOYS Beverley,CAN
M10mPF,2 - Semi,MAZZUCCHI Massimiliano,ITA,18,3,1.9,7.5,ZAITSEV Oleg,RUS
M10mPF,2 - Semi,MAZZUCCHI Massimiliano,ITA,18,3,1.9,7.5,BOOTHROYD Sydney,GBR
M10mPF,2 - Semi,MAZZUCCHI Massimiliano,ITA,18,3,1.9,8,BOUSSARD Michel,FRA
M10mPF,2 - Semi,MAZZUCCHI Massimiliano,ITA,18,3,1.9,8,WANG Facheng,CHN
M10mPF,2 - Semi,MAZZUCCHI Massimiliano,ITA,18,3,1.9,8,BARNETT Madeleine,AUS
M10mPF,2 - Semi,MAZZUCCHI Massimiliano,ITA,18,4,2.1,7.5,CALDERON Felix,PUR
M10mPF,2 - Semi,MAZZUCCHI Massimiliano,ITA,18,4,2.1,8,BOYS Beverley,CAN
M10mPF,2 - Semi,MAZZUCCHI Massimiliano,ITA,18,4,2.1,8,ZAITSEV Oleg,RUS
M10mPF,2 - Semi,MAZZUCCHI Massimiliano,ITA,18,4,2.1,7,BOOTHROYD Sydney,GBR
M10mPF,2 - Semi,MAZZUCCHI Massimiliano,ITA,18,4,2.1,8,BOUSSARD Michel,FRA
M10mPF,2 - Semi,MAZZUCCHI Massimiliano,ITA,18,4,2.1,8,WANG Facheng,CHN
M10mPF,2 - Semi,MAZZUCCHI Massimiliano,ITA,18,4,2.1,7.5,BARNETT Madeleine,AUS
W3mSB,3 - Final,FU Mingxia,CHN,1,1,3,7.5,GEISSBUHLER Michael,SUI
W3mSB,3 - Final,FU Mingxia,CHN,1,1,3,7.5,MENA Jesus,MEX
W3mSB,3 - Final,FU Mingxia,CHN,1,1,3,8,HUBER Peter,AUT
W3mSB,3 - Final,FU Mingxia,CHN,1,1,3,8,HOOD Robin,NZL
W3mSB,3 - Final,FU Mingxia,CHN,1,1,3,8,HASSAN Mostafa,EGY
W3mSB,3 - Final,FU Mingxia,CHN,1,1,3,8.5,BOUSSARD Michel,FRA
W3mSB,3 - Final,FU Mingxia,CHN,1,1,3,7.5,RUIZ-PEDREGUERA Rolando,CUB
W3mSB,3 - Final,FU Mingxia,CHN,1,2,3.1,6.5,GEISSBUHLER Michael,SUI
W3mSB,3 - Final,FU Mingxia,CHN,1,2,3.1,6,MENA Jesus,MEX
W3mSB,3 - Final,FU Mingxia,CHN,1,2,3.1,6.5,HUBER Peter,AUT
W3mSB,3 - Final,FU Mingxia,CHN,1,2,3.1,8,HOOD Robin,NZL
W3mSB,3 - Final,FU Mingxia,CHN,1,2,3.1,8,HASSAN Mostafa,EGY
W3mSB,3 - Final,FU Mingxia,CHN,1,2,3.1,7,BOUSSARD Michel,FRA
W3mSB,3 - Final,FU Mingxia,CHN,1,2,3.1,6.5,RUIZ-PEDREGUERA Rolando,CUB
W3mSB,3 - Final,FU Mingxia,CHN,1,3,3,8.5,GEISSBUHLER Michael,SUI
W3mSB,3 - Final,FU Mingxia,CHN,1,3,3,9,MENA Jesus,MEX
W3mSB,3 - Final,FU Mingxia,CHN,1,3,3,9,HUBER Peter,AUT
W3mSB,3 - Final,FU Mingxia,CHN,1,3,3,5.5,HOOD Robin,NZL
W3mSB,3 - Final,FU Mingxia,CHN,1,3,3,8.5,HASSAN Mostafa,EGY
W3mSB,3 - Final,FU Mingxia,CHN,1,3,3,7,BOUSSARD Michel,FRA
W3mSB,3 - Final,FU Mingxia,CHN,1,3,3,8.5,RUIZ-PEDREGUERA Rolando,CUB
W3mSB,3 - Final,FU Mingxia,CHN,1,4,3,8,GEISSBUHLER Michael,SUI
W3mSB,3 - Final,FU Mingxia,CHN,1,4,3,8.5,MENA Jesus,MEX
W3mSB,3 - Final,FU Mingxia,CHN,1,4,3,9,HUBER Peter,AUT
W3mSB,3 - Final,FU Mingxia,CHN,1,4,3,8.5,HOOD Robin,NZL
W3mSB,3 - Final,FU Mingxia,CHN,1,4,3,9,HASSAN Mostafa,EGY
W3mSB,3 - Final,FU Mingxia,CHN,1,4,3,9.5,BOUSSARD Michel,FRA
W3mSB,3 - Final,FU Mingxia,CHN,1,4,3,9.5,RUIZ-PEDREGUERA Rolando,CUB
W3mSB,3 - Final,FU Mingxia,CHN,1,5,2.9,9,GEISSBUHLER Michael,SUI
W3mSB,3 - Final,FU Mingxia,CHN,1,5,2.9,8.5,MENA Jesus,MEX
W3mSB,3 - Final,FU Mingxia,CHN,1,5,2.9,8.5,HUBER Peter,AUT
W3mSB,3 - Final,FU Mingxia,CHN,1,5,2.9,9,HOOD Robin,NZL
W3mSB,3 - Final,FU Mingxia,CHN,1,5,2.9,9,HASSAN Mostafa,EGY
W3mSB,3 - Final,FU Mingxia,CHN,1,5,2.9,9,BOUSSARD Michel,FRA
W3mSB,3 - Final,FU Mingxia,CHN,1,5,2.9,9,RUIZ-PEDREGUERA Rolando,CUB
W3mSB,3 - Final,GUO Jingjing,CHN,2,1,3,7.5,GEISSBUHLER Michael,SUI
W3mSB,3 - Final,GUO Jingjing,CHN,2,1,3,8,MENA Jesus,MEX
W3mSB,3 - Final,GUO Jingjing,CHN,2,1,3,8.5,HUBER Peter,AUT
W3mSB,3 - Final,GUO Jingjing,CHN,2,1,3,8.5,HOOD Robin,NZL
W3mSB,3 - Final,GUO Jingjing,CHN,2,1,3,8,HASSAN Mostafa,EGY
W3mSB,3 - Final,GUO Jingjing,CHN,2,1,3,8,BOUSSARD Michel,FRA
W3mSB,3 - Final,GUO Jingjing,CHN,2,1,3,7.5,RUIZ-PEDREGUERA Rolando,CUB
W3mSB,3 - Final,GUO Jingjing,CHN,2,2,3,7,GEISSBUHLER Michael,SUI
W3mSB,3 - Final,GUO Jingjing,CHN,2,2,3,7.5,MENA Jesus,MEX
W3mSB,3 - Final,GUO Jingjing,CHN,2,2,3,7,HUBER Peter,AUT
W3mSB,3 - Final,GUO Jingjing,CHN,2,2,3,6.5,HOOD Robin,NZL
W3mSB,3 - Final,GUO Jingjing,CHN,2,2,3,7.5,HASSAN Mostafa,EGY
W3mSB,3 - Final,GUO Jingjing,CHN,2,2,3,7,BOUSSARD Michel,FRA
W3mSB,3 - Final,GUO Jingjing,CHN,2,2,3,7.5,RUIZ-PEDREGUERA Rolando,CUB
W3mSB,3 - Final,GUO Jingjing,CHN,2,3,3.1,7,GEISSBUHLER Michael,SUI
W3mSB,3 - Final,GUO Jingjing,CHN,2,3,3.1,7.5,MENA Jesus,MEX
W3mSB,3 - Final,GUO Jingjing,CHN,2,3,3.1,7.5,HUBER Peter,AUT
W3mSB,3 - Final,GUO Jingjing,CHN,2,3,3.1,7.5,HOOD Robin,NZL
W3mSB,3 - Final,GUO Jingjing,CHN,2,3,3.1,7.5,HASSAN Mostafa,EGY
W3mSB,3 - Final,GUO Jingjing,CHN,2,3,3.1,7.5,BOUSSARD Michel,FRA
W3mSB,3 - Final,GUO Jingjing,CHN,2,3,3.1,8.5,RUIZ-PEDREGUERA Rolando,CUB
W3mSB,3 - Final,GUO Jingjing,CHN,2,4,3.1,8.5,GEISSBUHLER Michael,SUI
W3mSB,3 - Final,GUO Jingjing,CHN,2,4,3.1,7.5,MENA Jesus,MEX
W3mSB,3 - Final,GUO Jingjing,CHN,2,4,3.1,8,HUBER Peter,AUT
W3mSB,3 - Final,GUO Jingjing,CHN,2,4,3.1,7.5,HOOD Robin,NZL
W3mSB,3 - Final,GUO Jingjing,CHN,2,4,3.1,8,HASSAN Mostafa,EGY
W3mSB,3 - Final,GUO Jingjing,CHN,2,4,3.1,7.5,BOUSSARD Michel,FRA
W3mSB,3 - Final,GUO Jingjing,CHN,2,4,3.1,8,RUIZ-PEDREGUERA Rolando,CUB
W3mSB,3 - Final,GUO Jingjing,CHN,2,5,3,7,GEISSBUHLER Michael,SUI
W3mSB,3 - Final,GUO Jingjing,CHN,2,5,3,8,MENA Jesus,MEX
W3mSB,3 - Final,GUO Jingjing,CHN,2,5,3,7.5,HUBER Peter,AUT
W3mSB,3 - Final,GUO Jingjing,CHN,2,5,3,7.5,HOOD Robin,NZL
W3mSB,3 - Final,GUO Jingjing,CHN,2,5,3,6.5,HASSAN Mostafa,EGY
W3mSB,3 - Final,GUO Jingjing,CHN,2,5,3,8,BOUSSARD Michel,FRA
W3mSB,3 - Final,GUO Jingjing,CHN,2,5,3,7.5,RUIZ-PEDREGUERA Rolando,CUB
W3mSB,3 - Final,LINDNER Doerte,GER,3,1,2.8,8,GEISSBUHLER Michael,SUI
W3mSB,3 - Final,LINDNER Doerte,GER,3,1,2.8,7.5,MENA Jesus,MEX
W3mSB,3 - Final,LINDNER Doerte,GER,3,1,2.8,7.5,HUBER Peter,AUT
W3mSB,3 - Final,LINDNER Doerte,GER,3,1,2.8,7,HOOD Robin,NZL
W3mSB,3 - Final,LINDNER Doerte,GER,3,1,2.8,7.5,HASSAN Mostafa,EGY
W3mSB,3 - Final,LINDNER Doerte,GER,3,1,2.8,7.5,BOUSSARD Michel,FRA
W3mSB,3 - Final,LINDNER Doerte,GER,3,1,2.8,7.5,RUIZ-PEDREGUERA Rolando,CUB
W3mSB,3 - Final,LINDNER Doerte,GER,3,2,3,7,GEISSBUHLER Michael,SUI
W3mSB,3 - Final,LINDNER Doerte,GER,3,2,3,7.5,MENA Jesus,MEX
W3mSB,3 - Final,LINDNER Doerte,GER,3,2,3,8,HUBER Peter,AUT
W3mSB,3 - Final,LINDNER Doerte,GER,3,2,3,8.5,HOOD Robin,NZL
W3mSB,3 - Final,LINDNER Doerte,GER,3,2,3,8,HASSAN Mostafa,EGY
W3mSB,3 - Final,LINDNER Doerte,GER,3,2,3,7,BOUSSARD Michel,FRA
W3mSB,3 - Final,LINDNER Doerte,GER,3,2,3,7.5,RUIZ-PEDREGUERA Rolando,CUB
W3mSB,3 - Final,LINDNER Doerte,GER,3,3,3.1,7,GEISSBUHLER Michael,SUI
W3mSB,3 - Final,LINDNER Doerte,GER,3,3,3.1,7,MENA Jesus,MEX
W3mSB,3 - Final,LINDNER Doerte,GER,3,3,3.1,7,HUBER Peter,AUT
W3mSB,3 - Final,LINDNER Doerte,GER,3,3,3.1,7,HOOD Robin,NZL
W3mSB,3 - Final,LINDNER Doerte,GER,3,3,3.1,7.5,HASSAN Mostafa,EGY
W3mSB,3 - Final,LINDNER Doerte,GER,3,3,3.1,7,BOUSSARD Michel,FRA
W3mSB,3 - Final,LINDNER Doerte,GER,3,3,3.1,7.5,RUIZ-PEDREGUERA Rolando,CUB
W3mSB,3 - Final,LINDNER Doerte,GER,3,4,3,8.5,GEISSBUHLER Michael,SUI
W3mSB,3 - Final,LINDNER Doerte,GER,3,4,3,8.5,MENA Jesus,MEX
W3mSB,3 - Final,LINDNER Doerte,GER,3,4,3,8,HUBER Peter,AUT
W3mSB,3 - Final,LINDNER Doerte,GER,3,4,3,7.5,HOOD Robin,NZL
W3mSB,3 - Final,LINDNER Doerte,GER,3,4,3,8.5,HASSAN Mostafa,EGY
W3mSB,3 - Final,LINDNER Doerte,GER,3,4,3,8.5,BOUSSARD Michel,FRA
W3mSB,3 - Final,LINDNER Doerte,GER,3,4,3,8,RUIZ-PEDREGUERA Rolando,CUB
W3mSB,3 - Final,LINDNER Doerte,GER,3,5,3,8,GEISSBUHLER Michael,SUI
W3mSB,3 - Final,LINDNER Doerte,GER,3,5,3,8,MENA Jesus,MEX
W3mSB,3 - Final,LINDNER Doerte,GER,3,5,3,7,HUBER Peter,AUT
W3mSB,3 - Final,LINDNER Doerte,GER,3,5,3,7.5,HOOD Robin,NZL
W3mSB,3 - Final,LINDNER Doerte,GER,3,5,3,8,HASSAN Mostafa,EGY
W3mSB,3 - Final,LINDNER Doerte,GER,3,5,3,7.5,BOUSSARD Michel,FRA
W3mSB,3 - Final,LINDNER Doerte,GER,3,5,3,7,RUIZ-PEDREGUERA Rolando,CUB
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,1,3,8,GEISSBUHLER Michael,SUI
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,1,3,7,MENA Jesus,MEX
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,1,3,8,HUBER Peter,AUT
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,1,3,8.5,HOOD Robin,NZL
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,1,3,7.5,HASSAN Mostafa,EGY
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,1,3,8,BOUSSARD Michel,FRA
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,1,3,7.5,RUIZ-PEDREGUERA Rolando,CUB
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,2,3.1,7,GEISSBUHLER Michael,SUI
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,2,3.1,6.5,MENA Jesus,MEX
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,2,3.1,7,HUBER Peter,AUT
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,2,3.1,7.5,HOOD Robin,NZL
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,2,3.1,7.5,HASSAN Mostafa,EGY
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,2,3.1,7,BOUSSARD Michel,FRA
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,2,3.1,7,RUIZ-PEDREGUERA Rolando,CUB
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,3,3,6,GEISSBUHLER Michael,SUI
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,3,3,7,MENA Jesus,MEX
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,3,3,5.5,HUBER Peter,AUT
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,3,3,6,HOOD Robin,NZL
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,3,3,6,HASSAN Mostafa,EGY
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,3,3,6.5,BOUSSARD Michel,FRA
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,3,3,5.5,RUIZ-PEDREGUERA Rolando,CUB
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,4,2.8,8.5,GEISSBUHLER Michael,SUI
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,4,2.8,9,MENA Jesus,MEX
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,4,2.8,8.5,HUBER Peter,AUT
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,4,2.8,9,HOOD Robin,NZL
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,4,2.8,8.5,HASSAN Mostafa,EGY
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,4,2.8,9,BOUSSARD Michel,FRA
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,4,2.8,8.5,RUIZ-PEDREGUERA Rolando,CUB
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,5,3.1,7.5,GEISSBUHLER Michael,SUI
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,5,3.1,8,MENA Jesus,MEX
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,5,3.1,7.5,HUBER Peter,AUT
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,5,3.1,8,HOOD Robin,NZL
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,5,3.1,7.5,HASSAN Mostafa,EGY
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,5,3.1,7.5,BOUSSARD Michel,FRA
W3mSB,3 - Final,PAKHALINA Ioulia,RUS,4,5,3.1,7,RUIZ-PEDREGUERA Rolando,CUB
W3mSB,3 - Final,LINDBERG Anna,SWE,5,1,2.4,8.5,GEISSBUHLER Michael,SUI
W3mSB,3 - Final,LINDBERG Anna,SWE,5,1,2.4,9,MENA Jesus,MEX
W3mSB,3 - Final,LINDBERG Anna,SWE,5,1,2.4,8.5,HUBER Peter,AUT
W3mSB,3 - Final,LINDBERG Anna,SWE,5,1,2.4,8,HOOD Robin,NZL
W3mSB,3 - Final,LINDBERG Anna,SWE,5,1,2.4,8.5,HASSAN Mostafa,EGY
W3mSB,3 - Final,LINDBERG Anna,SWE,5,1,2.4,8.5,BOUSSARD Michel,FRA
W3mSB,3 - Final,LINDBERG Anna,SWE,5,1,2.4,8.5,RUIZ-PEDREGUERA Rolando,CUB
W3mSB,3 - Final,LINDBERG Anna,SWE,5,2,2.8,7.5,GEISSBUHLER Michael,SUI
W3mSB,3 - Final,LINDBERG Anna,SWE,5,2,2.8,8.5,MENA Jesus,MEX
W3mSB,3 - Final,LINDBERG Anna,SWE,5,2,2.8,7.5,HUBER Peter,AUT
W3mSB,3 - Final,LINDBERG Anna,SWE,5,2,2.8,8,HOOD Robin,NZL
W3mSB,3 - Final,LINDBERG Anna,SWE,5,2,2.8,8,HASSAN Mostafa,EGY
W3mSB,3 - Final,LINDBERG Anna,SWE,5,2,2.8,7.5,BOUSSARD Michel,FRA
W3mSB,3 - Final,LINDBERG Anna,SWE,5,2,2.8,7.5,RUIZ-PEDREGUERA Rolando,CUB
W3mSB,3 - Final,LINDBERG Anna,SWE,5,3,2.8,8,GEISSBUHLER Michael,SUI
W3mSB,3 - Final,LINDBERG Anna,SWE,5,3,2.8,8.5,MENA Jesus,MEX
W3mSB,3 - Final,LINDBERG Anna,SWE,5,3,2.8,8.5,HUBER Peter,AUT
W3mSB,3 - Final,LINDBERG Anna,SWE,5,3,2.8,9,HOOD Robin,NZL
W3mSB,3 - Final,LINDBERG Anna,SWE,5,3,2.8,9,HASSAN Mostafa,EGY
W3mSB,3 - Final,LINDBERG Anna,SWE,5,3,2.8,8,BOUSSARD Michel,FRA
W3mSB,3 - Final,LINDBERG Anna,SWE,5,3,2.8,8.5,RUIZ-PEDREGUERA Rolando,CUB
W3mSB,3 - Final,LINDBERG Anna,SWE,5,4,2.7,8,GEISSBUHLER Michael,SUI
W3mSB,3 - Final,LINDBERG Anna,SWE,5,4,2.7,7.5,MENA Jesus,MEX
W3mSB,3 - Final,LINDBERG Anna,SWE,5,4,2.7,7.5,HUBER Peter,AUT
W3mSB,3 - Final,LINDBERG Anna,SWE,5,4,2.7,8,HOOD Robin,NZL
W3mSB,3 - Final,LINDBERG Anna,SWE,5,4,2.7,7.5,HASSAN Mostafa,EGY
W3mSB,3 - Final,LINDBERG Anna,SWE,5,4,2.7,7.5,BOUSSARD Michel,FRA
W3mSB,3 - Final,LINDBERG Anna,SWE,5,4,2.7,7.5,RUIZ-PEDREGUERA Rolando,CUB
W3mSB,3 - Final,LINDBERG Anna,SWE,5,5,2.9,8,GEISSBUHLER Michael,SUI
W3mSB,3 - Final,LINDBERG Anna,SWE,5,5,2.9,8,MENA Jesus,MEX
W3mSB,3 - Final,LINDBERG Anna,SWE,5,5,2.9,7.5,HUBER Peter,AUT
W3mSB,3 - Final,LINDBERG Anna,SWE,5,5,2.9,7.5,HOOD Robin,NZL
W3mSB,3 - Final,LINDBERG Anna,SWE,5,5,2.9,7,HASSAN Mostafa,EGY
W3mSB,3 - Final,LINDBERG Anna,SWE,5,5,2.9,7.5,BOUSSARD Michel,FRA
W3mSB,3 - Final,LINDBERG Anna,SWE,5,5,2.9,8,RUIZ-PEDREGUERA Rolando,CUB
W3mSB,3 - Final,ILINA Vera,RUS,6,1,2.7,7,GEISSBUHLER Michael,SUI
W3mSB,3 - Final,ILINA Vera,RUS,6,1,2.7,6.5,MENA Jesus,MEX
W3mSB,3 - Final,ILINA Vera,RUS,6,1,2.7,6.5,HUBER Peter,AUT
W3mSB,3 - Final,ILINA Vera,RUS,6,1,2.7,7,HOOD Robin,NZL
W3mSB,3 - Final,ILINA Vera,RUS,6,1,2.7,6,HASSAN Mostafa,EGY
W3mSB,3 - Final,ILINA Vera,RUS,6,1,2.7,6.5,BOUSSARD Michel,FRA
W3mSB,3 - Final,ILINA Vera,RUS,6,1,2.7,6.5,RUIZ-PEDREGUERA Rolando,CUB
W3mSB,3 - Final,ILINA Vera,RUS,6,2,2.8,8,GEISSBUHLER Michael,SUI
W3mSB,3 - Final,ILINA Vera,RUS,6,2,2.8,7.5,MENA Jesus,MEX
W3mSB,3 - Final,ILINA Vera,RUS,6,2,2.8,8,HUBER Peter,AUT
W3mSB,3 - Final,ILINA Vera,RUS,6,2,2.8,8,HOOD Robin,NZL
W3mSB,3 - Final,ILINA Vera,RUS,6,2,2.8,8,HASSAN Mostafa,EGY
W3mSB,3 - Final,ILINA Vera,RUS,6,2,2.8,8,BOUSSARD Michel,FRA
W3mSB,3 - Final,ILINA Vera,RUS,6,2,2.8,8,RUIZ-PEDREGUERA Rolando,CUB
W3mSB,3 - Final,ILINA Vera,RUS,6,3,3,6.5,GEISSBUHLER Michael,SUI
W3mSB,3 - Final,ILINA Vera,RUS,6,3,3,6,MENA Jesus,MEX
W3mSB,3 - Final,ILINA Vera,RUS,6,3,3,6.5,HUBER Peter,AUT
W3mSB,3 - Final,ILINA Vera,RUS,6,3,3,6,HOOD Robin,NZL
W3mSB,3 - Final,ILINA Vera,RUS,6,3,3,6.5,HASSAN Mostafa,EGY
W3mSB,3 - Final,ILINA Vera,RUS,6,3,3,7,BOUSSARD Michel,FRA
W3mSB,3 - Final,ILINA Vera,RUS,6,3,3,6,RUIZ-PEDREGUERA Rolando,CUB
W3mSB,3 - Final,ILINA Vera,RUS,6,4,3,7.5,GEISSBUHLER Michael,SUI
W3mSB,3 - Final,ILINA Vera,RUS,6,4,3,7.5,MENA Jesus,MEX
W3mSB,3 - Final,ILINA Vera,RUS,6,4,3,8,HUBER Peter,AUT
W3mSB,3 - Final,ILINA Vera,RUS,6,4,3,8.5,HOOD Robin,NZL
W3mSB,3 - Final,ILINA Vera,RUS,6,4,3,8,HASSAN Mostafa,EGY
W3mSB,3 - Final,ILINA Vera,RUS,6,4,3,7.5,BOUSSARD Michel,FRA
W3mSB,3 - Final,ILINA Vera,RUS,6,4,3,7.5,RUIZ-PEDREGUERA Rolando,CUB
W3mSB,3 - Final,ILINA Vera,RUS,6,5,3.1,8,GEISSBUHLER Michael,SUI
W3mSB,3 - Final,ILINA Vera,RUS,6,5,3.1,7.5,MENA Jesus,MEX
W3mSB,3 - Final,ILINA Vera,RUS,6,5,3.1,7.5,HUBER Peter,AUT
W3mSB,3 - Final,ILINA Vera,RUS,6,5,3.1,7.5,HOOD Robin,NZL
W3mSB,3 - Final,ILINA Vera,RUS,6,5,3.1,8,HASSAN Mostafa,EGY
W3mSB,3 - Final,ILINA Vera,RUS,6,5,3.1,7.5,BOUSSARD Michel,FRA
W3mSB,3 - Final,ILINA Vera,RUS,6,5,3.1,7.5,RUIZ-PEDREGUERA Rolando,CUB
W3mSB,3 - Final,MICHELL Chantelle,AUS,7,1,2.4,8,GEISSBUHLER Michael,SUI
W3mSB,3 - Final,MICHELL Chantelle,AUS,7,1,2.4,8,MENA Jesus,MEX
W3mSB,3 - Final,MICHELL Chantelle,AUS,7,1,2.4,8,HUBER Peter,AUT
W3mSB,3 - Final,MICHELL Chantelle,AUS,7,1,2.4,8,HOOD Robin,NZL
W3mSB,3 - Final,MICHELL Chantelle,AUS,7,1,2.4,7.5,HASSAN Mostafa,EGY
W3mSB,3 - Final,MICHELL Chantelle,AUS,7,1,2.4,8,BOUSSARD Michel,FRA
W3mSB,3 - Final,MICHELL Chantelle,AUS,7,1,2.4,8,RUIZ-PEDREGUERA Rolando,CUB
W3mSB,3 - Final,MICHELL Chantelle,AUS,7,2,3,7.5,GEISSBUHLER Michael,SUI
W3mSB,3 - Final,MICHELL Chantelle,AUS,7,2,3,7.5,MENA Jesus,MEX
W3mSB,3 - Final,MICHELL Chantelle,AUS,7,2,3,7.5,HUBER Peter,AUT
W3mSB,3 - Final,MICHELL Chantelle,AUS,7,2,3,8,HOOD Robin,NZL
W3mSB,3 - Final,MICHELL Chantelle,AUS,7,2,3,8,HASSAN Mostafa,EGY
W3mSB,3 - Final,MICHELL Chantelle,AUS,7,2,3,8,BOUSSARD Michel,FRA
W3mSB,3 - Final,MICHELL Chantelle,AUS,7,2,3,7.5,RUIZ-PEDREGUERA Rolando,CUB
W3mSB,3 - Final,MICHELL Chantelle,AUS,7,3,2.8,7.5,GEISSBUHLER Michael,SUI
W3mSB,3 - Final,MICHELL Chantelle,AUS,7,3,2.8,7.5,MENA Jesus,MEX
W3mSB,3 - Final,MICHELL Chantelle,AUS,7,3,2.8,7,HUBER Peter,AUT
W3mSB,3 - Final,MICHELL Chantelle,AUS,7,3,2.8,7.5,HOOD Robin,NZL
W3mSB,3 - Final,MICHELL Chantelle,AUS,7,3,2.8,7.5,HASSAN Mostafa,EGY
W3mSB,3 - Final,MICHELL Chantelle,AUS,7,3,2.8,7.5,BOUSSARD Michel,FRA
