Event,Round,Diver,Country,Rank,DiveNo,Difficulty,JScore,Judge,JCountry
M3mSB,1 - Prelim,YEOH Ken-Nee,MAS,22,2,3.1,7,McFARLAND Steve,USA
M3mSB,1 - Prelim,YEOH Ken-Nee,MAS,22,2,3.1,7,CALDERON Felix,PUR
M3mSB,1 - Prelim,YEOH Ken-Nee,MAS,22,3,3,6.5,GEAR Dennis,NZL
M3mSB,1 - Prelim,YEOH Ken-Nee,MAS,22,3,3,7,WANG Facheng,CHN
M3mSB,1 - Prelim,YEOH Ken-Nee,MAS,22,3,3,6.5,ALT Walter,GER
M3mSB,1 - Prelim,YEOH Ken-Nee,MAS,22,3,3,7,JOHNSON Bente,NOR
M3mSB,1 - Prelim,YEOH Ken-Nee,MAS,22,3,3,7.5,BOUSSARD Michel,FRA
M3mSB,1 - Prelim,YEOH Ken-Nee,MAS,22,3,3,7,McFARLAND Steve,USA
M3mSB,1 - Prelim,YEOH Ken-Nee,MAS,22,3,3,7,CALDERON Felix,PUR
M3mSB,1 - Prelim,YEOH Ken-Nee,MAS,22,4,3,7,RUIZ-PEDREGUERA Rolando,CUB
M3mSB,1 - Prelim,YEOH Ken-Nee,MAS,22,4,3,7,MENA Jesus,MEX
M3mSB,1 - Prelim,YEOH Ken-Nee,MAS,22,4,3,7,BOYS Beverley,CAN
M3mSB,1 - Prelim,YEOH Ken-Nee,MAS,22,4,3,7,ZAITSEV Oleg,RUS
M3mSB,1 - Prelim,YEOH Ken-Nee,MAS,22,4,3,7,BOOTHROYD Sydney,GBR
M3mSB,1 - Prelim,YEOH Ken-Nee,MAS,22,4,3,7,CRUZ Julia,ESP
M3mSB,1 - Prelim,YEOH Ken-Nee,MAS,22,4,3,6.5,BARNETT Madeleine,AUS
M3mSB,1 - Prelim,YEOH Ken-Nee,MAS,22,5,2.8,6.5,RUIZ-PEDREGUERA Rolando,CUB
M3mSB,1 - Prelim,YEOH Ken-Nee,MAS,22,5,2.8,6,MENA Jesus,MEX
M3mSB,1 - Prelim,YEOH Ken-Nee,MAS,22,5,2.8,6.5,BOYS Beverley,CAN
M3mSB,1 - Prelim,YEOH Ken-Nee,MAS,22,5,2.8,6,ZAITSEV Oleg,RUS
M3mSB,1 - Prelim,YEOH Ken-Nee,MAS,22,5,2.8,7,BOOTHROYD Sydney,GBR
M3mSB,1 - Prelim,YEOH Ken-Nee,MAS,22,5,2.8,6,CRUZ Julia,ESP
M3mSB,1 - Prelim,YEOH Ken-Nee,MAS,22,5,2.8,6.5,BARNETT Madeleine,AUS
M3mSB,1 - Prelim,YEOH Ken-Nee,MAS,22,6,2.9,7,RUIZ-PEDREGUERA Rolando,CUB
M3mSB,1 - Prelim,YEOH Ken-Nee,MAS,22,6,2.9,7,MENA Jesus,MEX
M3mSB,1 - Prelim,YEOH Ken-Nee,MAS,22,6,2.9,7,BOYS Beverley,CAN
M3mSB,1 - Prelim,YEOH Ken-Nee,MAS,22,6,2.9,7,ZAITSEV Oleg,RUS
M3mSB,1 - Prelim,YEOH Ken-Nee,MAS,22,6,2.9,7,BOOTHROYD Sydney,GBR
M3mSB,1 - Prelim,YEOH Ken-Nee,MAS,22,6,2.9,7,CRUZ Julia,ESP
M3mSB,1 - Prelim,YEOH Ken-Nee,MAS,22,6,2.9,7.5,BARNETT Madeleine,AUS
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,1,3,7,GEAR Dennis,NZL
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,1,3,7,WANG Facheng,CHN
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,1,3,6.5,ALT Walter,GER
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,1,3,8,JOHNSON Bente,NOR
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,1,3,7.5,BOUSSARD Michel,FRA
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,1,3,7,McFARLAND Steve,USA
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,1,3,7,CALDERON Felix,PUR
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,2,3.1,7,GEAR Dennis,NZL
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,2,3.1,7,WANG Facheng,CHN
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,2,3.1,6,ALT Walter,GER
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,2,3.1,6.5,JOHNSON Bente,NOR
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,2,3.1,6.5,BOUSSARD Michel,FRA
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,2,3.1,6.5,McFARLAND Steve,USA
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,2,3.1,7,CALDERON Felix,PUR
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,3,3,6.5,GEAR Dennis,NZL
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,3,3,6,WANG Facheng,CHN
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,3,3,6.5,ALT Walter,GER
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,3,3,7,JOHNSON Bente,NOR
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,3,3,6,BOUSSARD Michel,FRA
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,3,3,6.5,McFARLAND Steve,USA
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,3,3,7,CALDERON Felix,PUR
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,4,3,6.5,RUIZ-PEDREGUERA Rolando,CUB
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,4,3,6.5,MENA Jesus,MEX
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,4,3,6,BOYS Beverley,CAN
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,4,3,6,ZAITSEV Oleg,RUS
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,4,3,6,BOOTHROYD Sydney,GBR
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,4,3,6.5,CRUZ Julia,ESP
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,4,3,6,BARNETT Madeleine,AUS
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,5,3.5,4.5,RUIZ-PEDREGUERA Rolando,CUB
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,5,3.5,4.5,MENA Jesus,MEX
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,5,3.5,4.5,BOYS Beverley,CAN
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,5,3.5,4,ZAITSEV Oleg,RUS
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,5,3.5,3.5,BOOTHROYD Sydney,GBR
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,5,3.5,5,CRUZ Julia,ESP
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,5,3.5,3,BARNETT Madeleine,AUS
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,6,3.4,7,RUIZ-PEDREGUERA Rolando,CUB
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,6,3.4,7,MENA Jesus,MEX
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,6,3.4,6.5,BOYS Beverley,CAN
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,6,3.4,7.5,ZAITSEV Oleg,RUS
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,6,3.4,7.5,BOOTHROYD Sydney,GBR
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,6,3.4,7,CRUZ Julia,ESP
M3mSB,1 - Prelim,KHAMULKIN Vyacheslav,BLR,23,6,3.4,7,BARNETT Madeleine,AUS
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,1,2.7,7.5,GEAR Dennis,NZL
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,1,2.7,7,WANG Facheng,CHN
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,1,2.7,6.5,ALT Walter,GER
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,1,2.7,7.5,JOHNSON Bente,NOR
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,1,2.7,7,BOUSSARD Michel,FRA
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,1,2.7,7.5,McFARLAND Steve,USA
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,1,2.7,7,CALDERON Felix,PUR
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,2,3.1,7.5,GEAR Dennis,NZL
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,2,3.1,8,WANG Facheng,CHN
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,2,3.1,7.5,ALT Walter,GER
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,2,3.1,7.5,JOHNSON Bente,NOR
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,2,3.1,7.5,BOUSSARD Michel,FRA
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,2,3.1,7.5,McFARLAND Steve,USA
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,2,3.1,7.5,CALDERON Felix,PUR
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,3,3,6,GEAR Dennis,NZL
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,3,3,5.5,WANG Facheng,CHN
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,3,3,5.5,ALT Walter,GER
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,3,3,6,JOHNSON Bente,NOR
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,3,3,5.5,BOUSSARD Michel,FRA
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,3,3,6,McFARLAND Steve,USA
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,3,3,5,CALDERON Felix,PUR
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,4,2.9,7,RUIZ-PEDREGUERA Rolando,CUB
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,4,2.9,6.5,MENA Jesus,MEX
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,4,2.9,7,BOYS Beverley,CAN
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,4,2.9,6.5,ZAITSEV Oleg,RUS
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,4,2.9,7,BOOTHROYD Sydney,GBR
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,4,2.9,7,CRUZ Julia,ESP
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,4,2.9,7,BARNETT Madeleine,AUS
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,5,3,5.5,RUIZ-PEDREGUERA Rolando,CUB
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,5,3,6,MENA Jesus,MEX
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,5,3,6,BOYS Beverley,CAN
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,5,3,6,ZAITSEV Oleg,RUS
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,5,3,6.5,BOOTHROYD Sydney,GBR
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,5,3,6,CRUZ Julia,ESP
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,5,3,6.5,BARNETT Madeleine,AUS
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,6,3,7,RUIZ-PEDREGUERA Rolando,CUB
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,6,3,6.5,MENA Jesus,MEX
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,6,3,6.5,BOYS Beverley,CAN
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,6,3,7,ZAITSEV Oleg,RUS
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,6,3,7,BOOTHROYD Sydney,GBR
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,6,3,7,CRUZ Julia,ESP
M3mSB,1 - Prelim,SANCHEZ Abel,PER,24,6,3,7,BARNETT Madeleine,AUS
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,1,3,7,GEAR Dennis,NZL
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,1,3,6,WANG Facheng,CHN
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,1,3,6.5,ALT Walter,GER
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,1,3,7,JOHNSON Bente,NOR
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,1,3,6.5,BOUSSARD Michel,FRA
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,1,3,6,McFARLAND Steve,USA
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,1,3,6,CALDERON Felix,PUR
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,2,3,6.5,GEAR Dennis,NZL
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,2,3,5.5,WANG Facheng,CHN
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,2,3,5.5,ALT Walter,GER
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,2,3,5.5,JOHNSON Bente,NOR
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,2,3,5.5,BOUSSARD Michel,FRA
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,2,3,5.5,McFARLAND Steve,USA
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,2,3,6.5,CALDERON Felix,PUR
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,3,3.3,7.5,GEAR Dennis,NZL
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,3,3.3,6.5,WANG Facheng,CHN
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,3,3.3,7,ALT Walter,GER
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,3,3.3,7,JOHNSON Bente,NOR
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,3,3.3,7,BOUSSARD Michel,FRA
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,3,3.3,7.5,McFARLAND Steve,USA
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,3,3.3,7,CALDERON Felix,PUR
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,4,3,6,RUIZ-PEDREGUERA Rolando,CUB
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,4,3,6.5,MENA Jesus,MEX
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,4,3,6.5,BOYS Beverley,CAN
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,4,3,5.5,ZAITSEV Oleg,RUS
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,4,3,5.5,BOOTHROYD Sydney,GBR
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,4,3,6,CRUZ Julia,ESP
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,4,3,5,BARNETT Madeleine,AUS
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,5,3.1,6.5,RUIZ-PEDREGUERA Rolando,CUB
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,5,3.1,5.5,MENA Jesus,MEX
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,5,3.1,6,BOYS Beverley,CAN
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,5,3.1,7,ZAITSEV Oleg,RUS
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,5,3.1,7.5,BOOTHROYD Sydney,GBR
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,5,3.1,7,CRUZ Julia,ESP
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,5,3.1,7,BARNETT Madeleine,AUS
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,6,3.1,6.5,RUIZ-PEDREGUERA Rolando,CUB
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,6,3.1,6,MENA Jesus,MEX
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,6,3.1,7,BOYS Beverley,CAN
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,6,3.1,6.5,ZAITSEV Oleg,RUS
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,6,3.1,6,BOOTHROYD Sydney,GBR
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,6,3.1,7,CRUZ Julia,ESP
M3mSB,1 - Prelim,SAFONOV Eduard,UKR,25,6,3.1,6.5,BARNETT Madeleine,AUS
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,1,3,6.5,GEAR Dennis,NZL
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,1,3,6.5,WANG Facheng,CHN
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,1,3,5.5,ALT Walter,GER
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,1,3,6,JOHNSON Bente,NOR
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,1,3,5.5,BOUSSARD Michel,FRA
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,1,3,5.5,McFARLAND Steve,USA
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,1,3,6.5,CALDERON Felix,PUR
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,2,3.1,7.5,GEAR Dennis,NZL
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,2,3.1,7,WANG Facheng,CHN
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,2,3.1,7,ALT Walter,GER
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,2,3.1,7.5,JOHNSON Bente,NOR
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,2,3.1,7,BOUSSARD Michel,FRA
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,2,3.1,7,McFARLAND Steve,USA
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,2,3.1,7,CALDERON Felix,PUR
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,3,3,7.5,GEAR Dennis,NZL
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,3,3,7.5,WANG Facheng,CHN
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,3,3,6.5,ALT Walter,GER
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,3,3,7,JOHNSON Bente,NOR
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,3,3,6.5,BOUSSARD Michel,FRA
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,3,3,6.5,McFARLAND Steve,USA
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,3,3,7,CALDERON Felix,PUR
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,4,3.3,5.5,RUIZ-PEDREGUERA Rolando,CUB
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,4,3.3,3.5,MENA Jesus,MEX
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,4,3.3,4,BOYS Beverley,CAN
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,4,3.3,6,ZAITSEV Oleg,RUS
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,4,3.3,4.5,BOOTHROYD Sydney,GBR
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,4,3.3,4.5,CRUZ Julia,ESP
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,4,3.3,3.5,BARNETT Madeleine,AUS
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,5,3,6.5,RUIZ-PEDREGUERA Rolando,CUB
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,5,3,6,MENA Jesus,MEX
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,5,3,7,BOYS Beverley,CAN
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,5,3,6.5,ZAITSEV Oleg,RUS
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,5,3,7,BOOTHROYD Sydney,GBR
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,5,3,7,CRUZ Julia,ESP
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,5,3,6,BARNETT Madeleine,AUS
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,6,3.1,7,RUIZ-PEDREGUERA Rolando,CUB
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,6,3.1,7,MENA Jesus,MEX
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,6,3.1,7,BOYS Beverley,CAN
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,6,3.1,7,ZAITSEV Oleg,RUS
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,6,3.1,7.5,BOOTHROYD Sydney,GBR
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,6,3.1,7,CRUZ Julia,ESP
M3mSB,1 - Prelim,MARCONI Nicola,ITA,26,6,3.1,7.5,BARNETT Madeleine,AUS
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,1,3,7,GEAR Dennis,NZL
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,1,3,7,WANG Facheng,CHN
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,1,3,6.5,ALT Walter,GER
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,1,3,7.5,JOHNSON Bente,NOR
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,1,3,7.5,BOUSSARD Michel,FRA
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,1,3,6.5,McFARLAND Steve,USA
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,1,3,6.5,CALDERON Felix,PUR
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,2,3.1,7,GEAR Dennis,NZL
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,2,3.1,7.5,WANG Facheng,CHN
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,2,3.1,7,ALT Walter,GER
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,2,3.1,7,JOHNSON Bente,NOR
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,2,3.1,7.5,BOUSSARD Michel,FRA
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,2,3.1,7,McFARLAND Steve,USA
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,2,3.1,7.5,CALDERON Felix,PUR
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,3,3,5.5,GEAR Dennis,NZL
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,3,3,4.5,WANG Facheng,CHN
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,3,3,5.5,ALT Walter,GER
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,3,3,4.5,JOHNSON Bente,NOR
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,3,3,4,BOUSSARD Michel,FRA
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,3,3,4.5,McFARLAND Steve,USA
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,3,3,5,CALDERON Felix,PUR
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,4,3,4.5,RUIZ-PEDREGUERA Rolando,CUB
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,4,3,5.5,MENA Jesus,MEX
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,4,3,5,BOYS Beverley,CAN
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,4,3,6,ZAITSEV Oleg,RUS
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,4,3,4,BOOTHROYD Sydney,GBR
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,4,3,6,CRUZ Julia,ESP
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,4,3,5,BARNETT Madeleine,AUS
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,5,3.1,7,RUIZ-PEDREGUERA Rolando,CUB
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,5,3.1,7,MENA Jesus,MEX
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,5,3.1,7,BOYS Beverley,CAN
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,5,3.1,7,ZAITSEV Oleg,RUS
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,5,3.1,7.5,BOOTHROYD Sydney,GBR
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,5,3.1,7,CRUZ Julia,ESP
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,5,3.1,7.5,BARNETT Madeleine,AUS
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,6,3.1,7,RUIZ-PEDREGUERA Rolando,CUB
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,6,3.1,6.5,MENA Jesus,MEX
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,6,3.1,6.5,BOYS Beverley,CAN
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,6,3.1,6,ZAITSEV Oleg,RUS
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,6,3.1,6.5,BOOTHROYD Sydney,GBR
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,6,3.1,6.5,CRUZ Julia,ESP
M3mSB,1 - Prelim,LYSENKO Dmytro,UKR,27,6,3.1,6.5,BARNETT Madeleine,AUS
M3mSB,1 - Prelim,FUMADO Ramon-Antonio,VEN,28,1,3,8.5,GEAR Dennis,NZL
M3mSB,1 - Prelim,FUMADO Ramon-Antonio,VEN,28,1,3,7.5,WANG Facheng,CHN
M3mSB,1 - Prelim,FUMADO Ramon-Antonio,VEN,28,1,3,8,ALT Walter,GER
M3mSB,1 - Prelim,FUMADO Ramon-Antonio,VEN,28,1,3,7.5,JOHNSON Bente,NOR
M3mSB,1 - Prelim,FUMADO Ramon-Antonio,VEN,28,1,3,7.5,BOUSSARD Michel,FRA
M3mSB,1 - Prelim,FUMADO Ramon-Antonio,VEN,28,1,3,8,McFARLAND Steve,USA
M3mSB,1 - Prelim,FUMADO Ramon-Antonio,VEN,28,1,3,7.5,CALDERON Felix,PUR
M3mSB,1 - Prelim,FUMADO Ramon-Antonio,VEN,28,2,3.1,8,GEAR Dennis,NZL
M3mSB,1 - Prelim,FUMADO Ramon-Antonio,VEN,28,2,3.1,8,WANG Facheng,CHN
M3mSB,1 - Prelim,FUMADO Ramon-Antonio,VEN,28,2,3.1,7.5,ALT Walter,GER
M3mSB,1 - Prelim,FUMADO Ramon-Antonio,VEN,28,2,3.1,7.5,JOHNSON Bente,NOR
M3mSB,1 - Prelim,FUMADO Ramon-Antonio,VEN,28,2,3.1,8,BOUSSARD Michel,FRA
M3mSB,1 - Prelim,FUMADO Ramon-Antonio,VEN,28,2,3.1,7.5,McFARLAND Steve,USA
M3mSB,1 - Prelim,FUMADO Ramon-Antonio,VEN,28,2,3.1,8,CALDERON Felix,PUR
M3mSB,1 - Prelim,FUMADO Ramon-Antonio,VEN,28,3,3,7,GEAR Dennis,NZL
M3mSB,1 - Prelim,FUMADO Ramon-Antonio,VEN,28,3,3,6.5,WANG Facheng,CHN
M3mSB,1 - Prelim,FUMADO Ramon-Antonio,VEN,28,3,3,6.5,ALT Walter,GER
