"Team","Year","GameMinute","Kicker","Distance","ScoreDiff","Grass","Success"
"GB",2015,42,"Crosby",44,-4,FALSE,1
"NYJ",2015,59,"Folk",46,10,FALSE,1
"KC",2015,37,"Santos",27,14,TRUE,0
"SD",2015,14,"Lambo",40,-10,TRUE,1
"CHI",2015,47,"Gould",54,-1,TRUE,1
"BUF",2015,25,"Carpenter",47,-3,FALSE,1
"CIN",2015,60,"Nugent",31,-3,FALSE,1
"MIN",2015,19,"Walsh",38,-3,TRUE,0
"CLE",2015,11,"Coons",36,0,TRUE,1
"JAC",2015,23,"Myers",27,-1,TRUE,1
"PHI",2015,30,"Sturgis",45,4,TRUE,1
"DEN",2015,65,"McManus",37,0,TRUE,1
"BAL",2015,51,"Tucker",35,4,TRUE,1
"STL",2015,30,"Zuerlein",44,3,TRUE,1
"CLE",2015,51,"Coons",37,-17,FALSE,1
"ARI",2015,8,"Catanzaro",27,0,TRUE,1
"JAC",2015,60,"Myers",53,0,FALSE,0
"BUF",2015,57,"Carpenter",33,-10,FALSE,1
"PHI",2015,18,"Sturgis",32,13,TRUE,0
"DAL",2015,27,"Bailey",48,3,TRUE,0
"TB",2015,19,"Brindza",58,-7,TRUE,1
"MIN",2015,38,"Walsh",43,3,FALSE,1
"IND",2015,23,"Vinatieri",34,-7,TRUE,1
"SD",2015,30,"Lambo",44,-27,TRUE,1
"SD",2015,53,"Lambo",48,5,TRUE,0
"IND",2015,7,"Vinatieri",49,0,FALSE,1
"MIN",2015,14,"Walsh",22,0,FALSE,1
"SEA",2015,34,"Hauschka",52,7,FALSE,1
"GB",2015,30,"Crosby",18,7,FALSE,1
"GB",2015,50,"Crosby",21,4,TRUE,1
"NYG",2015,56,"Brown",24,0,FALSE,1
"SD",2015,36,"Lambo",25,-11,TRUE,1
"DAL",2015,42,"Bailey",38,1,FALSE,1
"MIN",2015,66,"Walsh",40,0,FALSE,1
"NYG",2015,36,"Brown",38,7,FALSE,1
"NO",2015,48,"Hocker",45,-4,TRUE,1
"NO",2015,59,"Forbath",46,0,FALSE,0
"PIT",2015,4,"Boswell",24,0,TRUE,1
"STL",2015,59,"Zuerlein",48,-3,FALSE,0
"ATL",2015,26,"Bryant",42,4,FALSE,1
"PHI",2015,23,"Parkey",29,-10,FALSE,1
"TB",2015,53,"Barth",24,-18,FALSE,1
"CIN",2015,55,"Nugent",20,31,TRUE,1
"CAR",2015,50,"Gano",25,27,TRUE,1
"NE",2015,46,"Gostkowski",40,8,FALSE,1
"WAS",2015,15,"Hopkins",46,7,TRUE,1
"MIA",2015,57,"Franks",48,-19,FALSE,1
"MIA",2015,30,"Franks",42,-4,TRUE,0
"GB",2015,55,"Crosby",43,-10,FALSE,1
"PHI",2015,40,"Sturgis",24,-8,TRUE,1
"SD",2015,10,"Lambo",42,-3,FALSE,1
"PIT",2015,30,"Boswell",30,3,FALSE,1
"MIN",2015,30,"Walsh",51,4,FALSE,0
"KC",2015,20,"Santos",27,8,TRUE,1
"GB",2015,24,"Crosby",44,7,FALSE,1
"CLE",2015,6,"Coons",42,0,TRUE,0
"PHI",2015,46,"Parkey",46,-13,TRUE,1
"CLE",2015,30,"Coons",33,-8,TRUE,1
"TB",2015,43,"Brindza",22,13,FALSE,1
"BAL",2015,17,"Tucker",28,-7,FALSE,1
"DAL",2015,14,"Bailey",21,-10,FALSE,1
"TEN",2015,42,"Succop",21,10,TRUE,1
"KC",2015,60,"Santos",66,-1,TRUE,0
"IND",2015,54,"Vinatieri",55,0,FALSE,1
"OAK",2015,55,"Janikowski",43,3,TRUE,0
"PIT",2015,23,"Boswell",24,-13,TRUE,1
"NYG",2015,9,"Brown",22,-3,FALSE,1
"SEA",2015,56,"Hauschka",35,-3,FALSE,1
"DAL",2015,37,"Bailey",38,0,FALSE,1
"MIN",2015,28,"Walsh",32,0,FALSE,1
"NYJ",2015,8,"Folk",20,-3,FALSE,1
"CIN",2015,21,"Nugent",32,7,TRUE,1
"HOU",2015,49,"Novak",50,14,TRUE,0
"HOU",2015,30,"Novak",22,-10,FALSE,1
"NE",2015,23,"Gostkowski",21,14,FALSE,1
"MIA",2015,16,"Franks",46,3,TRUE,0
"PIT",2015,18,"Boswell",48,4,TRUE,0
"SF",2015,44,"Dawson",35,-17,TRUE,1
"MIN",2015,45,"Walsh",47,6,FALSE,1
"DAL",2015,11,"Bailey",42,0,TRUE,1
"STL",2015,44,"Zuerlein",52,3,TRUE,0
"NE",2015,22,"Gostkowski",35,-3,FALSE,1
"STL",2015,30,"Zuerlein",63,7,FALSE,0
"OAK",2015,26,"Janikowski",31,17,TRUE,1
"CAR",2015,40,"Gano",38,28,TRUE,1
"NYG",2015,59,"Brown",19,3,FALSE,1
"CHI",2015,30,"Gould",27,3,TRUE,1
"KC",2015,30,"Santos",33,16,TRUE,1
"PIT",2015,43,"Boswell",41,0,TRUE,0
"NE",2015,30,"Gostkowski",48,21,FALSE,0
"MIA",2015,5,"Franks",42,0,TRUE,1
"SD",2015,14,"Lambo",42,0,TRUE,0
"PIT",2015,53,"Boswell",28,2,TRUE,1
"SF",2015,41,"Dawson",30,7,TRUE,1
"JAC",2015,35,"Myers",28,-12,TRUE,1
"SF",2015,26,"Dawson",33,-7,TRUE,1
"BUF",2015,37,"Carpenter",29,16,FALSE,1
"GB",2015,19,"Crosby",28,-7,TRUE,1
"KC",2015,51,"Santos",29,-14,FALSE,1
"OAK",2015,58,"Janikowski",41,-2,TRUE,1
"DEN",2015,13,"McManus",35,3,TRUE,1
"CLE",2015,14,"Coons",29,-7,TRUE,1
"NE",2015,59,"Gostkowski",32,14,FALSE,1
"NYJ",2015,58,"Bullock",42,19,FALSE,1
"MIN",2015,5,"Walsh",39,0,FALSE,1
"KC",2015,25,"Santos",28,3,TRUE,1
"CAR",2015,68,"Gano",42,-3,TRUE,1
"SD",2015,58,"Lambo",54,0,TRUE,1
"DEN",2015,30,"McManus",23,-14,TRUE,1
"DAL",2015,6,"Bailey",46,0,FALSE,1
"NYJ",2015,23,"Bullock",36,3,FALSE,1
"TB",2015,23,"Barth",46,-3,TRUE,0
"CAR",2015,8,"Gano",43,0,TRUE,1
"DEN",2015,37,"McManus",30,6,TRUE,1
"CIN",2015,72,"Nugent",42,0,FALSE,1
"GB",2015,36,"Crosby",56,-10,TRUE,1
"ARI",2015,56,"Catanzaro",29,21,FALSE,1
"SEA",2015,57,"Hauschka",30,14,FALSE,1
"CAR",2015,59,"Gano",43,11,TRUE,0
"DEN",2015,30,"McManus",20,9,TRUE,1
"BAL",2015,29,"Tucker",51,8,FALSE,0
"IND",2015,24,"Vinatieri",29,7,FALSE,1
"DEN",2015,60,"McManus",45,0,TRUE,0
"NO",2015,11,"Hocker",37,-7,TRUE,1
"GB",2015,11,"Crosby",42,0,FALSE,1
"JAC",2015,50,"Myers",35,-8,FALSE,1
"OAK",2015,10,"Janikowski",29,7,TRUE,1
"CIN",2015,44,"Nugent",35,30,TRUE,1
"DEN",2015,16,"McManus",25,0,TRUE,1
"SEA",2015,36,"Hauschka",33,24,TRUE,1
"TB",2015,36,"Barth",32,-18,FALSE,1
"DAL",2015,46,"Bailey",27,-1,FALSE,1
"JAC",2015,30,"Myers",58,4,TRUE,1
"NYJ",2015,47,"Bullock",49,4,FALSE,1
"TB",2015,45,"Barth",47,-4,TRUE,1
"NYJ",2015,12,"Bullock",30,0,FALSE,1
"NYG",2015,42,"Brown",34,4,FALSE,1
"CIN",2015,26,"Nugent",44,5,FALSE,0
"ARI",2015,21,"Catanzaro",47,7,TRUE,0
"DET",2015,25,"Prater",48,7,FALSE,1
"OAK",2015,16,"Janikowski",23,-14,TRUE,1
"KC",2015,29,"Santos",27,3,TRUE,1
"MIN",2015,44,"Walsh",53,26,FALSE,1
"KC",2015,57,"Santos",48,23,TRUE,0
"STL",2015,34,"Hocker",35,-10,FALSE,1
"WAS",2015,18,"Hopkins",41,0,TRUE,1
"PIT",2015,58,"Scobee",41,3,FALSE,1
"NYJ",2015,22,"Bullock",40,-3,TRUE,1
"ARI",2015,58,"Catanzaro",38,20,TRUE,1
"MIA",2015,15,"Franks",30,4,TRUE,1
"BAL",2015,60,"Tucker",23,-3,FALSE,1
"BUF",2015,36,"Carpenter",32,-21,TRUE,1
"IND",2015,23,"Vinatieri",42,10,TRUE,1
"KC",2015,21,"Santos",22,0,TRUE,1
"STL",2015,55,"Zuerlein",27,-6,FALSE,1
"ATL",2015,8,"Bryant",21,0,FALSE,1
"SD",2015,25,"Lambo",42,-4,TRUE,1
"HOU",2015,59,"Bullock",47,-10,TRUE,1
"ATL",2015,23,"Graham",45,-4,FALSE,0
"HOU",2015,28,"Novak",36,-13,TRUE,1
"SD",2015,30,"Lambo",31,6,TRUE,1
"BAL",2015,12,"Tucker",51,0,FALSE,0
"BUF",2015,11,"Carpenter",51,-3,FALSE,1
"OAK",2015,22,"Janikowski",30,-11,TRUE,1
"NE",2015,33,"Gostkowski",54,7,FALSE,0
"PIT",2015,11,"Boswell",34,-7,TRUE,1
"MIN",2015,44,"Walsh",29,4,FALSE,1
"SD",2015,5,"Lambo",50,-7,TRUE,1
"NE",2015,41,"Gostkowski",44,-14,FALSE,1
"PIT",2015,36,"Boswell",28,1,TRUE,1
"BUF",2015,46,"Carpenter",26,-14,TRUE,1
"CLE",2015,21,"Coons",45,-10,TRUE,1
"PHI",2015,52,"Sturgis",39,17,TRUE,1
"PIT",2015,12,"Boswell",51,0,TRUE,1
"NE",2015,12,"Gostkowski",46,7,FALSE,1
"CLE",2015,40,"Coons",33,0,TRUE,1
"JAC",2015,20,"Myers",43,-10,TRUE,1
"NO",2015,52,"Hocker",42,-10,FALSE,0
"SD",2015,18,"Lambo",52,-6,TRUE,1
"SEA",2015,12,"Hauschka",52,7,TRUE,1
"SD",2015,53,"Lambo",22,2,TRUE,1
"SF",2015,56,"Dawson",38,-3,TRUE,1
"JAC",2015,5,"Myers",22,0,TRUE,1
"MIN",2015,19,"Walsh",53,-11,FALSE,1
"TB",2015,20,"Barth",45,-4,TRUE,1
"ARI",2015,54,"Catanzaro",24,7,TRUE,1
"JAC",2015,13,"Myers",20,-3,FALSE,1
"NYG",2015,27,"Brown",37,-3,FALSE,1
"STL",2015,10,"Zuerlein",26,0,FALSE,1
"BUF",2015,45,"Carpenter",50,8,FALSE,0
"TB",2015,30,"Barth",39,-10,TRUE,1
"CAR",2015,60,"Gano",43,0,FALSE,1
"WAS",2015,8,"Hopkins",51,0,TRUE,0
"WAS",2015,41,"Hopkins",40,13,TRUE,1
"IND",2015,17,"Vinatieri",21,0,TRUE,1
"ATL",2015,58,"Graham",37,1,FALSE,1
"NE",2015,28,"Gostkowski",46,0,TRUE,0
"DEN",2015,53,"McManus",48,2,FALSE,1
"NYJ",2015,50,"Folk",49,21,FALSE,0
"ARI",2015,45,"Catanzaro",23,7,TRUE,1
"DET",2015,23,"Prater",26,-14,FALSE,1
"DEN",2015,50,"McManus",31,5,TRUE,1
"MIN",2015,30,"Walsh",51,-5,FALSE,1
"KC",2015,13,"Santos",40,7,TRUE,1
"HOU",2015,24,"Novak",41,0,TRUE,1
"DEN",2015,47,"McManus",48,1,TRUE,1
"DEN",2015,43,"McManus",41,-4,TRUE,1
"GB",2015,5,"Crosby",44,0,FALSE,1
"SF",2015,54,"Dawson",25,14,TRUE,1
"PIT",2015,8,"Scobee",45,0,TRUE,1
"IND",2015,24,"Vinatieri",52,-4,FALSE,1
"NYG",2015,11,"Brown",22,-7,FALSE,1
"CAR",2015,30,"Gano",42,14,TRUE,1
"CAR",2015,5,"Gano",20,0,TRUE,1
"TB",2015,41,"Barth",54,-4,FALSE,0
"CAR",2015,51,"Gano",34,14,FALSE,0
"BUF",2015,23,"Carpenter",43,2,FALSE,1
"ATL",2015,37,"Graham",43,0,FALSE,0
"SD",2015,30,"Lambo",60,4,TRUE,0
"PHI",2015,30,"Sturgis",37,7,TRUE,1
"TB",2015,27,"Barth",23,0,FALSE,1
"PIT",2015,26,"Boswell",47,-7,TRUE,1
"NE",2015,28,"Gostkowski",46,0,FALSE,1
"CHI",2015,36,"Gould",49,-10,TRUE,1
"OAK",2015,55,"Janikowski",49,-6,TRUE,0
"CIN",2015,15,"Nugent",45,-4,TRUE,1
"NE",2015,3,"Gostkowski",38,0,FALSE,1
"CIN",2015,43,"Nugent",21,1,FALSE,1
"SD",2015,49,"Lambo",32,-7,FALSE,1
"CAR",2015,6,"Gano",45,0,TRUE,1
"HOU",2015,30,"Novak",51,14,TRUE,1
"CHI",2015,15,"Gould",44,-7,TRUE,1
"SEA",2015,49,"Hauschka",43,6,FALSE,1
"PHI",2015,55,"Sturgis",43,-24,TRUE,1
"NYJ",2015,32,"Bullock",39,-9,FALSE,1
"MIN",2015,15,"Walsh",32,0,FALSE,1
"CHI",2015,60,"Gould",36,0,TRUE,0
"PHI",2015,25,"Sturgis",52,-7,TRUE,1
"HOU",2015,43,"Novak",46,-7,FALSE,1
"CLE",2015,30,"Coons",37,-8,FALSE,1
"SEA",2015,52,"Hauschka",23,28,FALSE,1
"DAL",2015,37,"Bailey",52,-4,FALSE,1
"TB",2015,60,"Brindza",57,-10,TRUE,0
"ARI",2015,60,"Catanzaro",32,0,TRUE,1
"TEN",2015,38,"Succop",29,-4,FALSE,1
"CLE",2015,34,"Coons",44,-7,FALSE,1
"OAK",2015,13,"Janikowski",38,0,TRUE,0
"OAK",2015,24,"Janikowski",50,-7,TRUE,1
"BUF",2015,19,"Carpenter",26,14,TRUE,1
"KC",2015,35,"Santos",50,19,TRUE,1
"SF",2015,29,"Dawson",26,-10,FALSE,1
"STL",2015,36,"Zuerlein",52,-17,TRUE,1
"BAL",2015,60,"Tucker",42,-3,TRUE,1
"KC",2015,30,"Santos",53,14,FALSE,1
"DEN",2015,4,"McManus",28,0,TRUE,1
"MIA",2015,53,"Franks",53,20,TRUE,1
"OAK",2015,37,"Janikowski",48,0,TRUE,1
"BUF",2015,30,"Carpenter",38,-17,TRUE,1
"OAK",2015,45,"Janikowski",40,-2,TRUE,0
"DEN",2015,25,"McManus",23,14,TRUE,1
"DET",2015,30,"Prater",49,-3,FALSE,1
"NE",2015,35,"Gostkowski",46,17,FALSE,1
"JAC",2015,27,"Myers",21,0,FALSE,1
"CAR",2015,3,"Gano",24,0,TRUE,1
"SEA",2015,51,"Hauschka",46,14,TRUE,1
"ATL",2015,30,"Bryant",32,-14,FALSE,1
"HOU",2015,57,"Novak",51,14,TRUE,1
"CAR",2015,50,"Gano",50,24,FALSE,1
"NYJ",2015,10,"Bullock",24,0,FALSE,1
"PIT",2015,54,"Boswell",42,25,TRUE,1
"GB",2015,59,"Crosby",35,11,FALSE,1
"NE",2015,45,"Gostkowski",50,20,FALSE,1
"NYJ",2015,21,"Bullock",27,10,FALSE,1
"BAL",2015,30,"Tucker",30,-11,FALSE,1
"CLE",2015,34,"Coons",47,-17,TRUE,0
"TB",2015,48,"Barth",28,21,TRUE,1
"SD",2015,15,"Lambo",32,-7,TRUE,1
"DET",2015,73,"Prater",27,0,FALSE,1
"CLE",2015,30,"Coons",47,-20,TRUE,1
"IND",2015,28,"Vinatieri",52,-10,FALSE,0
"ARI",2015,29,"Catanzaro",42,-4,TRUE,1
"WAS",2015,42,"Hopkins",33,10,FALSE,1
"GB",2015,13,"Crosby",28,-3,FALSE,1
"DAL",2015,15,"Bailey",33,-3,FALSE,1
"DEN",2015,14,"McManus",56,3,TRUE,1
"PIT",2015,6,"Scobee",44,0,FALSE,0
"CIN",2015,14,"Nugent",42,0,FALSE,1
"STL",2015,59,"Zuerlein",52,0,FALSE,0
"TEN",2015,6,"Succop",47,0,TRUE,1
"HOU",2015,16,"Novak",20,0,TRUE,1
"OAK",2015,21,"Janikowski",32,14,TRUE,1
"OAK",2015,36,"Janikowski",35,14,TRUE,1
"SEA",2015,54,"Hauschka",48,23,FALSE,1
"NE",2015,23,"Gostkowski",46,-8,TRUE,1
"WAS",2015,30,"Hopkins",30,0,FALSE,1
"GB",2015,30,"Crosby",44,4,TRUE,0
"NE",2015,35,"Gostkowski",21,10,FALSE,1
"BAL",2015,30,"Tucker",25,-7,FALSE,1
"DET",2015,37,"Prater",34,17,FALSE,1
"SEA",2015,30,"Hauschka",25,-3,FALSE,1
"NO",2015,54,"Hocker",33,-8,TRUE,1
"BUF",2015,37,"Carpenter",54,27,TRUE,0
"ATL",2015,57,"Bryant",19,-4,TRUE,1
"SEA",2015,21,"Hauschka",49,7,TRUE,1
"SEA",2015,10,"Hauschka",30,0,FALSE,1
"ARI",2015,18,"Catanzaro",41,3,TRUE,1
"BAL",2015,70,"Tucker",52,0,TRUE,1
"CIN",2015,56,"Nugent",52,12,FALSE,1
"CIN",2015,28,"Nugent",45,14,TRUE,0
"NYG",2015,69,"Brown",48,-3,FALSE,0
"ARI",2015,45,"Catanzaro",43,1,TRUE,1
"ARI",2015,5,"Catanzaro",55,0,TRUE,0
"NO",2015,10,"Forbath",38,7,FALSE,0
"BAL",2015,50,"Tucker",31,-5,TRUE,1
"MIN",2015,5,"Walsh",34,0,FALSE,1
"CHI",2015,5,"Gould",40,0,TRUE,1
"IND",2015,52,"Vinatieri",38,6,TRUE,1
"PHI",2015,30,"Sturgis",33,-13,TRUE,0
"ATL",2015,30,"Graham",52,-1,TRUE,1
"MIN",2015,38,"Walsh",22,16,FALSE,1
"SD",2015,44,"Lambo",28,9,TRUE,1
"DAL",2015,24,"Bailey",38,0,TRUE,1
"MIN",2015,16,"Walsh",53,7,FALSE,1
"CHI",2015,59,"Gould",39,9,TRUE,1
"CHI",2015,24,"Gould",37,-4,TRUE,1
"GB",2015,9,"Crosby",54,7,FALSE,1
"NYG",2015,30,"Brown",44,0,FALSE,1
"CAR",2015,27,"Gano",43,13,TRUE,0
"SF",2015,52,"Dawson",41,-17,TRUE,0
"IND",2015,63,"Vinatieri",50,0,TRUE,1
"PHI",2015,6,"Sturgis",50,0,FALSE,0
"HOU",2015,19,"Novak",38,4,TRUE,1
"WAS",2015,15,"Forbath",46,3,TRUE,0
"KC",2015,54,"Santos",51,18,TRUE,0
"WAS",2015,49,"Hopkins",33,17,TRUE,1
"CHI",2015,11,"Gould",27,-7,FALSE,1
"ATL",2015,9,"Graham",51,0,FALSE,1
"NYG",2015,13,"Brown",50,-3,FALSE,1
"BAL",2015,58,"Tucker",55,-2,TRUE,0
"WAS",2015,22,"Hopkins",27,21,FALSE,1
"KC",2015,30,"Santos",54,-2,TRUE,0
"CAR",2015,41,"Gano",22,13,TRUE,1
"CIN",2015,13,"Nugent",44,-7,TRUE,1
"ATL",2015,44,"Bryant",28,-4,FALSE,1
"OAK",2015,28,"Janikowski",52,18,TRUE,0
"NYG",2015,29,"Brown",47,-6,FALSE,1
"CIN",2015,23,"Nugent",47,7,FALSE,1
"NE",2015,40,"Gostkowski",38,14,FALSE,1
"DAL",2015,38,"Bailey",48,-20,FALSE,1
"NYG",2015,53,"Brown",53,2,TRUE,1
"ATL",2015,30,"Graham",34,11,TRUE,1
"HOU",2015,54,"Novak",49,-10,TRUE,1
"CHI",2015,9,"Gould",51,3,TRUE,1
"ARI",2015,58,"Catanzaro",36,4,TRUE,1
"CAR",2015,25,"Gano",28,4,TRUE,1
"ARI",2015,44,"Catanzaro",38,-8,TRUE,1
"PIT",2015,30,"Boswell",38,4,TRUE,1
"CIN",2015,20,"Nugent",54,-10,FALSE,0
"SEA",2015,59,"Hauschka",46,-10,FALSE,1
"DEN",2015,13,"McManus",29,0,TRUE,1
"KC",2015,54,"Santos",32,10,FALSE,1
"KC",2015,24,"Santos",51,-8,FALSE,1
"DET",2015,30,"Prater",38,0,FALSE,1
"KC",2015,56,"Santos",33,27,TRUE,1
"BAL",2015,30,"Tucker",21,-3,TRUE,1
"IND",2015,9,"Vinatieri",48,0,TRUE,1
"CAR",2015,58,"Gano",43,19,FALSE,0
"DEN",2015,40,"McManus",29,-3,FALSE,1
"ATL",2015,24,"Graham",31,-7,FALSE,1
"CHI",2015,37,"Gould",40,0,TRUE,0
"CIN",2015,50,"Nugent",39,17,FALSE,1
"NYJ",2015,41,"Folk",40,20,TRUE,0
"NO",2015,34,"Hocker",21,-3,TRUE,1
"NYJ",2015,22,"Folk",48,10,TRUE,1
"STL",2015,44,"Zuerlein",40,14,FALSE,0
"IND",2015,6,"Vinatieri",49,0,FALSE,1
"MIN",2015,54,"Walsh",23,13,FALSE,1
"IND",2015,60,"Vinatieri",43,0,FALSE,1
"NO",2015,24,"Forbath",30,-14,TRUE,1
"KC",2015,23,"Santos",49,10,TRUE,1
"CIN",2015,55,"Nugent",36,-8,FALSE,1
"DEN",2015,30,"McManus",52,5,TRUE,1
"BAL",2015,47,"Tucker",21,-7,FALSE,1
"SD",2015,21,"Lambo",28,6,TRUE,1
"MIN",2015,29,"Walsh",38,-13,TRUE,1
"CIN",2015,59,"Nugent",43,-3,TRUE,1
"WAS",2015,8,"Forbath",45,0,TRUE,1
"NYG",2015,45,"Brown",53,3,FALSE,1
"DET",2015,49,"Prater",40,-28,FALSE,1
"BAL",2015,60,"Tucker",39,0,FALSE,1
"BAL",2015,11,"Tucker",49,7,TRUE,1
"DET",2015,23,"Prater",54,7,TRUE,0
"JAC",2015,4,"Myers",46,0,TRUE,1
"NE",2015,17,"Gostkowski",40,0,FALSE,1
"CLE",2015,46,"Coons",29,-8,TRUE,1
"DEN",2015,6,"McManus",41,0,TRUE,1
"PIT",2015,30,"Scobee",36,3,TRUE,1
"CHI",2015,51,"Gould",50,6,TRUE,1
"ARI",2015,20,"Catanzaro",27,-4,TRUE,1
"CAR",2015,45,"Gano",48,4,TRUE,1
"NE",2015,27,"Gostkowski",52,9,FALSE,1
"NE",2015,59,"Gostkowski",25,5,FALSE,1
"SEA",2015,29,"Hauschka",51,4,FALSE,1
"TB",2015,16,"Barth",52,-3,TRUE,1
"MIN",2015,21,"Walsh",43,4,TRUE,1
"NO",2015,34,"Hocker",51,-3,FALSE,1
"JAC",2015,30,"Myers",32,-3,TRUE,1
"BUF",2015,23,"Carpenter",41,7,FALSE,1
"NO",2015,47,"Forbath",22,-18,FALSE,1
"SEA",2015,59,"Hauschka",24,-2,FALSE,1
"DEN",2015,5,"McManus",34,0,TRUE,1
"CHI",2015,30,"Gould",23,-11,TRUE,1
"PHI",2015,9,"Sturgis",36,-7,TRUE,1
"ATL",2015,50,"Graham",33,0,TRUE,1
"SEA",2015,46,"Hauschka",45,20,FALSE,1
"BUF",2015,30,"Carpenter",41,6,FALSE,1
"KC",2015,30,"Santos",32,-11,FALSE,1
"ATL",2015,59,"Graham",54,4,FALSE,1
"PHI",2015,53,"Sturgis",31,0,FALSE,1
"KC",2015,47,"Santos",38,2,TRUE,1
"CAR",2015,58,"Gano",53,7,TRUE,0
"CHI",2015,60,"Gould",29,-3,FALSE,1
"NYJ",2015,10,"Bullock",53,7,FALSE,0
"TB",2015,47,"Barth",45,3,TRUE,1
"BAL",2015,55,"Tucker",20,-3,FALSE,1
"NO",2015,26,"Forbath",37,21,FALSE,1
"ARI",2015,39,"Catanzaro",43,12,FALSE,1
"DEN",2015,36,"McManus",52,14,TRUE,0
"TB",2015,30,"Brindza",29,-7,TRUE,0
"GB",2015,35,"Crosby",42,10,FALSE,1
"CHI",2015,37,"Gould",33,0,TRUE,1
"STL",2015,50,"Zuerlein",19,15,FALSE,1
"STL",2015,24,"Zuerlein",38,7,FALSE,1
"CHI",2015,36,"Gould",34,-9,TRUE,0
"TEN",2015,58,"Succop",55,0,FALSE,0
"MIN",2015,6,"Walsh",44,0,TRUE,0
"ATL",2015,59,"Graham",46,3,TRUE,1
"HOU",2015,13,"Novak",37,-7,TRUE,1
"PIT",2015,24,"Boswell",47,-7,TRUE,1
"JAC",2015,45,"Myers",34,-17,TRUE,1
"MIN",2015,46,"Walsh",37,-10,TRUE,1
"CAR",2015,30,"Gano",25,17,FALSE,1
"HOU",2015,33,"Bullock",39,-2,TRUE,1
"PIT",2015,58,"Scobee",49,3,TRUE,0
"SEA",2015,29,"Hauschka",49,4,FALSE,1
"WAS",2015,46,"Hopkins",46,0,TRUE,1
"NYG",2015,15,"Brown",35,9,FALSE,1
"NYG",2015,45,"Brown",48,0,TRUE,0
"GB",2015,24,"Crosby",23,11,FALSE,1
"PIT",2015,57,"Boswell",22,-5,FALSE,1
"CLE",2015,19,"Coons",31,-10,TRUE,1
"PIT",2015,39,"Boswell",47,18,TRUE,0
"PHI",2015,36,"Sturgis",41,7,TRUE,1
"PIT",2015,45,"Boswell",31,13,FALSE,1
"NO",2015,38,"Hocker",31,7,FALSE,1
"TB",2015,39,"Brindza",35,10,FALSE,1
"ARI",2015,30,"Catanzaro",31,4,TRUE,1
"ARI",2015,48,"Catanzaro",29,-5,TRUE,1
"CIN",2015,25,"Nugent",39,0,FALSE,1
"KC",2015,14,"Santos",34,-7,FALSE,1
"KC",2015,27,"Santos",34,13,TRUE,1
"SF",2015,6,"Dawson",28,0,TRUE,0
"MIN",2015,47,"Walsh",48,-3,TRUE,1
"ATL",2015,29,"Graham",47,-4,TRUE,1
"WAS",2015,39,"Hopkins",53,4,FALSE,0
"GB",2015,59,"Crosby",49,10,TRUE,0
"TEN",2015,47,"Succop",53,4,TRUE,0
"DET",2015,47,"Prater",51,6,FALSE,1
"IND",2015,11,"Vinatieri",29,-7,FALSE,0
"BAL",2015,45,"Tucker",45,-7,FALSE,1
"PIT",2015,30,"Boswell",45,6,FALSE,1
"CLE",2015,30,"Coons",51,-14,TRUE,0
"KC",2015,30,"Santos",35,11,TRUE,1
"GB",2015,45,"Crosby",31,11,TRUE,1
"NO",2015,29,"Forbath",57,-11,TRUE,1
"NYG",2015,26,"Brown",41,7,FALSE,1
"ATL",2015,6,"Bryant",44,0,TRUE,1
"NYJ",2015,56,"Bullock",24,-10,FALSE,1
"DEN",2015,23,"McManus",33,3,TRUE,1
"CHI",2015,4,"Gould",47,0,TRUE,0
"STL",2015,45,"Zuerlein",53,-11,FALSE,0
"SD",2015,39,"Lambo",47,-1,FALSE,0
"CIN",2015,16,"Nugent",36,4,FALSE,0
"PIT",2015,43,"Boswell",51,2,TRUE,1
"NYJ",2015,45,"Folk",34,11,FALSE,1
"BAL",2015,34,"Tucker",48,-3,FALSE,1
"CLE",2015,28,"Coons",39,-4,TRUE,1
"ATL",2015,30,"Bryant",38,-4,FALSE,0
"ARI",2015,45,"Catanzaro",39,-5,TRUE,1
"SF",2015,72,"Dawson",23,0,TRUE,1
"KC",2015,11,"Santos",22,-7,FALSE,1
"NO",2015,6,"Hocker",31,0,TRUE,1
"DAL",2015,58,"Bailey",41,-3,FALSE,1
"CAR",2015,7,"Gano",49,7,FALSE,1
"PIT",2015,10,"Boswell",29,-3,TRUE,1
"BAL",2015,13,"Tucker",29,0,FALSE,1
"MIA",2015,42,"Franks",33,-9,TRUE,1
"IND",2015,38,"Vinatieri",32,-10,TRUE,1
"PIT",2015,34,"Boswell",48,-7,TRUE,1
"KC",2015,30,"Santos",34,-5,FALSE,1
"OAK",2015,35,"Janikowski",29,-2,TRUE,1
"NE",2015,35,"Gostkowski",38,-8,TRUE,1
"SF",2015,44,"Dawson",33,-3,TRUE,1
"CLE",2015,50,"Coons",40,-4,TRUE,1
"SF",2015,21,"Dawson",26,4,TRUE,1
"NE",2015,7,"Gostkowski",49,0,FALSE,1
"BAL",2015,8,"Tucker",22,-10,TRUE,1
"JAC",2015,60,"Myers",53,-1,FALSE,1
"WAS",2015,15,"Hopkins",38,3,TRUE,1
"TB",2015,23,"Barth",43,-11,TRUE,0
"GB",2015,58,"Crosby",21,7,FALSE,1
"CLE",2015,12,"Coons",43,-7,FALSE,1
"DEN",2015,43,"McManus",25,3,TRUE,1
"GB",2015,35,"Crosby",24,1,TRUE,1
